,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
devops and cloud-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.7134919377163945e-12),Less (4.2114182763416603e-82),Equal (0.2440721939939482),Less (1.1276719689264896e-21),Greater (1.0),Less (2.977619118417149e-35),Greater (1.0),Less (1.882122305717659e-17),Less (1.1322091256339022e-20),Less (3.250820939134114e-62),Less (4.2828152060704996e-07),Less (6.164690377702076e-16),Less (2.042956399252659e-05),Less (3.829615607347908e-78),Greater (0.9999999999999998),Less (4.9459910162832776e-29),Less (1.9120228901894885e-27),Less (3.0487181141221825e-48),Less (4.475722204852262e-18),Less (1.0881960266105473e-09),Less (1.3689224748322033e-15),Less (3.7400687529046795e-104),Greater (1.0),Less (9.08599282896096e-21),Less (1.100567517809085e-21),Less (1.663527203442062e-74),Less (0.0008005052803325586),Less (6.993119232624733e-18),Less (2.932901696777912e-30),
devops and cloud-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.134387719262395e-19),Greater (0.9999842238567369),Less (2.0558379269283058e-06),Greater (1.0),Equal (0.8658615022958721),Greater (1.0),Equal (0.397912648589238),Less (0.022787262431790165),Less (7.18220946352761e-13),Equal (0.9928030987502908),Less (6.327311607980093e-08),Greater (0.9999935731862137),Less (4.695496571949818e-05),Greater (1.0),Less (8.527099042776822e-08),Less (0.00041144855028609005),Less (4.117576938453746e-14),Less (0.005340848079467347),Less (4.056296738983005e-05),Greater (0.9997160182139306),Less (7.106530682974523e-10),Greater (1.0),Less (0.00010864116871815596),Less (0.004950804970806061),Less (1.309334564299084e-23),Equal (0.2837135534534859),Less (1.5759656592662717e-10),Equal (0.19211401926679017),
devops and cloud-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Equal (0.17322650028333264),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999998),Greater (0.9999999999897367),Equal (0.053766876697880536),Greater (0.9999999999504579),Equal (0.15314372278294067),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.08836474707118444),Greater (0.999999913735958),Equal (0.8619169665243618),Greater (0.999998532962308),Equal (0.3427678584081012),Greater (1.0),Greater (0.9999999729908532),Greater (1.0),Greater (0.999378359003829),Greater (0.9999999909247799),Less (0.015556222395704894),Greater (0.9999999999996999),Less (0.0016925774892097626),Greater (1.0),
devops and cloud-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.3996219355352315e-14),Greater (0.9999999999999999),Less (4.315869859445736e-08),Greater (1.0),Less (9.209785475525605e-08),Less (9.165082739915983e-10),Less (3.471798281425014e-29),Less (0.000301938060553359),Less (3.400247326832267e-13),Equal (0.30805499779908496),Less (4.563577778576957e-20),Greater (0.9999956673393406),Less (5.74009292007719e-18),Less (4.1092498529425856e-14),Less (1.405629176879296e-28),Less (2.149210797726872e-10),Less (2.4709763757957727e-08),Less (0.007900713760810623),Less (1.9295320856478917e-27),Greater (1.0),Less (5.59717994893799e-13),Less (8.237837962978659e-11),Less (1.5818284149280858e-41),Less (0.017092311349192015),Less (8.08885540925887e-16),Less (1.415587720283144e-05),
devops and cloud-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (0.9999999678815894),Greater (1.0),Greater (0.9999808265252187),Greater (0.9990910058125042),Equal (0.8092230817128371),Greater (0.9999574784082259),Less (0.015415234390770369),Greater (0.9999999999999841),Greater (0.9982512917608071),Greater (1.0),Equal (0.994035464501432),Greater (0.9837477839037777),Equal (0.17761164979499966),Greater (0.983653762826005),Equal (0.10803544104568523),Greater (0.9999999999998872),Equal (0.14520738150022686),Greater (1.0),Equal (0.20036599667211474),Greater (0.9946944987979823),Less (0.0021174602006803363),Greater (0.9999987166279429),Less (0.00029313641307581584),Greater (0.9999999988741932),
devops and cloud-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.1836412825905813e-293),Greater (1.0),Less (1.630980989079086e-52),Less (1.633125322681045e-50),Less (4.578547199628999e-116),Less (2.490103982268592e-22),Less (3.6906536949056094e-20),Less (0.0),Less (0.0),Less (3.662558369432655e-30),Less (9.859686731117026e-50),Less (5.149945061272292e-57),Less (1.1134775850412955e-72),Less (1.2040144590591277e-35),Less (1.3159534468725929e-11),Less (0.0),Less (0.0),Greater (1.0),Less (3.5460367364827636e-43),Less (2.8838069088999805e-48),Less (3.247095113049951e-114),Less (1.6284146041461127e-14),Less (1.2179274594748043e-19),Less (0.0),
soa and middlewares-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Equal (0.17053742134804017),Less (0.002322621933904316),Less (1.3147053787973627e-23),Equal (0.9472402907875456),Less (6.698196281833389e-09),Greater (1.0),Less (6.40645319821666e-16),Greater (1.0),Less (8.812911334429082e-11),Less (3.699105008901117e-06),Less (6.490914432508497e-21),Less (0.0005143557835451895),Less (1.7251066886187003e-05),Greater (1.0),Less (5.297594572042774e-35),Greater (1.0),Less (3.742068931896202e-06),Less (0.00025361551140528694),Less (8.150265946345554e-39),Equal (0.2259957635733777),Less (1.7667663452829955e-11),Greater (0.9996399360238222),
soa and middlewares-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.283737892140704e-166),Less (2.7001947647365065e-152),Less (8.260740719350017e-267),Less (4.590608978006977e-74),Less (2.5667192385442446e-39),Less (0.0),Less (0.0),Less (0.0),Less (8.90293971048883e-119),Less (5.184740042648364e-156),Less (1.8624810137991176e-159),Less (4.6162648984371715e-98),Less (4.970273982556154e-22),Less (0.0),Less (0.0),Less (0.00018422271767596447),Less (2.770966030649676e-112),Less (1.3032410156059315e-138),Less (1.046626179449713e-231),Less (3.662028463711578e-54),Less (2.370024649538446e-34),Less (0.0),
soa and middlewares-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.17956932553159743),Less (5.350919965746502e-11),Equal (0.40014761958935274),Less (1.0751334946972331e-07),Greater (0.9999999977808176),Less (0.002141114898541212),Greater (1.0),Less (1.0811686107305509e-06),Less (0.0025350646702741574),Less (4.439797360519508e-13),Less (0.017608273584136358),Less (5.5241630923208353e-05),Greater (0.9999992284619202),Less (3.680962398890743e-07),Greater (1.0),Less (0.0014392035936790894),Equal (0.05390015986149351),Less (1.3861508638695331e-21),Equal (0.055282945579800645),Less (1.4112342943993695e-10),Greater (0.9966010073018483),
soa and middlewares-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (7.641433699296279e-07),Equal (0.09209510096016038),Less (3.9813032391261655e-06),Greater (0.9999999999823893),Equal (0.26058695448597147),Greater (1.0),Less (0.00017500937781078714),Equal (0.17198974352889218),Less (6.235397732017827e-09),Equal (0.474785673506137),Less (0.00043548393493309987),Greater (0.9999999989376369),Less (0.00041218868846407445),Greater (1.0),Less (0.01979098996117043),Equal (0.5392128784380139),Less (3.14716105624141e-16),Greater (0.9959497922841476),Less (5.3074722820722325e-09),Greater (0.9999436839565616),
soa and middlewares-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999839985534),Less (0.009313082234932516),Greater (1.0),Greater (0.9999999819553068),Greater (1.0),Equal (0.802461661730614),Greater (0.9996416943298546),Equal (0.11769406364465641),Greater (0.9994806258426637),Equal (0.096030172553782),Greater (1.0),Greater (0.9979019658402581),Greater (1.0),Equal (0.050469916085685844),Greater (0.9999591678099841),Less (4.6989633232118495e-05),Greater (0.9999999998297371),Less (6.313807724130589e-05),Greater (1.0),
soa and middlewares-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (6.445415618853036e-07),Greater (0.9993748209966519),Less (0.0030506587533681503),Greater (0.9999999999990147),Less (7.57293983159743e-06),Less (0.002012003999272513),Less (1.9072473331402294e-10),Less (0.0057689622488861746),Less (6.144274918799323e-05),Greater (0.9904812219909864),Less (3.023744567592202e-05),Greater (1.0),Less (0.001546043480185519),Less (0.01575744421687611),Less (4.013837775937263e-15),Equal (0.36370122575850594),Less (2.6293894659760286e-09),Equal (0.2916914480666035),
soa and middlewares-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999720866),Greater (0.9999900730218231),Greater (0.9999999999999988),Greater (0.9873283592797477),Greater (0.9999599490426825),Equal (0.12293309680815351),Greater (0.9999812621520828),Equal (0.9497745643225248),Greater (0.9999999999845006),Greater (0.9994419522478928),Greater (1.0),Greater (0.998891348604534),Greater (0.9999741515558761),Equal (0.6845590141880995),Greater (0.9999999851423337),Equal (0.16498219627064226),Greater (0.9999999961172895),
soa and middlewares-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (8.691578826436736e-88),Greater (1.0),Less (2.1856387279198415e-19),Less (3.4710714574639318e-16),Less (5.959346474626842e-33),Less (2.822263661950962e-10),Less (8.068293785127283e-07),Less (1.8282351629482564e-29),Less (1.7762584107088362e-141),Greater (1.0),Less (8.181838566016345e-14),Less (1.801154252117991e-12),Less (1.4557965262884798e-57),Equal (0.08975514214093301),Less (6.214933530164279e-13),Less (2.0555937647735218e-148),
software development tools-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (0.0002972608096325716),Equal (0.5245479799717542),Less (9.348199718381816e-10),Equal (0.884049348335618),Less (0.0010096083588837005),Greater (1.0),Less (7.330393492601307e-06),Greater (1.0),Equal (0.12416073169524851),Equal (0.8375453277230196),Less (3.124920289998682e-21),Greater (0.9999180082263194),Less (2.038994628792168e-08),Greater (1.0),
software development tools-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.171837390275554e-34),Less (5.706215888361203e-34),Less (9.897505008490232e-51),Less (3.000017727631607e-22),Less (4.725628642465398e-09),Less (2.6481691977677173e-164),Less (3.842826719241956e-229),Greater (1.0),Less (8.604513676106969e-28),Less (5.399489319563992e-29),Less (7.777315128745483e-82),Less (9.352030493600877e-08),Less (8.561504452925342e-16),Less (2.3919385301457557e-241),
software development tools-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9936098522511595),Equal (0.12367402067621798),Greater (0.9945271018728733),Equal (0.09061741722432366),Greater (1.0),Equal (0.10169679879525742),Greater (1.0),Equal (0.18154626634963222),Greater (0.9982510478428904),Less (0.00045580502289489365),Greater (0.9999998751205728),Less (9.195565515627438e-05),Greater (0.9999999999991127),
software development tools-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.918956767982517e-06),Equal (0.5977387503115428),Less (0.0013391855261208887),Greater (0.99999999999998),Equal (0.11875306460768137),Greater (1.0),Equal (0.3644177330355375),Equal (0.4878325457214837),Less (3.4243025450284217e-12),Greater (0.9999334950455945),Less (2.7376036978058086e-08),Greater (0.9999999802184035),
software development tools-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999965190318051),Equal (0.2936544914770268),Greater (1.0),Greater (0.9999387516967848),Greater (1.0),Greater (0.9984191173488539),Greater (0.9999994863594005),Less (0.020777019845755182),Greater (0.9999999999986411),Less (0.0005960300484376465),Greater (1.0),
software development tools-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0007229346964379635),Greater (0.999999992601678),Equal (0.1283070963307027),Greater (1.0),Equal (0.31787440013642376),Equal (0.8677774652562765),Less (1.7090323678643698e-10),Greater (0.9996050550194387),Less (1.6284982913054786e-08),Greater (0.999979074724619),
software development tools-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.999999439109375),Greater (0.9894633602459385),Greater (1.0),Greater (0.9886767016017763),Greater (0.9988787878445531),Equal (0.8561394871342234),Greater (0.9999935073469973),Equal (0.1528219282401577),Greater (0.9999879648023289),
software development tools-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.9000287718024063e-129),Greater (1.0),Less (2.1375029881539895e-12),Less (8.526506886997446e-11),Less (4.771517234368072e-59),Equal (0.38197994102946353),Less (7.990928979738121e-14),Less (5.659152078567022e-65),
web development-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Equal (0.8775146819525236),Greater (0.9878898740300148),Less (2.1937542259377668e-12),Greater (0.999999639378524),Less (3.1113357192195084e-06),Greater (1.0),
web development-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.1947563198853438e-107),Less (1.8813660158190666e-132),Less (2.987970931716541e-223),Less (4.0176751307497157e-51),Less (3.394075253957136e-33),Less (0.0),
web development-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.16904148473174074),Less (1.2915762300676974e-06),Greater (0.9999435666391975),Less (9.848264248161243e-06),Greater (0.9999999456207568),
web development-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (6.689188270140495e-13),Greater (0.9989240996734129),Less (3.521267863585233e-08),Greater (0.9999953953972179),
web development-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (0.01727692050683877),Greater (1.0),
web development-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (6.750235019479166e-11),Equal (0.7390492751417466),
web development-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999764356),
web development-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
