,existence-full,existence-content management,existence-data storage & processing,existence-devops and cloud,existence-soa and middlewares,existence-software development tools,existence-web development,executive-full,executive-content management,executive-data storage & processing,executive-devops and cloud,executive-soa and middlewares,executive-software development tools,executive-web development,existence-executive-full,existence-executive-content management,existence-executive-data storage & processing,existence-executive-devops and cloud,existence-executive-soa and middlewares,existence-executive-software development tools,existence-executive-web development,property-full,property-content management,property-data storage & processing,property-devops and cloud,property-soa and middlewares,property-software development tools,property-web development,existence-property-full,existence-property-content management,existence-property-data storage & processing,existence-property-devops and cloud,existence-property-soa and middlewares,existence-property-software development tools,existence-property-web development,executive-property-full,executive-property-content management,executive-property-data storage & processing,executive-property-devops and cloud,executive-property-soa and middlewares,executive-property-software development tools,executive-property-web development,existence-executive-property-full,existence-executive-property-content management,existence-executive-property-data storage & processing,existence-executive-property-devops and cloud,existence-executive-property-soa and middlewares,existence-executive-property-software development tools,existence-executive-property-web development,-full,-content management,-data storage & processing,-devops and cloud,-soa and middlewares,-software development tools,-web development,
property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999994385352),Greater (0.9990852745491675),Equal (0.21333202829136388),Greater (0.9828685050578058),Less (2.4044014896540764e-59),Less (1.8596565434420995e-50),Less (1.1983424778471161e-58),Less (2.1714905514776827e-10),Less (0.000378354305534343),Less (2.1170527928074006e-06),Less (1.289587168280485e-15),Greater (1.0),Less (2.590447713701845e-09),Greater (1.0),Greater (1.0),Greater (0.9999978300617386),Equal (0.11519452998926177),Greater (0.9999999705227919),Less (2.165240865370137e-34),Less (1.0272868227176213e-17),Less (2.1879849720752545e-27),Equal (0.10322699363602363),Less (7.409906095173733e-05),Less (0.0033823063396164347),Less (7.167758804957627e-08),Greater (1.0),Less (0.0008811862997226509),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.022787262431790165),Less (0.00041144855028609005),Less (0.004950804970806061),Less (1.2343906616843742e-47),Less (1.8192330412011466e-51),Less (2.2037205421356002e-50),Less (3.134387719262395e-19),Less (7.18220946352761e-13),Less (4.117576938453746e-14),Less (1.309334564299084e-23),Equal (0.373776503318076),Less (1.141761313673949e-18),Equal (0.18903804774688382),Greater (0.9999842238567369),Equal (0.9928030987502908),Less (0.005340848079467348),Equal (0.2837135534534859),Less (1.6770090676245388e-39),Less (4.627934001585742e-21),Less (3.618877037224325e-33),Less (2.0558379269283058e-06),Less (6.327311607980093e-08),Less (4.056296738983005e-05),Less (1.5759656592662714e-10),Greater (0.998964887389615),Less (2.1924411759659776e-16),Greater (0.9999999877270094),Greater (1.0),Greater (0.9999935731862137),Greater (0.9997160182139306),Equal (0.19211401926679017),
property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.17198974352889218),Equal (0.5392128784380139),Less (2.6598503975711823e-29),Less (2.3815426615043103e-36),Less (5.73618517001135e-32),Less (1.0268383957202846e-11),Less (7.641433699296279e-07),Less (6.235397732017827e-09),Less (3.14716105624141e-16),Equal (0.07401181909562653),Less (1.2275444641370962e-11),Greater (0.9997914280425007),Greater (0.9999999990841185),Equal (0.09209510096016038),Equal (0.474785673506137),Greater (0.9959497922841476),Less (3.9542312267451343e-28),Less (1.5707541367547183e-18),Less (2.439431359638309e-26),Less (0.0009095974741184475),Less (3.9813032391261655e-06),Less (0.00043548393493309987),Less (5.3074722820722325e-09),Greater (0.9999999840335918),Less (6.545411308928596e-07),Greater (0.9999999999999989),Greater (1.0),Greater (0.9999999999823893),Greater (0.9999999989376369),Greater (0.9999436839565616),
property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.4878325457214837),Less (1.1112340403562243e-19),Less (7.783631328772756e-28),Less (3.701892470473183e-22),Less (8.63019623946992e-08),Less (0.00035843755955051),Less (2.918956767982517e-06),Less (3.4243025450284217e-12),Greater (0.9998049494994107),Less (4.272679401677359e-08),Greater (0.9999998356514586),Greater (0.9999999999999589),Greater (0.9979892969297068),Equal (0.5977387503115428),Greater (0.9999334950455945),Less (8.683836302926404e-22),Less (1.7560744486131385e-17),Less (6.792080706953233e-23),Less (0.016261616012227715),Less (4.0128081577173096e-05),Less (0.0013391855261208887),Less (2.7376036978058086e-08),Greater (0.9999999999993242),Less (0.0032539840750055904),Greater (1.0),Greater (1.0),Greater (0.9999999999999997),Greater (0.99999999999998),Greater (0.9999999802184035),
property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.2606265442903849e-21),Less (6.337753983268608e-29),Less (4.925065154128301e-24),Less (9.079373604718979e-09),Less (4.084887209054651e-05),Less (5.140715111943486e-07),Less (6.689188270140495e-13),Greater (0.9934013530779633),Less (4.099216397281298e-09),Greater (0.9999749364302095),Greater (0.9999999999176888),Greater (0.9842503346683209),Equal (0.8677774652562765),Greater (0.9989240996734129),Less (1.4630752427796644e-22),Less (1.1617507167034788e-16),Less (1.5339587130656441e-22),Less (0.005308905791489633),Less (2.5897350438072593e-05),Less (0.001123663645502376),Less (3.521267863585233e-08),Greater (0.999999998781026),Less (0.0001900188429898999),Greater (0.9999999999999999),Greater (1.0),Greater (0.9999999999981989),Greater (0.9999999999147354),Greater (0.9999953953972179),
existence-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.930823092285629e-06),Equal (0.07736765497175739),Greater (0.9981158905459957),Greater (0.9999999777921716),Greater (0.9876803753962877),Equal (0.6218565138051333),Greater (1.0),Greater (0.9836818731096859),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999865),Greater (1.0),Less (7.090121579553204e-05),Less (2.5852587631832006e-07),Less (8.05857875268583e-08),Greater (0.9995024040006828),Equal (0.4881071344450607),Equal (0.725303840916043),Less (0.00608865234567137),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9994864113978168),Greater (0.9999999277572493),Greater (0.9999999999999926),Greater (0.9999981052114829),Greater (0.9850921301804799),Greater (1.0),Greater (0.9999992193377362),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.8182653574648356),Less (5.715414911589684e-05),Less (0.0016126447460238491),Greater (0.9999998641024163),Equal (0.6273030210066984),Equal (0.5599095866681787),Equal (0.10960745176978152),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999002822179837),Greater (0.9999999996985112),Greater (0.9980035570950292),Equal (0.7825471845998347),Greater (1.0),Greater (0.9978924478094371),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999999),Greater (1.0),Less (0.0025048655877163897),Less (1.191803023236307e-06),Less (1.49868686625172e-06),Greater (0.9999294716519647),Equal (0.6880283060170822),Equal (0.8964464763984084),Less (0.011747075828930495),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.05376687669788054),Equal (0.8619169665243618),Less (0.015556222395704894),Greater (1.0),Equal (0.8392781568949196),Greater (1.0),Greater (1.0),Greater (0.9999999999504579),Greater (0.999998532962308),Greater (0.9999999999996999),Less (8.86633619430065e-07),Less (5.061759609155345e-08),Less (4.20541477835216e-09),Equal (0.17322650028333264),Equal (0.15314372278294067),Equal (0.3427678584081012),Less (0.0016925774892097626),Greater (1.0),Greater (0.9999999655321864),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.11769406364465641),Less (4.6989633232118495e-05),Greater (1.0),Less (0.015517955277974714),Greater (1.0),Greater (1.0),Greater (0.9999999839985534),Greater (0.9994806258426637),Greater (0.9999999998297371),Less (2.1301455503025827e-11),Less (5.490954419993594e-11),Less (2.137725437259229e-13),Equal (0.8092230817128371),Less (0.009313082234932516),Equal (0.09603017255378202),Less (6.313807724130589e-05),Greater (1.0),Greater (0.9845975723751423),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.020777019845755182),Greater (1.0),Equal (0.7374807120901657),Greater (1.0),Greater (1.0),Greater (0.9999999998095771),Greater (0.9999965190318051),Greater (0.9999999999986411),Less (1.7228453004076188e-05),Less (8.179144590518578e-09),Less (1.0568415912246192e-08),Equal (0.17761164979499966),Equal (0.12293309680815351),Equal (0.2936544914770268),Less (0.0005960300484376465),Greater (1.0),Greater (0.9998365763935667),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Equal (0.05566803018361621),Greater (1.0),Greater (1.0),Greater (0.999999999999996),Greater (0.9999999998293034),Greater (1.0),Less (0.017462191208697894),Less (8.944088720294323e-06),Less (4.729248749392712e-05),Greater (0.997883903606677),Equal (0.6845590141880995),Equal (0.8561394871342234),Less (0.017276920506838767),Greater (1.0),Greater (0.999999999999489),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.357212516919104e-25),Greater (0.9977621863775438),Greater (0.9999999997065467),Equal (0.503383547247674),Less (0.006871866807886528),Equal (0.061529586158557616),Less (1.6242252456269948e-62),Less (2.291913022262415e-23),Less (2.2275015026364734e-41),Less (1.0488444923432542e-06),Less (3.720933691706269e-08),Less (3.5366719324151906e-05),Less (4.559951221275274e-11),Greater (1.0),Less (1.9401385382214986e-50),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999992582748342),
executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (0.9999999999993922),Greater (0.9999999266487921),Greater (0.9999999999999976),Less (1.1885702926435379e-05),Less (5.38957430271872e-09),Less (5.0362558551038e-09),Equal (0.07637094668593554),Equal (0.1706981739318253),Equal (0.30909018294911117),Less (0.0006201483863666362),Greater (1.0),Greater (0.9999991077970469),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.999368479591843),Equal (0.32279894290833566),Less (2.9924485707401606e-05),Equal (0.8006239891723054),Less (1.7737343229237014e-54),Less (2.336548746061167e-25),Less (4.096034556787406e-42),Less (4.43480515803916e-09),Less (5.332395654293641e-10),Less (2.557931673876044e-06),Less (9.313173794742197e-13),Equal (0.06237069166395396),Less (3.4471233095431044e-31),Greater (0.9999987845226718),Greater (1.0),Greater (0.9998257522080516),Greater (0.9810268363121258),Equal (0.8219959697103372),
executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.000301938060553359),Less (2.149210797726872e-10),Less (0.017092311349192015),Less (5.373689400194566e-63),Less (1.5089446861673864e-30),Less (3.2520588530174415e-50),Less (1.3996219355352315e-14),Less (3.400247326832267e-13),Less (2.4709763757957727e-08),Less (8.08885540925887e-16),Less (0.0062444123819011725),Less (1.0713948032951968e-41),Equal (0.8135357601920116),Greater (0.9999999999999999),Equal (0.30805499779908496),Less (0.007900713760810623),Less (1.415587720283144e-05),
executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0057689622488861746),Equal (0.36370122575850594),Less (3.0014921320695256e-23),Less (6.768239135476463e-18),Less (6.979063594374535e-24),Less (4.258235221095338e-05),Less (6.445415618853036e-07),Less (6.144274918799323e-05),Less (2.6293894659760286e-09),Greater (0.9876607633674809),Less (1.739933927568074e-08),Greater (0.9999539272969584),Greater (1.0),Greater (0.9993748209966519),Greater (0.9904812219909864),Equal (0.2916914480666035),
executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9996050550194387),Less (2.5009235719468473e-17),Less (5.031001999641025e-17),Less (2.6877898840171255e-20),Less (0.016360913032476478),Less (1.87998817092762e-05),Less (0.0007229346964379635),Less (1.6284982913054786e-08),Greater (0.9999999527391541),Less (0.0040761361048254905),Greater (0.9999999999997755),Greater (1.0),Greater (0.9999999997177763),Greater (0.999999992601678),Greater (0.999979074724619),
executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.544404066387116e-25),Less (3.880958101645924e-20),Less (2.0926544794443763e-26),Less (1.2859367039626067e-06),Less (1.4932536900550533e-08),Less (6.532691447851188e-06),Less (6.750235019479166e-11),Equal (0.44286412008591036),Less (1.2910476912762862e-10),Greater (0.9878063129592636),Greater (0.9999999999999837),Equal (0.08975514214093301),Equal (0.38197994102946353),Equal (0.7390492751417466),
existence-executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0006260959776416586),Less (0.0072168929837984),Greater (0.9999970952787626),Equal (0.6042817312325015),Equal (0.5783707863429851),Equal (0.22252664390338994),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.1445177840669537),Greater (0.9999999873953537),Greater (0.996982646551846),Greater (0.9950569965563518),Equal (0.2115477403639333),Greater (1.0),Greater (0.9999999999999984),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999918493833),Equal (0.0680626545478982),Equal (0.10741871489624781),Equal (0.9363181962905105),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.015415234390770369),Equal (0.10803544104568523),Less (0.00029313641307581584),Greater (0.9999999999987301),Equal (0.38686180417704885),Greater (1.0),Greater (1.0),Greater (0.9999999999999841),Greater (0.9999999999998872),Greater (0.9999999988741932),
existence-executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.9497745643225248),Equal (0.16498219627064226),Greater (0.9999999998904896),Greater (0.9993444044685075),Greater (0.9999999999994197),Greater (1.0),Greater (0.9999999999720866),Greater (0.9999999999845006),Greater (0.9999999961172895),
existence-executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.1528219282401577),Greater (0.9999982648551895),Greater (0.9886600890701808),Greater (0.9999999186994387),Greater (0.9999999999868407),Greater (0.9999991931863983),Greater (0.999999439109375),Greater (0.9999879648023289),
existence-executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999990448),Greater (0.9999989549743459),Greater (0.9999999999999886),Greater (1.0),Greater (0.9999999999993785),Greater (0.9999999999999201),Greater (0.9999999999764356),
-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.05368553062489227),Less (1.109722385662317e-88),
-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (2.7697074415077192e-12),Less (9.139877707458005e-127),Less (0.0),
-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Less (0.0),Less (0.0),
-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.8282351629482564e-29),Less (2.0555937647735218e-148),
-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.659152078567022e-65),
-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
