,existence-full,existence-content management,existence-data storage & processing,existence-devops and cloud,existence-soa and middlewares,existence-software development tools,existence-web development,executive-full,executive-content management,executive-data storage & processing,executive-devops and cloud,executive-soa and middlewares,executive-software development tools,executive-web development,existence-executive-full,existence-executive-content management,existence-executive-data storage & processing,existence-executive-devops and cloud,existence-executive-soa and middlewares,existence-executive-software development tools,existence-executive-web development,property-full,property-content management,property-data storage & processing,property-devops and cloud,property-soa and middlewares,property-software development tools,property-web development,existence-property-full,existence-property-content management,existence-property-data storage & processing,existence-property-devops and cloud,existence-property-soa and middlewares,existence-property-software development tools,existence-property-web development,executive-property-full,executive-property-content management,executive-property-data storage & processing,executive-property-devops and cloud,executive-property-soa and middlewares,executive-property-software development tools,executive-property-web development,existence-executive-property-full,existence-executive-property-content management,existence-executive-property-data storage & processing,existence-executive-property-devops and cloud,existence-executive-property-soa and middlewares,existence-executive-property-software development tools,existence-executive-property-web development,-full,-content management,-data storage & processing,-devops and cloud,-soa and middlewares,-software development tools,-web development,
property-full,,,,,,,,,,,,,,,,,,,,,,,Less (0.007056697343151313),Equal (0.40579992223065975),Greater (0.9975450555856138),Greater (0.9988672376098002),Equal (0.43208487245140104),Greater (0.9854326072127964),Less (0.006368933595109522),Less (9.365592989839959e-10),Less (4.778576797016085e-05),Greater (0.9996668024761631),Greater (0.999999112427779),Equal (0.9126051495353279),Equal (0.19506279745755106),Greater (0.9999655790988122),Equal (0.07874728165168246),Greater (0.9999987480660804),Greater (0.9999621232554561),Greater (0.9998657582577967),Equal (0.19716312533962432),Greater (0.9999246638693102),Equal (0.14587171111136918),Less (0.003977811436612957),Equal (0.33465445987248976),Equal (0.6415241848805031),Equal (0.17866278303961858),Equal (0.23959614545547048),Equal (0.5742722370811617),Greater (0.9999999999999997),Greater (0.9999316588398857),Greater (1.0),Greater (0.9999991104155272),Greater (1.0),Greater (1.0),Greater (1.0),
property-content management,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.296257802279848),Greater (0.9999903210749603),Greater (0.999984217856153),Equal (0.05248506190062388),Greater (0.9991065916334603),Equal (0.6211171573702506),Less (0.0002995066741025579),Equal (0.18459494476688443),Greater (0.9999994676488024),Greater (0.9999999985718788),Equal (0.22051976935148554),Greater (0.9913516891874488),Greater (0.9999999883740142),Equal (0.8701522549277613),Greater (0.9999999989735681),Greater (0.9999999064020741),Greater (0.999998486350128),Equal (0.687527138918115),Greater (0.999999687112297),Equal (0.97430229913952),Equal (0.05469969154215555),Equal (0.9168640128555228),Equal (0.21722731927931804),Equal (0.058778681034937746),Equal (0.39232242104952664),Equal (0.26179319761339015),Greater (0.9999999999999998),Greater (0.9999999935615719),Greater (0.9999999999999996),Greater (0.9999999986515282),Greater (1.0),Greater (1.0),Greater (1.0),
property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9968120588816387),Greater (0.9986264531860087),Equal (0.27788392553448804),Greater (0.9878845863477057),Equal (0.4069909508868823),Less (0.00010440685211007231),Less (0.013787377597024187),Greater (0.999307230977403),Greater (0.9999920778919933),Equal (0.6804614683190062),Equal (0.15295310408388574),Greater (0.9997159104652511),Equal (0.46213356758175383),Greater (0.9999812945078448),Greater (0.9998768709937856),Greater (0.9995147422435834),Equal (0.49294274877300404),Greater (0.9998501515299956),Equal (0.4926941420592097),Less (0.021324634131241967),Equal (0.6065072874463926),Equal (0.5001684301702938),Equal (0.18831714217978668),Equal (0.37953299138817853),Equal (0.5203144262794446),Greater (0.9999999349641094),Greater (0.9987881508392334),Greater (0.9999999634896689),Greater (0.999844464237941),Greater (1.0),Greater (0.9999999999902219),Greater (1.0),
property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.25376694568112435),Equal (0.2386199164599908),Equal (0.6249174305494842),Less (7.569383279286276e-05),Less (2.6946105861132984e-10),Less (3.7229201777046795e-06),Equal (0.9037264326175043),Greater (0.9937141392964954),Equal (0.11565137850737646),Equal (0.6917585893584496),Equal (0.6341746661158806),Less (9.407788329621513e-05),Equal (0.21911945736767946),Equal (0.14841508945804943),Greater (0.9835324383641106),Less (0.004664324335326801),Equal (0.11175226758636912),Less (0.0010387381993948329),Less (0.00013361995260964811),Less (0.011769800082267563),Equal (0.4802414918584801),Equal (0.5412640738909457),Equal (0.06125525983401758),Equal (0.7031645246635208),Equal (0.9493494865659693),Equal (0.0632582505316376),Equal (0.6505168105612855),Equal (0.25753905555963685),Greater (0.9999951925112618),Equal (0.2459141369511456),Greater (0.9999999886001391),
property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.019826771043836275),Equal (0.7018795627720029),Less (0.00013087206878727623),Less (2.1091034967492882e-08),Less (2.7006251331555105e-05),Equal (0.2288208859396026),Equal (0.40722066853222105),Less (0.00874152346309053),Equal (0.13850018133964279),Equal (0.10053758687533162),Less (3.208383914900597e-05),Equal (0.822215033440868),Equal (0.8790480173967427),Equal (0.45382289096322903),Less (0.00034148655220939047),Equal (0.5789600731267004),Less (0.00014594366208364168),Less (6.3255689478885e-06),Less (0.0012477589802076144),Equal (0.08469948985075271),Equal (0.9921609604412002),Less (0.006220284950159696),Equal (0.38732411628177343),Equal (0.19509684687839512),Less (0.006422656584991703),Equal (0.3778364920469436),Less (0.018374925431445775),Equal (0.20459303884042446),Equal (0.5040240060784698),Equal (0.05792242593722096),
property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.22098553785026398),Equal (0.11512230868316724),Less (0.0001327130017074383),Less (0.010352621172024973),Equal (0.21603016583518453),Greater (0.9991716766974252),Equal (0.6901265809463293),Equal (0.5963567777599137),Equal (0.39446765004320117),Equal (0.07313450010678849),Greater (0.975545991958577),Greater (0.9859246904634362),Greater (0.9981654110190217),Equal (0.08906572099925905),Greater (0.9954870788292968),Equal (0.11882978009821463),Less (0.0028492319233737),Equal (0.17685400177966248),Equal (0.9731248266759333),Equal (0.2940566091321596),Equal (0.12653951102838723),Equal (0.7621481415346762),Equal (0.18038134703921138),Equal (0.8623601178453018),Equal (0.14905389745318967),Equal (0.6414742296663389),Greater (0.9999928322856023),Greater (0.9846496581455062),Greater (0.999999883241777),
property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0030398440165788957),Less (9.365749700363302e-06),Less (0.0006552753296583977),Equal (0.6330414690441731),Equal (0.2506505219151932),Equal (0.0783332560634296),Equal (0.34327316667898344),Equal (0.3413222919548474),Less (0.0012108516087908235),Equal (0.8407022084333083),Equal (0.77478925444927),Equal (0.2643113853281639),Less (0.004891572719786752),Equal (0.33267604851077404),Less (0.003403801596129378),Less (0.00036043983369392883),Less (0.011289161478693504),Equal (0.2399012938561027),Equal (0.7975401864547783),Less (0.021666159479619515),Equal (0.6079577711787638),Equal (0.5514865262916134),Equal (0.10429483182127722),Equal (0.7496449667955934),Equal (0.2114581541149292),Equal (0.08926047643871339),Equal (0.9948891503951864),Greater (0.9873220250368903),
existence-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.2674399127526765e-05),Less (0.018810795059074525),Greater (0.9999986080524844),Greater (0.9999999646873257),Equal (0.3873627761637033),Greater (0.9789937920184885),Greater (0.9999999995559913),Equal (0.8548505056596534),Greater (0.9999999971680771),Greater (0.9999993464931848),Greater (0.999976268663401),Equal (0.6959263438825186),Greater (0.999991179597337),Equal (0.8454592358265376),Equal (0.058934981593021164),Equal (0.825884111367087),Equal (0.29122199148722505),Equal (0.10891526035599845),Equal (0.41399952057340605),Equal (0.39195849992524656),Greater (1.0),Greater (0.9999999999999981),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.09975696045138051),Greater (0.9999999999995279),Greater (0.9999999999996861),Greater (0.9971147016684789),Greater (0.9999533893744988),Greater (1.0),Greater (0.9989391574706837),Greater (0.9999999999999978),Greater (0.9999999999973851),Greater (0.9999999927259466),Equal (0.19807331887510482),Greater (0.9999999998128972),Greater (0.9900327941100613),Equal (0.6322950892204714),Equal (0.18223470252388674),Greater (0.9912278673146373),Greater (0.9932007663859731),Equal (0.8980866039483325),Equal (0.06664160714387331),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999629899703),Greater (0.9999999926243424),Equal (0.1080439250105521),Greater (0.9944267412239255),Greater (0.9999999999772059),Equal (0.20430894205334404),Greater (0.9999999997213223),Greater (0.9999999404987606),Greater (0.999992594178992),Equal (0.6292325372056371),Greater (0.9999984878069783),Equal (0.3059003253257089),Equal (0.30998457720824735),Equal (0.6239768023211901),Equal (0.10016672206465348),Equal (0.07829831980024557),Equal (0.6316888980873845),Equal (0.2678132378168183),Greater (1.0),Greater (0.9999999999999354),Greater (1.0),Greater (0.999999999999999),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9932941081739237),Equal (0.09338930076832473),Equal (0.6969986475755994),Equal (0.5065753359404056),Less (1.9862106046726858e-05),Equal (0.22287845115984362),Equal (0.1536600075250991),Greater (0.9775929050880275),Less (0.0032578535540720814),Equal (0.1013908009257624),Less (0.0003032932052959678),Less (6.721990459984401e-05),Less (0.010074868597674648),Equal (0.39161611761459403),Equal (0.532078004008959),Equal (0.07212923278504743),Equal (0.7604878700629238),Equal (0.9907454536970979),Less (0.010605138009691175),Equal (0.6784937015837592),Equal (0.14352477093510235),Greater (0.9999999251519442),Equal (0.19412598296351014),Greater (0.999999999989333),
existence-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.00038885643671727826),Less (0.015195875644522171),Less (0.0008755954615880736),Less (1.8523091635192107e-08),Equal (0.18112451246885497),Equal (0.2743533030060945),Equal (0.8908318753957578),Less (4.6674102092975764e-05),Equal (0.4474022411871512),Less (1.4275335200514455e-06),Less (8.480470629899967e-07),Less (0.00019988948896496378),Less (0.014694211107241173),Equal (0.7623586318253373),Less (0.0070895421662873),Equal (0.16137779989714274),Less (0.002010908886111997),Less (3.1999412304839755e-06),Less (0.01279860760716097),Less (9.227608953326243e-05),Equal (0.7322869194111161),Less (0.014130033434803138),Equal (0.30488379523702425),
existence-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.30584740010830613),Equal (0.15463767217569005),Equal (0.27647646312764695),Greater (0.9934230924921297),Greater (0.9940827563173382),Greater (0.9983217848361782),Equal (0.2815169568605258),Greater (0.9976089851261436),Equal (0.3546373500674238),Less (0.01394929456769335),Equal (0.41292598822449467),Equal (0.7193144649764243),Equal (0.19651643543042951),Equal (0.23371550754035497),Equal (0.6281718148270479),Equal (0.05341575497561946),Equal (0.424100846124131),Greater (0.9800976312104976),Equal (0.2592967494327758),Greater (0.9999990849393463),Greater (0.995916629902506),Greater (0.9999999870605779),
existence-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.9387922114157854),Less (0.01263736181684124),Equal (0.20372171628864566),Equal (0.18466367867330902),Equal (0.06267748139098529),Less (0.021050070505679194),Equal (0.05672295310741928),Less (0.018598486709133867),Less (0.0006081211535591766),Equal (0.10048627921090272),Equal (0.5305387845097499),Equal (0.3922301914095022),Equal (0.09015063952251803),Equal (1.0),Equal (0.6250245168132063),Equal (0.5474604689326408),Equal (0.42335239446663164),Equal (0.722687239915478),Greater (0.9989155304136074),Equal (0.256973077443852),Greater (0.9999006874687524),
executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (7.484242669972061e-06),Greater (0.9846971334824391),Greater (0.9816149808141881),Greater (0.9905512243700613),Less (0.004728400798010537),Greater (0.9851377610119988),Less (0.00026037735128528954),Less (8.778606301437775e-05),Less (0.013948681009584438),Equal (0.549057871353243),Equal (0.44074189338614234),Equal (0.09938711813650283),Equal (0.8922882409145412),Equal (0.16616554688897567),Less (0.005434825934673654),Greater (0.9832757266769822),Equal (0.255509401025527),Greater (1.0),Greater (0.9997990558078063),Greater (1.0),
executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.999999840658483),Greater (0.9999989788455713),Greater (0.999994550200484),Equal (0.6161935847302474),Greater (0.9999991715233457),Equal (0.8983209046832497),Equal (0.05501532758873443),Equal (0.7918671961410069),Equal (0.2703378424407079),Equal (0.05768624698757807),Equal (0.374264055095336),Equal (0.2883095420532643),Greater (0.9999999969552784),Greater (0.9999673963013385),Greater (0.9999999959543254),Greater (0.9999891415202826),Greater (1.0),Greater (0.9999999999995961),Greater (1.0),
executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.7632171710382201),Equal (0.30945214165186274),Less (0.000966898778220855),Equal (0.5895413973014778),Less (1.476355902173501e-05),Less (1.8080313519226453e-05),Less (0.0025578415329934414),Equal (0.19044326344324147),Equal (0.9083403668159965),Equal (0.05653749025556596),Equal (0.45938379263631346),Equal (0.07177659597374293),Less (1.2847051269445026e-05),Equal (0.26487228257622897),Less (0.0010722508745212916),Greater (0.9993470900966697),Equal (0.5325784577117935),Greater (0.9999945502640378),
executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.46666379780215994),Less (0.00029098828807093353),Equal (0.6964446830107011),Less (3.113330870450056e-05),Less (8.349174841806959e-06),Less (0.0014393075519380206),Equal (0.12276967305468584),Equal (0.8598568088526479),Less (0.020829093073813205),Equal (0.41994851122466714),Equal (0.09601877955764006),Less (0.0003651877921574041),Equal (0.25274780216397486),Less (0.0036635059996029413),Greater (0.9788856231548753),Equal (0.40456945520210685),Greater (0.998119701829793),
executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.00019484725537180953),Equal (0.4198571885082081),Less (6.88623020638895e-05),Less (6.846226180408698e-06),Less (0.0007145645776843594),Equal (0.060466240393953034),Equal (0.7447756635876673),Less (0.007647504824184225),Equal (0.12965219638510916),Less (0.015646561326253732),Less (0.0003178733209103153),Equal (0.0873198974407172),Less (0.0026450387980057662),Equal (0.7626105127144776),Equal (0.10288293906370036),Equal (0.3404024938751191),
executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999564573839642),Equal (0.8217834220722599),Equal (0.22780531715770158),Equal (0.9852286447095061),Equal (0.3036226342746823),Equal (0.07190788901431773),Equal (0.5520395911924625),Equal (0.21130679694023802),Greater (0.9991400470138669),Greater (0.9910357522636629),Greater (0.9985926307650952),Greater (0.9939745205413962),Greater (0.9999999817450149),Greater (0.9999148666647605),Greater (0.9999999995990696),
executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.544479372852547e-05),Less (1.0759854814645242e-06),Less (0.0002730729757662093),Equal (0.05417845990997807),Equal (0.8400380672660297),Less (0.002684861456854519),Equal (0.19405002600311072),Equal (0.05709840092778175),Less (0.0004959421958734898),Equal (0.14484007647223548),Less (0.0033895207251364128),Equal (0.3324865158453707),Equal (0.23641676302178882),Equal (0.08886403611927064),
existence-executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.09793858064766729),Equal (0.9211448738835106),Equal (0.3039971627411411),Equal (0.08007579846818458),Equal (0.43080819439670537),Equal (0.33136644947406124),Greater (0.9999962158901693),Greater (0.9989801895596208),Greater (0.9999950227211937),Greater (0.9995352827852809),Greater (1.0),Greater (0.9999999824423679),Greater (1.0),
existence-executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.2008988576752503),Greater (0.9770939391962907),Greater (0.9933413762995776),Equal (0.9665001587134151),Equal (0.06922675956927976),Greater (0.9999874007974902),Greater (0.9998654727907635),Greater (0.9999675693179086),Greater (0.9998614419900308),Greater (0.9999999997670966),Greater (0.9999991612952477),Greater (0.9999999999960366),
existence-executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.3546858843338426),Equal (0.0905928553895337),Equal (0.4683744382196984),Equal (0.3284192533224545),Greater (0.9954092822963689),Equal (0.06064195884732571),Greater (0.9946915986960722),Greater (0.9751434575216592),Greater (0.9999991551901544),Greater (0.9993076160736899),Greater (0.9999999595469652),
existence-executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.3356491112354757),Equal (0.2701747572212485),Equal (0.8212536440347245),Equal (0.3418621905544784),Equal (0.8825227799301991),Equal (0.31121974817003284),Equal (0.6706567913273741),Greater (0.9986640375693708),Equal (0.15202561175575252),Greater (0.9997760648329491),
existence-executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.01797614150555327),Equal (0.42677673653298365),Equal (0.5394590985879153),Equal (0.25298308408075243),Equal (0.6968529908826144),Equal (0.3328934429421183),Equal (0.6398651341651969),Equal (0.7333255483028382),Equal (0.4732740962263059),
existence-executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.113944878650761),Equal (0.06512996056868768),Equal (0.10095810412212201),Equal (0.07704282085164826),Equal (0.1212161822415924),Greater (0.996469975422406),Greater (0.9816534704861163),Greater (0.9982744384347458),
existence-executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.7651478627648971),Equal (0.8509553465687165),Equal (0.6796925312791577),Equal (0.9208752767555777),Equal (0.13691470120019994),Equal (0.5324638270796058),Equal (0.06765801271512781),
-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.433759020373382e-137),Greater (0.9999998544412114),Less (3.3566459443961986e-46),Greater (1.0),Greater (0.9999999999999999),Greater (1.0),
-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (0.9999999181840296),Greater (1.0),Greater (1.0),Greater (1.0),
-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.9671719027566855e-45),Greater (1.0),Greater (0.9999778807836814),Greater (1.0),
-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),
-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.3317770358022185e-57),Greater (0.999995736599704),
-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),
-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
