,existence-full,existence-content management,existence-data storage & processing,existence-devops and cloud,existence-soa and middlewares,existence-software development tools,existence-web development,executive-full,executive-content management,executive-data storage & processing,executive-devops and cloud,executive-soa and middlewares,executive-software development tools,executive-web development,existence-executive-full,existence-executive-content management,existence-executive-data storage & processing,existence-executive-devops and cloud,existence-executive-soa and middlewares,existence-executive-software development tools,existence-executive-web development,property-full,property-content management,property-data storage & processing,property-devops and cloud,property-soa and middlewares,property-software development tools,property-web development,existence-property-full,existence-property-content management,existence-property-data storage & processing,existence-property-devops and cloud,existence-property-soa and middlewares,existence-property-software development tools,existence-property-web development,executive-property-full,executive-property-content management,executive-property-data storage & processing,executive-property-devops and cloud,executive-property-soa and middlewares,executive-property-software development tools,executive-property-web development,existence-executive-property-full,existence-executive-property-content management,existence-executive-property-data storage & processing,existence-executive-property-devops and cloud,existence-executive-property-soa and middlewares,existence-executive-property-software development tools,existence-executive-property-web development,-full,-content management,-data storage & processing,-devops and cloud,-soa and middlewares,-software development tools,-web development,
property-content management,,,,,,,,,,,,,,,,,,,,,,,,Less (6.410744052108112e-05),Greater (0.9986644327064285),Greater (1.0),Greater (0.9996144172580369),Greater (1.0),Less (0.015529714095899871),Less (1.1310072075184259e-08),Less (1.6233383861610774e-13),Greater (0.9998957315450886),Greater (1.0),Greater (0.9994403944649093),Greater (0.9999999999983201),Greater (0.9999965549494215),Equal (0.27032244297223385),Greater (0.9838078312421101),Greater (0.9999999064220733),Greater (0.9999999999999999),Less (0.0006918542676752571),Greater (1.0),Equal (0.25711390201485707),Less (0.0006596190458863061),Less (3.40253777843259e-05),Greater (0.9793372421302251),Greater (0.9997853648192522),Equal (0.43284519752431017),Equal (0.578060847636462),Greater (1.0),Greater (0.999999363298718),Greater (0.9999999999999997),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999981512865),Greater (1.0),Greater (0.9999999986797355),Greater (1.0),Greater (0.9967583992280662),Less (0.008985225081736482),Less (1.0971867369267909e-05),Greater (0.9999999999996113),Greater (1.0),Greater (0.9999999651901659),Greater (1.0),Greater (1.0),Equal (0.05816802648840036),Greater (0.9999998979606605),Greater (1.0),Greater (1.0),Equal (0.3994130781033355),Greater (1.0),Greater (0.9878837182122524),Equal (0.08805340439927996),Equal (0.07256674589558276),Greater (0.9999955078798746),Greater (0.9999870300257647),Equal (0.9971895043656478),Equal (0.13395176671745138),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999889833205),Equal (0.5462347722238001),Greater (0.9999999966299506),Less (1.1876055450397358e-06),Less (3.360027335898087e-13),Less (2.8712142385548354e-17),Equal (0.8044689847823899),Greater (0.9999985132191004),Equal (0.37582929605683313),Greater (0.9998139952132367),Equal (0.8588633133583415),Less (0.0001654083387721269),Equal (0.5609676131377075),Equal (0.18248693548866202),Greater (0.999999976139603),Less (1.808980739966456e-06),Greater (0.9999999932656413),Less (4.909852214727983e-05),Less (1.0011016892464567e-05),Less (1.3843531235121865e-08),Equal (0.3412232430666752),Greater (0.9902298912933336),Equal (0.13611416553050334),Equal (0.5756696474515319),Greater (0.9999999941437335),Equal (0.8913310368915143),Greater (0.9914308505641617),Greater (0.9996522836838873),Greater (1.0),Greater (1.0),Greater (1.0),
property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.185850192222407e-06),Equal (0.8121284779872213),Less (5.610641769250101e-32),Less (5.8259099496253376e-39),Less (1.3501735949365367e-49),Less (3.4098615275135758e-09),Equal (0.22418358537488292),Less (6.908359009404339e-05),Less (0.016403893055072723),Less (1.2365482086393683e-12),Less (4.01515780542257e-20),Less (4.668406197701977e-10),Less (1.919424526037777e-06),Equal (0.7138970894848051),Less (1.708777104302624e-18),Equal (0.27482329679194384),Less (2.1102992582767984e-23),Less (2.1513796841412625e-12),Less (1.7001330057446587e-22),Less (1.950466230457934e-09),Equal (0.6634225736569059),Less (0.0009439109788632382),Less (0.001437689987532356),Less (0.01917309966258211),Less (2.849702512256101e-16),Less (2.642757755328648e-07),Less (1.3486935551596809e-06),Greater (0.999999999545163),Greater (0.9995972429649382),Greater (0.9999999736454112),
property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999977650432743),Less (3.765824937555605e-07),Less (5.817437930766059e-13),Less (1.7981476862888141e-16),Equal (0.7206585357014985),Greater (0.9997771013416786),Equal (0.8235365565667929),Greater (0.9927857383931027),Equal (0.5015121308023938),Less (5.4361318311729646e-05),Equal (0.17843982724050433),Equal (0.44577801247863436),Greater (0.9999935484556812),Less (6.400075820337349e-07),Greater (0.9999987205489895),Less (2.0626456102914496e-05),Less (4.737107623421018e-06),Less (6.642132960159855e-09),Equal (0.2537443694040097),Equal (0.069681170774356),Equal (0.09560246115938796),Equal (0.414528247755923),Greater (0.9999666246165454),Equal (0.3287840081420853),Equal (0.25220895804043353),Greater (0.984118844555107),Greater (1.0),Greater (1.0),Greater (1.0),
property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.6310865400625057e-30),Less (6.146476070647258e-38),Less (1.0114896974524405e-46),Less (7.710071738108522e-10),Equal (0.1427990901297299),Less (3.957363433408059e-05),Less (0.011792817648654518),Less (7.44756518065933e-13),Less (2.4886105322632346e-20),Less (3.0669282543161336e-10),Less (4.0858119076232965e-07),Equal (0.8879393423294143),Less (6.828125335084229e-19),Equal (0.41955957166967983),Less (1.516082199987403e-23),Less (1.8884659428739602e-12),Less (1.6308165723977642e-22),Less (1.665660060620458e-10),Equal (0.5974238489694199),Less (0.000869849269106888),Less (0.0009149478684944474),Less (0.010359648263916386),Less (4.668204600680298e-16),Less (1.943424585533533e-07),Less (4.2154870915820107e-07),Greater (0.9999999774752348),Greater (0.9976731318093806),Greater (0.9999994369760146),
existence-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.8391432782772306e-06),Less (3.3853265639101574e-17),Greater (0.9999999982937589),Greater (1.0),Greater (0.9999963796817924),Greater (1.0),Greater (1.0),Equal (0.6137554111477098),Greater (0.9999796370655589),Greater (0.9999999999994076),Greater (1.0),Equal (0.06365915531015555),Greater (1.0),Equal (0.5871731257394177),Less (0.010026436645874277),Less (0.0018545784960559437),Greater (0.9992619014224222),Greater (0.9999234139366517),Equal (0.731334206098745),Equal (0.3158270440018418),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5167616826847872),Greater (1.0),Greater (1.0),Greater (0.9999999999367869),Greater (1.0),Greater (1.0),Greater (0.9999255758636044),Greater (0.9999999999076967),Greater (1.0),Greater (1.0),Equal (0.4860550647574804),Greater (1.0),Greater (0.9999774164231919),Equal (0.38579200720476403),Equal (0.7490809372216338),Greater (0.9999999978453358),Greater (0.9999998051936141),Equal (0.6200661411474757),Greater (0.989033973206738),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (0.9999999999997616),Greater (1.0),Greater (1.0),Greater (0.9999965760685853),Greater (0.9999999999999989),Greater (1.0),Greater (1.0),Equal (0.3477801781426504),Greater (1.0),Greater (0.9999999371441719),Equal (0.5481781947895674),Equal (0.9840010636201204),Greater (0.9999999999435476),Greater (0.999999714093043),Equal (0.5617317416173212),Greater (0.9892372590163),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999993378871076),Equal (0.44925183511862166),Greater (0.9998143334258323),Equal (0.8614721204108847),Less (8.26082176336424e-06),Equal (0.397520498279053),Equal (0.25604814218649696),Greater (0.9999999945551238),Less (6.314151403109915e-08),Greater (0.9999999971979289),Less (1.7573852339777094e-06),Less (2.050532438512521e-06),Less (3.7351070700765914e-10),Equal (0.19910262512003485),Greater (0.9903590253376642),Equal (0.11138327686282923),Equal (0.510148198284463),Greater (0.9999999998938843),Equal (0.5566070974362445),Greater (0.9918881283000045),Greater (0.9998419035686672),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.001712277142958688),Equal (0.3375892151865252),Less (9.287810956837801e-10),Less (1.1099202674360411e-16),Less (5.656282160330506e-08),Less (0.00019031790904166542),Equal (0.16079247941663977),Less (6.43966197989706e-16),Greater (0.9775522481846708),Less (2.500520788205e-20),Less (1.1898511604542842e-10),Less (1.1500562030360829e-19),Less (1.5709525147563568e-07),Equal (0.8949342939795819),Less (0.0031014132923149968),Less (0.0060482340301958384),Equal (0.6051644374411369),Less (3.754454190679453e-13),Less (5.338536969524919e-05),Less (0.00031752526928920165),Greater (1.0),Greater (0.9999999846924447),Greater (0.9999999999999988),
existence-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9793490873541603),Equal (0.3415206885731683),Less (0.0001035543212786738),Equal (0.1609476292771317),Equal (0.8275599919405101),Greater (0.9998488285269136),Less (1.7612621920243675e-06),Greater (0.9999681207415678),Less (3.0214230722324373e-05),Less (1.7893033696456293e-05),Less (4.470463752545422e-08),Equal (0.10097817214755753),Equal (0.12650947896330325),Equal (0.10756842968478465),Equal (0.36269565196675824),Greater (0.9991053887828879),Equal (0.2289956904892403),Equal (0.4741357334781495),Equal (0.16522004491907272),Greater (1.0),Greater (0.9999999999996001),Greater (1.0),
existence-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.0630198250165074e-05),Less (3.784651555088506e-12),Less (2.7372601642775576e-05),Less (0.011712720802342457),Greater (0.9787909148641558),Less (2.7936005969493345e-12),Greater (0.996040383122815),Less (2.4499176733231936e-14),Less (3.4904130201050436e-09),Less (8.28296654644741e-16),Less (3.8373285897519444e-05),Equal (0.597543446219952),Less (0.0072810677192829),Less (0.01642533166917101),Equal (0.3978407021605811),Less (1.7693125938161867e-07),Less (0.015734253344829262),Equal (0.09011297678364874),Greater (1.0),Greater (0.9999999997369261),Greater (1.0),
executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.3635617076463447e-06),Equal (0.312702883985422),Equal (0.09703613311939727),Greater (0.999999999213072),Less (2.6074835025530682e-08),Greater (0.9999999996874323),Less (2.7741755796074845e-08),Less (2.053540476519039e-06),Less (3.348425964957128e-11),Equal (0.2864700212526873),Greater (0.9877246870333352),Equal (0.12113828449413243),Equal (0.5080736967882),Greater (1.0),Equal (0.41629302386317635),Greater (0.9999988857759344),Greater (0.9999999999984426),Greater (1.0),Greater (1.0),Greater (1.0),
executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9957514193446731),Greater (0.9999999980657129),Greater (1.0),Less (0.012575362606626315),Greater (1.0),Equal (0.8514882784407877),Less (0.002801008804422425),Less (0.0015326338589761973),Greater (0.9992075134098731),Greater (0.9999410412980635),Equal (0.6028816673456143),Equal (0.35835359502185926),Greater (1.0),Greater (0.999998809724123),Greater (0.9999999999971019),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.05722165661918245),Greater (0.9999999359516779),Less (0.00016142397404800984),Greater (0.9999999826084593),Less (0.0008449128655207893),Less (0.0002909063673391723),Less (1.6161469220923321e-06),Equal (0.6702649319658908),Greater (0.9880410307722292),Equal (0.23904476218526227),Equal (0.7829999510658383),Greater (0.9999999999994036),Equal (0.4254136107946531),Greater (0.9997922419987045),Greater (0.99999810575844),Greater (1.0),Greater (1.0),Greater (1.0),
executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999998998913275),Less (7.745874329693555e-12),Greater (0.9999999629213682),Less (1.3543346015566195e-09),Less (3.4691291603613513e-09),Less (3.3676370022446e-14),Less (0.01528094424027774),Equal (0.06023181498045867),Less (0.01986063105626543),Equal (0.2111742908573222),Greater (0.9999900523415388),Less (0.012101209491086942),Equal (0.5049043474598676),Equal (0.0796222473298335),Greater (1.0),Greater (1.0),Greater (1.0),
executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.236694041258522e-16),Equal (0.5852515183212444),Less (1.0674970436650855e-19),Less (3.468677608109802e-12),Less (9.436980853617382e-20),Less (2.6629631476570093e-12),Equal (0.5854001053426454),Less (0.0005164890447211574),Less (0.0004991376070300808),Less (0.02260603657650451),Less (2.2700294083236346e-11),Less (1.7432891844505536e-05),Less (4.696020355334335e-06),Greater (0.9999912222757198),Greater (0.9831495778222827),Greater (0.9999374033127432),
executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999999999),Greater (0.9920635040644948),Equal (0.2323288403370546),Equal (0.5986507407060548),Greater (0.9999987000492878),Greater (0.9999919550353994),Equal (0.8137157884072457),Equal (0.06249596355288496),Greater (1.0),Greater (0.9999999721516746),Greater (0.9999999999692234),Greater (0.9999999999999999),Greater (1.0),Greater (1.0),Greater (1.0),
executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.664636694521638e-19),Less (4.212608327475737e-13),Less (3.49207468668907e-20),Less (2.703399456979782e-12),Equal (0.361030427851205),Less (0.00025462909961682974),Less (0.0001900479477415753),Less (0.004922161558926159),Less (1.099792648802266e-11),Less (3.041461986386637e-06),Less (1.3461847377960049e-06),Greater (0.9988620170279774),Equal (0.2417101531791752),Greater (0.9956112982992975),
existence-executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0027504245146753176),Less (0.0006840013073765696),Greater (0.9978307836684299),Greater (0.9999674711729172),Equal (0.6204814994534347),Equal (0.33257499340057317),Greater (1.0),Greater (0.9999999961439958),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5407236418542873),Greater (0.9999983493441031),Greater (0.999992887867902),Equal (0.4260551202561289),Greater (0.9908656315737406),Greater (0.9999999999570675),Greater (0.9999969287342617),Greater (0.9999998401548875),Greater (0.9999999995245431),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999285710759),Greater (0.9999990510528808),Equal (0.5526868837059242),Greater (0.9879395895453952),Greater (1.0),Greater (0.9999999999860814),Greater (0.9999999999999984),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.999391839003084),Equal (0.1343655372376541),Equal (0.8777470527365301),Greater (0.9999999926927472),Equal (0.3911207026862865),Greater (0.997644449914831),Greater (0.9999472579467883),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.009157337530582722),Less (0.01886234699806741),Equal (0.7636382181517476),Less (0.008217611021688567),Equal (0.18291971675732788),Equal (0.18063560492778952),Greater (0.9953757045426072),Equal (0.10639726830518345),Greater (0.9915563746384324),
existence-executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.38112892551369115),Greater (0.9959311893417518),Equal (0.14138649116333157),Equal (0.057322802088611534),Greater (0.989422485773017),Greater (0.9999919276863684),Greater (0.9999181595578888),Greater (0.9999896669038736),
existence-executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9920892121364928),Equal (0.5737239189751161),Equal (0.17870561440903288),Equal (0.08970412482663415),Greater (0.9999996834545867),Greater (0.9999848204968699),Greater (0.999999555019656),
-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Less (0.0),Less (1.2888474875271615e-237),Greater (1.0),Greater (1.0),Greater (1.0),
-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),
-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.238091729918906e-147),Less (1.6870219772661628e-16),
-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),
-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
