,existence-full,existence-content management,existence-data storage & processing,existence-devops and cloud,existence-soa and middlewares,existence-software development tools,existence-web development,executive-full,executive-content management,executive-data storage & processing,executive-devops and cloud,executive-soa and middlewares,executive-software development tools,executive-web development,existence-executive-full,existence-executive-content management,existence-executive-data storage & processing,existence-executive-devops and cloud,existence-executive-soa and middlewares,existence-executive-software development tools,existence-executive-web development,property-full,property-content management,property-data storage & processing,property-devops and cloud,property-soa and middlewares,property-software development tools,property-web development,existence-property-full,existence-property-content management,existence-property-data storage & processing,existence-property-devops and cloud,existence-property-soa and middlewares,existence-property-software development tools,existence-property-web development,executive-property-full,executive-property-content management,executive-property-data storage & processing,executive-property-devops and cloud,executive-property-soa and middlewares,executive-property-software development tools,executive-property-web development,existence-executive-property-full,existence-executive-property-content management,existence-executive-property-data storage & processing,existence-executive-property-devops and cloud,existence-executive-property-soa and middlewares,existence-executive-property-software development tools,existence-executive-property-web development,-full,-content management,-data storage & processing,-devops and cloud,-soa and middlewares,-software development tools,-web development,
property-content management,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.22007272112065823),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999866516809627),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999997),Greater (0.9999999999719413),Greater (1.0),Equal (0.4886458191037125),Greater (0.9999999999844298),Greater (0.9999999999999988),Greater (0.9999996766594317),Greater (0.9990760260684265),Greater (0.9999635499820104),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9996060338410443),Greater (0.9999953652253912),Greater (0.9951428725767889),Greater (0.9968594524922976),Equal (0.25170617382742055),Less (2.0605839783896466e-50),Greater (0.9899418945398991),Greater (0.9989573641101843),Greater (0.9999994120578976),Equal (0.09721955960592381),Greater (0.9827444820209897),Equal (0.984678287702241),Less (1.1624865808693255e-14),Equal (0.6892402295593567),Greater (0.9999881478836095),Greater (0.999289403804622),Greater (0.9782158170433006),Equal (0.8640678843428239),Equal (0.5251679250933077),Less (7.13501364822903e-18),Equal (0.7449213673351484),Greater (0.9929872570579744),Greater (0.9857295728320115),Equal (0.40074301423748526),Equal (0.192232394713014),Equal (0.3931788441188896),Less (2.8479558889740194e-42),Greater (0.9999716511406794),Equal (0.8161111962478568),Greater (1.0),Greater (0.9999985120005362),Greater (0.9999999999999637),
property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.11579998278289776),Equal (0.7669545921941914),Equal (0.8476534173470394),Less (3.5168403948791455e-05),Less (3.4550159348586464e-30),Less (0.012072682256951647),Equal (0.44661127752268326),Equal (0.11992776181976858),Equal (0.3198367573015449),Equal (0.32827201736242195),Less (0.00037453536585161084),Less (4.948731312990276e-16),Less (0.00312985461072369),Equal (0.15241081685528338),Equal (0.22265060669450198),Equal (0.8161726443847492),Less (0.016059681707112555),Less (0.00029744505848528624),Less (8.952464299401678e-24),Less (0.0034407494123083067),Equal (0.6200800156588138),Equal (0.14555926378527453),Equal (0.9951044975855632),Equal (0.685560924661913),Less (4.782694865692179e-05),Less (9.873163886505205e-21),Less (0.018671719768381823),Less (0.000245040387440762),Greater (0.9821878778499266),Equal (0.06592787066698419),Equal (0.39708716871344363),
property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.07777117407784416),Equal (0.09527530863283838),Less (4.6321886519397706e-07),Less (4.595856636914955e-30),Less (0.00019454876759278887),Less (0.010768550633886232),Equal (0.8806766413356835),Less (0.008868765390974),Less (0.007769763304989545),Less (4.388536041462831e-06),Less (6.2536207242967946e-18),Less (3.736171634955767e-05),Equal (0.9072725453645327),Equal (0.994758157905459),Equal (0.12247203473763596),Less (0.0003165783403161283),Less (2.7562910614438604e-06),Less (4.58478217418665e-28),Less (4.03605841676278e-05),Equal (0.47220143238574575),Equal (0.29627353258445244),Equal (0.5367786519341937),Equal (0.8179546490971323),Less (6.481477161922775e-07),Less (4.315331502742773e-21),Less (0.0003152743587296421),Less (3.1866250501783205e-06),Equal (0.6461772073012062),Less (0.0006053621290394841),Less (0.006179255657426954),
property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.9199205471740807),Less (0.001009098202391604),Less (9.727842576880588e-22),Equal (0.10690453250269576),Equal (0.7128926319343369),Equal (0.07930703228999465),Equal (0.513038276537573),Equal (0.5442905543277755),Less (0.004674986649246034),Less (7.771294300733633e-12),Less (0.016744364060304034),Equal (0.1040103161834034),Equal (0.16512372349503934),Equal (0.9894152232617037),Equal (0.0826900129336631),Less (0.00308910890468529),Less (1.5795118015258837e-18),Less (0.0134312056129264),Equal (0.4916873038277211),Equal (0.12453350813973424),Equal (0.9111222305649099),Equal (0.6122667747788082),Less (0.0013157709502572951),Less (1.5676004597288567e-14),Equal (0.15318911892081002),Less (0.004006933406093463),Greater (0.988284515004992),Equal (0.2227429602006995),Equal (0.7255539654384063),
property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0005945163248197625),Less (1.1976909793776294e-22),Equal (0.07866238328665548),Equal (0.6288477930221794),Equal (0.09891263062778222),Equal (0.44951956954287176),Equal (0.4759516977226981),Less (0.0030426610791240176),Less (2.2848270263179043e-12),Less (0.012079518049683782),Equal (0.12646458110344835),Equal (0.18887652302353541),Equal (0.9472851737373265),Equal (0.06634736780459775),Less (0.001995658464863717),Less (2.9980888359520784e-19),Less (0.009740850643304412),Equal (0.5408247408869411),Equal (0.13312370865667011),Equal (0.9452169754415046),Equal (0.6399908182494922),Less (0.0008111235042475858),Less (3.846534953685363e-15),Equal (0.11603221235343342),Less (0.0026221802084863835),Greater (0.9827139109506305),Equal (0.1746456796979915),Equal (0.6246195473810962),
existence-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.756954923814141e-69),Greater (0.9999803321162698),Greater (0.9999509864953179),Greater (0.9999999716140325),Greater (0.982793062849945),Greater (0.9964306584770979),Equal (0.25772139730048216),Less (6.533034582670474e-15),Equal (0.26230222808476333),Greater (0.999998624560439),Greater (0.999765844061939),Greater (0.9912489572963622),Equal (0.5782201360033565),Equal (0.9867450766917167),Less (5.3613723235709724e-17),Equal (0.9265063722586916),Greater (0.9971112802868767),Greater (0.9895333077321408),Equal (0.337316788327766),Equal (0.1508991309323258),Equal (0.41117245278478065),Less (9.244936786604983e-100),Greater (1.0),Greater (0.9960483495271051),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999998),Greater (1.0),Greater (1.0),Greater (0.9992765828455038),Greater (1.0),Greater (1.0),Greater (0.9999999999999999),Greater (0.9999999999999203),Greater (0.9999999977874019),Greater (1.0),Equal (0.23856842063334915),Greater (0.9999999981687768),Greater (0.9999999999997945),Greater (0.9999979091714327),Greater (0.9978088301569934),Greater (0.9998607288236249),Greater (1.0),Greater (0.9999999999774994),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.08632523682172216),Greater (0.999942373693538),Equal (0.47522430214105715),Equal (0.3172211265500233),Less (0.00917783022623645),Less (2.3123996280132836e-23),Equal (0.2524254620754721),Greater (0.9996023312984786),Greater (0.9945905415130054),Equal (0.2059978866714317),Equal (0.46565179240235055),Less (0.012259907453364726),Less (7.682212735784617e-25),Equal (0.18148046282680375),Equal (0.06969648017163015),Equal (0.05536043978736129),Equal (0.571422929607101),Equal (0.31776827419899256),Less (7.715101255020449e-06),Less (4.553743319963834e-76),Equal (0.3780659896564902),Less (0.0008819866850736787),Greater (1.0),Equal (0.11406458361320457),Greater (0.9999965341345552),
existence-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9913584830026684),Equal (0.6855195036939392),Equal (0.7460161268118664),Less (0.000986531904047302),Less (9.475526459474869e-18),Less (0.01136012709570569),Greater (0.983789475155206),Equal (0.08441529663983333),Equal (0.7510352672873638),Equal (0.09748567050428095),Less (0.0009470019925631856),Less (2.066515487293252e-24),Less (0.012026731400310709),Equal (0.3199614016150413),Equal (0.103542450740398),Equal (0.8223793266480931),Equal (0.523189353889617),Less (6.613216930696983e-05),Less (4.168985009777368e-26),Equal (0.13781756853920776),Less (0.0005051665203327182),Greater (0.9999779982726682),Equal (0.244439976478238),Equal (0.8911267823477038),
existence-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.007924274517359236),Less (0.006417916478304087),Less (5.44392841731428e-07),Less (2.2555826917305852e-21),Less (1.0456059319619357e-05),Equal (0.9799830086355946),Equal (0.8995941952203942),Equal (0.13276651165558773),Less (0.000205809004247336),Less (4.4705615685184e-07),Less (2.35119117249202e-32),Less (1.8208811711142697e-05),Equal (0.5300137231122385),Equal (0.279050630953698),Equal (0.5791655862595961),Equal (0.867373944885607),Less (3.914021873735744e-08),Less (3.574113900786931e-26),Less (9.335188538438184e-05),Less (2.92572063131316e-07),Equal (0.7596595791108485),Less (0.00020979615405180947),Less (0.003682643889716173),
existence-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.9155493294359756),Equal (0.09511005242125097),Less (9.853156580314826e-09),Equal (0.19780990975262225),Greater (0.9869509250332341),Equal (0.06219859658526148),Equal (0.5657289889971681),Equal (0.28448777460222796),Equal (0.06059142857333828),Less (2.948846066209677e-14),Equal (0.13329330387780325),Equal (0.24035555112087836),Equal (0.08285784213722522),Equal (0.7261289112988636),Equal (0.44861556233552957),Less (0.0218939766594582),Less (1.6167544911934307e-10),Equal (0.6229604801395839),Equal (0.09412651137041643),Greater (0.9993925794482048),Equal (0.7758085413254785),Equal (0.5659389785670882),
existence-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.016710570846322614),Less (1.145948893927836e-11),Equal (0.10748159160282268),Greater (0.988322497910712),Equal (0.06282900232736376),Equal (0.602769927615386),Equal (0.20555961685321367),Less (0.010893388088036573),Less (6.234780683507641e-18),Equal (0.0783454715580504),Equal (0.2500232797915719),Equal (0.0876356989061772),Equal (0.7517526108025233),Equal (0.4655748614528986),Less (0.004778798406024292),Less (4.300599717057049e-15),Equal (0.4485233021494175),Less (0.014731055313742962),Greater (0.9998873835400577),Equal (0.6108720151568514),Equal (0.6025103621448997),
executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.0571406127264846e-14),Equal (0.6780345043140994),Greater (0.9999888280955468),Greater (0.9993098862396486),Greater (0.9785757374450016),Equal (0.858367743161081),Equal (0.5335546365800542),Less (6.616950098167355e-18),Equal (0.754676783261903),Greater (0.9931410459897803),Greater (0.9858823731257211),Equal (0.3988879732793935),Equal (0.1908905126803555),Equal (0.398975266019406),Less (5.156777872642515e-43),Greater (0.9999785230048764),Equal (0.7994968105873871),Greater (1.0),Greater (0.9999989314728592),Greater (0.9999999999999828),
executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999995967224),Greater (0.9999999999999999),Greater (0.999999999810833),Greater (0.9999999535468357),Greater (0.9999307093871057),Greater (0.9999999235257104),Less (0.001889421955891798),Greater (0.9998720214423832),Greater (0.9999999714441217),Greater (0.9998849714967154),Greater (0.98375038674387),Greater (0.9973372884717623),Greater (1.0),Equal (0.8943929497076502),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999195160739872),Greater (0.9983110424569255),Equal (0.08596229857917284),Equal (0.9522306411882677),Equal (0.4062071124357788),Less (3.847866724010326e-15),Equal (0.6031426155582951),Greater (0.98629714395208),Greater (0.9830210660039272),Equal (0.4455882458311319),Equal (0.2238768251513482),Equal (0.35019981563837255),Less (8.195076759800806e-16),Equal (0.08208561847568062),Equal (0.7341885742439282),Greater (1.0),Greater (0.982451627871182),Greater (0.9998761792913623),
executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.9199401315738449),Equal (0.1544454648397343),Less (0.0005626127545905902),Less (7.071046452107921e-06),Less (1.8213977750903728e-26),Less (8.359383414082125e-05),Equal (0.5381936612094862),Equal (0.2817796122972649),Equal (0.578367609816911),Equal (0.8604008164710762),Less (1.8626229426152398e-06),Less (7.917804290592597e-20),Less (0.0006277510222477642),Less (8.278024191090152e-06),Equal (0.7686825349305708),Less (0.0011480587833614798),Less (0.01005303702724908),
executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.20341684103540936),Less (0.003448290987867976),Less (0.0004041157315191221),Less (4.257226782054272e-17),Less (0.0011164166145898335),Equal (0.5372244310830611),Equal (0.29755226927842915),Equal (0.558230130318424),Equal (0.8253588309786111),Less (0.0002933407342498292),Less (1.5886798503624456e-11),Less (0.007569049215454086),Less (0.0006693779482028813),Equal (0.738781173459318),Less (0.01066668203023381),Equal (0.07484166766114728),
executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.13199432054328605),Less (0.013767870973326072),Less (2.2450968723164057e-13),Equal (0.05897802998481031),Equal (0.5385288557122043),Equal (0.12677744211714723),Equal (0.9234909644183069),Equal (0.6257048749725211),Less (0.01082482549753805),Less (3.956916811250185e-09),Equal (0.26993907862322153),Less (0.02140010439711061),Equal (0.09021809155248874),Equal (0.3455754885661575),Equal (0.7756630064710044),
executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.6234461722039095),Less (8.217479976424803e-09),Equal (0.7219287112093433),Greater (0.9777229036284079),Greater (0.983488238705117),Equal (0.4480807720696095),Equal (0.22931662139884135),Equal (0.6656364938431327),Less (1.340486889340626e-05),Equal (0.3155239150926701),Equal (0.910542939151411),Greater (0.9999991205382233),Equal (0.22772579965439999),Greater (0.9798233218057808),
existence-executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.7763459597999123e-12),Equal (0.9427232424611895),Greater (0.9956394895577455),Greater (0.9891818234350167),Equal (0.3438508117867851),Equal (0.15734023577622536),Equal (0.8058548533307895),Less (2.5422516887059976e-12),Greater (0.9988288379952935),Equal (0.38916759613595775),Greater (1.0),Greater (0.9997000870042336),Greater (0.9999998164637248),
existence-executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999830314875),Greater (0.9999999999998834),Greater (0.9999996962200398),Greater (0.9992207900284962),Greater (0.9999646191061156),Greater (1.0),Greater (0.9997379082781888),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9906809361613123),Greater (0.988069408035042),Equal (0.36327069774539933),Equal (0.17599780920169217),Equal (0.9567654712266513),Less (1.8820768198639536e-05),Equal (0.09187660328211873),Equal (0.6811474656965002),Greater (0.9999999992972846),Equal (0.05568524262338191),Greater (0.9980034966280489),
existence-executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.2002156117708126),Equal (0.8287910587929255),Equal (0.8839222453907708),Less (0.003513409583915638),Less (4.0038802392414504e-09),Equal (0.09194075937238876),Less (0.006821416065802672),Equal (0.5838562387354873),Equal (0.12007309850095602),Equal (0.30968437314481745),
existence-executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.15728173729891778),Equal (0.24229291134574138),Less (0.011293729176744626),Less (8.232624493904632e-05),Equal (0.06302320975112789),Less (0.014501628866572313),Equal (0.25588690962216676),Equal (0.07022202056448934),Equal (0.10674706216410014),
existence-executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.7858701147986128),Equal (0.35752308395944243),Less (0.014761841944612908),Equal (0.6201544463229796),Equal (0.40998499509568875),Equal (0.6262911355335722),Equal (0.6615918433666435),Equal (0.8366034423721537),
existence-executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.16074943360189387),Less (0.0021130701780850223),Equal (0.351577473469436),Equal (0.19492392226985156),Equal (0.9341917612232109),Equal (0.3831918920701791),Equal (0.5323186953297901),
-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Greater (1.0),Greater (0.9999999999895516),Greater (1.0),Greater (1.0),Greater (1.0),
-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.6092550087743604e-86),Greater (1.0),Greater (0.9989226563962558),Greater (1.0),
-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),
-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.0455608996087778e-210),Less (1.0088325442479963e-107),
-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),
-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
