,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
devops and cloud-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.7914828697477139),Less (7.514636106862173e-05),Less (1.5014446318090627e-10),Equal (0.4138767702327141),Equal (0.14840683706106564),Less (1.3799605856845555e-246),Equal (0.11589479046106262),Greater (0.9996742859803708),Equal (0.5122482040668161),Equal (0.5139809926320491),Equal (0.3213138843663733),Equal (0.6476257505549996),Equal (0.3515060366635874),Less (4.650489898973285e-11),Less (7.112755738613471e-39),Less (1.3347017214953046e-33),Less (1.6123321786974914e-09),Less (7.356737736225505e-05),Less (6.920375624765452e-07),Less (0.002042324575411822),Equal (0.36830243725955536),Less (3.61834595169171e-135),Less (2.8585342060102047e-09),Less (1.5551790739349097e-21),Less (1.3275973317205585e-14),Less (0.00014201966513899486),Less (1.4895082641650546e-08),Less (4.664801657893366e-11),Equal (0.6293396427975961),Less (7.601356723688978e-87),
devops and cloud-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0018914554078890355),Less (6.201781313947474e-06),Equal (0.5439144895412111),Equal (0.21541882857648142),Less (4.506781053970444e-24),Equal (0.19331928323432146),Greater (0.9867984239251331),Equal (0.47345739999255576),Equal (0.6462060845133906),Equal (0.4727571429653217),Equal (0.7364071415369253),Equal (0.3396291352874167),Equal (0.05996384108201213),Less (2.353541957162145e-10),Less (9.09612490861948e-07),Less (1.031010051624375e-06),Less (0.0012257621963511836),Less (5.030316336154109e-05),Less (0.007307123823778523),Equal (0.405832392586443),Less (5.2711210924981246e-14),Less (0.0012517199336341909),Less (9.232536643022673e-05),Less (1.7326397116245055e-09),Less (0.0019312988047919127),Less (1.2066430125447672e-05),Less (5.2270065169067315e-08),Equal (0.6712470460135618),Less (1.3736766909767654e-09),
devops and cloud-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.44661127752268326),Equal (0.15241081685528338),Equal (0.6200800156588138),Less (0.000245040387440762),Greater (0.9999906565610592),Greater (0.9999999627426454),Greater (0.9934846076771918),Equal (0.11579998278289776),Equal (0.11992776181976858),Equal (0.22265060669450198),Equal (0.14555926378527456),Greater (0.9821878778499266),Equal (0.16915757482757643),Equal (0.8502341297267297),Equal (0.10603235275087969),Equal (0.7669545921941914),Equal (0.3198367573015449),Equal (0.8161726443847492),Equal (0.9951044975855632),Equal (0.06592787066698419),Equal (0.4046586567162028),Equal (0.5764225166938374),Less (0.010827685056044381),Equal (0.8476534173470394),Equal (0.32827201736242195),Less (0.016059681707112555),Equal (0.685560924661913),Equal (0.39708716871344363),
devops and cloud-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.983789475155206),Equal (0.3199614016150413),Less (0.0005051665203327182),Greater (0.9999999997893371),Greater (0.9999999999999996),Greater (0.9992528722355181),Greater (0.9892400969905797),Greater (0.9913584830026684),Equal (0.08441529663983333),Equal (0.103542450740398),Greater (0.9999779982726682),Equal (0.5459724504331152),Equal (0.34028057826022506),Equal (0.28119850920220446),Equal (0.7128926319343369),Equal (0.6855195036939392),Equal (0.7510352672873638),Equal (0.8223793266480931),Equal (0.244439976478238),Greater (0.9841044102827925),Equal (0.05346562207063489),Equal (0.07203999525845402),Equal (0.6288477930221794),Equal (0.7460161268118664),Equal (0.09748567050428095),Equal (0.523189353889617),Equal (0.8911267823477038),
devops and cloud-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5381936612094862),Less (8.278024191090152e-06),Equal (0.14763441468040714),Equal (0.05013348125180627),Equal (0.2977289494989017),Equal (0.9072725453645327),Equal (0.9799830086355946),Equal (0.9199401315738449),Equal (0.2817796122972649),Equal (0.7686825349305708),Less (0.003552504560633202),Equal (0.06709919058174557),Less (0.00274412200941935),Equal (0.1040103161834034),Less (0.013071955521424337),Equal (0.1544454648397343),Equal (0.578367609816911),Less (0.0011480587833614798),Equal (0.2937139526946472),Equal (0.19285925079276345),Less (0.0003367080632868199),Equal (0.12646458110344835),Less (0.01169267630687675),Less (0.0005626127545905902),Equal (0.8604008164710762),Less (0.01005303702724908),
devops and cloud-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.006821416065802672),Greater (0.97542821281711),Greater (0.9919817445483061),Equal (0.1256972430662931),Equal (0.47220143238574575),Equal (0.5300137231122385),Equal (0.5372244310830611),Equal (0.2002156117708126),Equal (0.5838562387354873),Equal (0.18575056745238716),Equal (0.5105860975079759),Equal (0.10854624168149914),Equal (0.4916873038277211),Equal (0.24035555112087836),Equal (0.5385288557122043),Equal (0.8287910587929255),Equal (0.12007309850095602),Equal (0.938884579952121),Equal (0.8011703747757721),Less (0.020277367591469024),Equal (0.5408247408869411),Equal (0.2500232797915719),Less (0.02235386562542813),Equal (0.8839222453907708),Equal (0.30968437314481745),
devops and cloud-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (0.9999999175670867),Greater (0.9999968134095483),Greater (0.9999997074310178),Greater (0.9993306296246021),Greater (0.9854986011810324),Greater (1.0),Greater (0.9999999700470357),Greater (1.0),Equal (0.364369487428176),Greater (0.995993096784634),Equal (0.09412651137041643),Greater (0.97860006756101),Equal (0.40998499509568875),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.8170858603358278),Greater (0.9973778399574671),Greater (0.9852690326781711),Equal (0.910542939151411),Equal (0.19492392226985156),Greater (1.0),
soa and middlewares-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.4149066133361151),Equal (0.9469960383946118),Equal (0.19665738589244453),Equal (0.09267570185331858),Equal (0.34357584083344606),Equal (0.4143466837552112),Less (1.4375407713845211e-05),Less (3.248285381443276e-20),Less (2.3078892951005353e-14),Less (1.4542230847633112e-10),Less (7.860313298396667e-06),Less (6.083922984577425e-08),Less (0.0002936404870910178),Equal (0.23825803993760009),Less (7.626962784264667e-29),Less (1.4058501185366468e-07),Less (1.7247840899756265e-10),Less (3.99233713115962e-15),Less (1.597675536702935e-05),Less (2.588052828695287e-09),Less (2.6041536389323933e-12),Equal (0.45397845705232465),Less (1.8154362494376743e-20),
soa and middlewares-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.7846416144751408),Equal (0.0733037632598564),Less (0.010838144407341942),Equal (0.19717997013584032),Equal (0.4505135142406106),Less (1.0368590373481463e-13),Less (3.570159179066558e-40),Less (1.433013632447924e-31),Less (1.7751540110886306e-14),Less (5.790285758173929e-08),Less (8.145963501880044e-11),Less (1.9594543024691547e-05),Equal (0.17014706237176336),Less (9.750656688596658e-70),Less (2.2356768448016708e-14),Less (3.760361786789344e-23),Less (2.3442381047142426e-21),Less (1.5302968840045864e-07),Less (2.4308047709853947e-13),Less (1.5131029220680745e-16),Equal (0.3557415895195434),Less (9.349674556572935e-50),
soa and middlewares-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.349573511638799),Equal (0.261386428610038),Equal (0.43043456925515133),Equal (0.4226808087045798),Equal (0.11574976957631067),Less (0.0001074509113708897),Less (0.0018151825704201458),Less (7.360749101178638e-05),Less (0.003993076382384402),Less (0.0005946226637000219),Less (0.00807020374332436),Equal (0.26126403550629873),Less (2.7557606242460774e-05),Less (0.013924498578500356),Less (0.00744028945005344),Less (4.899262700072566e-06),Less (0.0052542547075143855),Less (0.0004971947193547978),Less (8.882820556249986e-06),Equal (0.4709424641878799),Less (0.00038921180982723),
soa and middlewares-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8806766413356835),Equal (0.994758157905459),Equal (0.29627353258445244),Equal (0.6461772073012062),Less (0.0020527639700511327),Less (0.02258231094685906),Less (0.0016620713463206878),Equal (0.07777117407784416),Less (0.008868765390974),Equal (0.12247203473763596),Equal (0.5367786519341937),Less (0.0006053621290394841),Equal (0.22605794397857015),Equal (0.14169153493377853),Less (0.00017709572579534486),Equal (0.09527530863283838),Less (0.007769763304989545),Less (0.0003165783403161283),Equal (0.8179546490971323),Less (0.006179255657426955),
soa and middlewares-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8995941952203942),Equal (0.279050630953698),Equal (0.7596595791108485),Less (0.0010326631394278936),Less (0.01806625248649494),Less (0.001235851072355908),Equal (0.07930703228999465),Less (0.007924274517359236),Equal (0.1327665116555877),Equal (0.5791655862595961),Less (0.00020979615405180947),Equal (0.240133098917516),Equal (0.13903790739119498),Less (9.155460817209969e-05),Equal (0.09891263062778222),Less (0.006417916478304087),Less (0.000205809004247336),Equal (0.867373944885607),Less (0.003682643889716173),
soa and middlewares-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.29755226927842915),Equal (0.738781173459318),Less (0.019240998651385875),Equal (0.15095395389242147),Less (0.01080928548805273),Equal (0.16512372349503934),Equal (0.06219859658526148),Equal (0.20341684103540936),Equal (0.558230130318424),Less (0.01066668203023381),Equal (0.37725589758382116),Equal (0.2909170462158469),Less (0.0029378466293543144),Equal (0.18887652302353541),Equal (0.06282900232736376),Less (0.003448290987867976),Equal (0.8253588309786111),Equal (0.07484166766114728),
soa and middlewares-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.25588690962216676),Equal (0.08346595791348499),Equal (0.13626891275539552),Equal (0.05532858099292683),Equal (0.12453350813973424),Equal (0.08285784213722522),Equal (0.12677744211714723),Equal (0.15728173729891778),Equal (0.07022202056448934),Equal (0.1909109073668649),Equal (0.173932295032747),Less (0.017764575808881012),Equal (0.13312370865667011),Equal (0.0876356989061772),Less (0.016634671267766948),Equal (0.24229291134574138),Equal (0.10674706216410014),
soa and middlewares-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.1112526063578674e-22),Less (1.106096172841408e-17),Less (1.2705239132881031e-05),Less (0.011715668467009572),Less (0.0006074349332970554),Equal (0.09021809155248874),Equal (0.6262911355335722),Less (1.0455608996087778e-210),Less (0.004584549197192278),Less (2.013639775936409e-08),Less (8.778923813913427e-09),Less (0.017286339929605373),Less (0.00011261891788963593),Less (8.794993170869267e-07),Equal (0.9341917612232109),Less (1.0088325442479963e-107),
software development tools-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9981338828469387),Equal (0.4217183811709696),Equal (0.39736553048514855),Equal (0.9670436843219428),Equal (0.5015838207772914),Equal (0.7275320254597759),Equal (0.3026484908881709),Greater (0.9999870961880922),Greater (0.9999984964752996),Equal (0.1015007983554595),Equal (0.32771895424167863),Equal (0.9137875794793163),Equal (0.14357443934426847),Equal (0.4395178767215293),Equal (0.09671803885406192),
software development tools-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.05110605281214112),Equal (0.8251789668340235),Equal (0.2600932329854173),Equal (0.8830709110751671),Equal (0.9579223485059485),Less (7.985722121740596e-11),Greater (0.9854409889334257),Greater (0.9851428779781208),Less (0.0014833193486014464),Equal (0.934949313127628),Equal (0.24106597552014042),Less (0.005045098341136291),Equal (0.644030665729949),Less (0.005894358727582061),
software development tools-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.22092084821315416),Equal (0.5811843452223135),Equal (0.2880387438075449),Equal (0.5819695361137538),Equal (0.6124849277433136),Greater (0.9976642099499381),Greater (0.9960724382678764),Equal (0.6064489640025019),Equal (0.18295025362909156),Equal (0.4756224180803803),Equal (0.5916573685210099),Equal (0.3289836525082127),Equal (0.16293314540851922),
software development tools-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.513038276537573),Equal (0.9894152232617037),Equal (0.9111222305649099),Equal (0.2227429602006995),Equal (0.2620282756098228),Equal (0.3757406819944844),Equal (0.06778259463002761),Equal (0.9199205471740807),Equal (0.5442905543277755),Equal (0.0826900129336631),Equal (0.6122667747788082),Equal (0.7255539654384063),
software development tools-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5657289889971681),Equal (0.7261289112988636),Equal (0.7758085413254785),Greater (0.9771744895764952),Equal (0.07221024659237546),Equal (0.2714184187945491),Equal (0.44951956954287176),Equal (0.9155493294359756),Equal (0.28448777460222796),Equal (0.44861556233552957),Equal (0.5659389785670882),
software development tools-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.9234909644183069),Equal (0.3455754885661575),Equal (0.3936239339165546),Equal (0.512560886352158),Equal (0.12091581971204496),Equal (0.9472851737373265),Equal (0.602769927615386),Equal (0.13199432054328605),Equal (0.6257048749725211),Equal (0.7756630064710044),
software development tools-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.6615918433666435),Equal (0.838594069703557),Equal (0.8984468502319574),Equal (0.4612284362203648),Equal (0.9452169754415046),Equal (0.7517526108025233),Equal (0.4480807720696095),Equal (0.7858701147986128),Equal (0.8366034423721537),
software development tools-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999997751743),Greater (1.0),Equal (0.17522386615482577),Equal (0.1746456796979915),Equal (0.6108720151568514),Equal (0.22772579965439999),Equal (0.3831918920701791),Greater (1.0),
web development-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5141831196091058),Less (4.7239377074266694e-05),Equal (0.32412562866971506),Less (0.014857238368075957),Less (0.00032177490476258493),Equal (0.8436505450043208),Less (3.9042074703426255e-05),
web development-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (7.714701779619231e-05),Equal (0.4564141647071517),Less (0.024599441624459654),Less (0.0005631793098592152),Equal (0.7818852177240816),Less (3.169300776503348e-08),
web development-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.052882886327459806),Equal (0.18232838753151315),Equal (0.9482718183372886),Equal (0.2346650356701614),Greater (0.9911090426765183),
web development-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.4759516977226981),Equal (0.06634736780459775),Equal (0.6399908182494922),Equal (0.6246195473810962),
web development-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.20555961685321367),Equal (0.4655748614528986),Equal (0.6025103621448997),
web development-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.22931662139884135),Greater (0.9798233218057808),
web development-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5323186953297901),
web development-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
