,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
devops and cloud-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9934831266112608),Less (5.839659449025646e-161),Less (9.116181360380595e-160),Less (5.252728954310404e-25),Less (0.0011307152349407782),Less (0.0),Less (0.0),Less (0.0),Less (2.21492346737302e-258),Less (1.0949365256728386e-149),Less (4.565354467855195e-272),Less (2.9215433621299786e-75),Less (1.351986991269647e-43),Less (0.0),Less (0.0),Less (0.0),Less (2.5622875360669378e-141),Less (1.4502918963551312e-134),Less (6.708575189956911e-115),Less (1.816659710791548e-28),Less (4.3713915201491874e-11),Less (0.0),Less (0.0),Less (0.0),Less (1.1865433561321662e-145),Less (2.803693700237171e-144),Less (1.4906773924379848e-197),Less (7.779902891901422e-41),Less (5.563261687223707e-21),Less (0.0),
devops and cloud-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.9386086748708012e-135),Less (5.212061338787568e-129),Less (1.1875169427502998e-25),Less (0.00014408928994491326),Less (3.7233853947192055e-227),Less (0.0),Less (2.390944270829083e-256),Less (5.7139461806627635e-207),Less (4.815676351752475e-125),Less (8.239612830288006e-211),Less (9.317994755272174e-71),Less (3.6248129135506284e-43),Less (0.0),Less (0.0),Less (2.4585737006162944e-273),Less (6.420477802995621e-127),Less (5.170101163547427e-119),Less (6.822804604072086e-105),Less (3.825799012056847e-29),Less (2.295724640986529e-11),Less (0.0),Less (0.0),Less (0.0),Less (1.0083735096611016e-128),Less (4.631805517801826e-124),Less (4.641486628017454e-164),Less (1.0198651680539613e-39),Less (2.1511035170691558e-21),Less (0.0),
devops and cloud-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.05225078251167015),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9997753286043694),Greater (1.0),Less (0.00450518376803516),Greater (0.9979626586232053),Equal (0.1274073722018213),Greater (0.9996072851687732),Less (2.6627196447134016e-05),Greater (1.0),Less (0.005556496914448033),Greater (1.0),Less (6.30209368209768e-06),Equal (0.30382794260292445),Equal (0.07874846242246193),Greater (0.999999999863348),Equal (0.33687339389002835),Greater (0.9986163597225547),Equal (0.7299884928057607),Greater (1.0),Less (0.0002669616567154969),Equal (0.07537028131324162),Equal (0.0908693282848311),Greater (0.9995736955066945),Equal (0.23272793272119752),Greater (0.9999999999997056),
devops and cloud-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.3574271295892102),Greater (1.0),Less (5.431052627075765e-07),Equal (0.3543985436372473),Less (7.241098184546232e-05),Equal (0.08915132686155612),Less (5.365218229098016e-07),Greater (0.9999999999999999),Less (1.0114978305404564e-08),Greater (0.9999999999999957),Less (1.0158749015263844e-09),Less (0.0020340677748958637),Less (0.0002250457236019983),Greater (0.9999993355079327),Equal (0.1366469166765424),Equal (0.9168395661528373),Less (0.006639537918057095),Greater (0.9999999999899566),Less (9.028319444011778e-08),Equal (0.8720963752526347),Less (6.194533980187192e-05),Equal (0.051299725412342914),Less (0.023606413193670194),Greater (0.999999257107721),
devops and cloud-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9974000673241085),Less (2.473589943249341e-06),Less (1.427877774825437e-45),Less (1.3645945093586167e-10),Less (4.385842593201833e-61),Less (1.0782818436087679e-26),Less (3.221029681778612e-53),Less (3.831786303444822e-17),Less (8.7542539466732e-24),Less (7.837830419656843e-18),Less (2.2665170969611788e-88),Less (8.331683702064595e-15),Less (2.81155347286946e-50),Less (3.708686025321862e-35),Less (1.4138821890515705e-35),Less (0.00024134386798334913),Less (2.523737247957862e-06),Less (5.433734641247084e-52),Less (6.620785279302832e-64),Less (6.483936163912985e-24),Less (2.450411362023083e-47),Less (3.9381938593186525e-29),Less (8.72915355148151e-46),Less (7.032442280220418e-10),Less (1.6904818339082218e-10),Less (1.3430536672555538e-29),
devops and cloud-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.3521470400209678e-09),Less (3.901498243125374e-32),Less (7.502756496765836e-13),Less (4.048173319182211e-44),Less (1.3742368253655732e-23),Less (9.846497043957458e-40),Less (4.520477029186626e-18),Less (4.971455331989274e-23),Less (2.0933384022090147e-17),Less (3.3712947089416706e-54),Less (4.154360070792686e-15),Less (5.286609152781657e-40),Less (1.9970531555787323e-30),Less (4.763097146622083e-31),Less (3.408628554249599e-07),Less (3.758279165846635e-07),Less (4.058412854604514e-36),Less (1.5017471553946797e-41),Less (1.1240371959567905e-20),Less (2.1055843326669448e-37),Less (3.1194789819339206e-26),Less (1.8679507102341143e-36),Less (2.778075277699822e-11),Less (7.524165741427059e-12),Less (4.459437852785688e-24),
devops and cloud-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.783954032015698e-194),Less (2.2743285669818962e-11),Less (5.4201315279082434e-77),Less (1.9790398022735485e-24),Less (1.8113505924890477e-72),Less (7.136594224554875e-11),Less (4.993016473768292e-19),Less (3.327181536661588e-252),Less (0.0),Less (3.103076814824864e-42),Less (1.3752219727417512e-50),Less (5.226518860472957e-35),Less (3.916535389931355e-33),Equal (0.3538695818895091),Less (0.00014251665317317625),Less (0.0),Less (3.4209352833393276e-300),Less (3.500621049020065e-128),Less (9.654046920212798e-49),Less (6.4389538768613864e-27),Less (4.3920739923909335e-54),Less (1.5947677486743567e-05),Less (2.1073869670690463e-07),Less (0.0),
soa and middlewares-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (2.5922064926277165e-16),Equal (0.7360648228314199),Less (5.305327165144039e-11),Equal (0.13166216052533705),Less (1.048256930159424e-09),Greater (1.0),Less (9.631240293189412e-42),Greater (1.0),Less (5.601912650343905e-18),Less (2.5386050851999013e-06),Less (5.997962605505614e-08),Greater (0.9999999758431762),Less (0.024206939509279938),Equal (0.06164569712979003),Less (9.64790870225174e-14),Greater (1.0),Less (4.913934570395484e-15),Equal (0.2847487232998577),Less (1.2615572410932479e-10),Equal (0.09427545704036017),Less (0.0037306939008992664),Greater (1.0),
soa and middlewares-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (6.730850685124984e-74),Less (2.310064389319896e-20),Less (8.87089473056617e-66),Less (8.227167448397016e-09),Less (8.102111198469472e-20),Less (1.9391831469382905e-24),Less (3.4315349819295e-291),Less (4.1205050840458914e-11),Less (2.703424098394955e-51),Less (4.105836952422125e-33),Less (1.4146352484174127e-32),Equal (0.8001602094231322),Less (0.00010956362847223746),Less (0.0),Less (1.9994413761914896e-214),Less (4.651795190915671e-41),Less (9.618584284475674e-49),Less (1.8547708367393196e-23),Less (1.307441538114433e-51),Less (9.947660501515608e-05),Less (1.1478780818722749e-07),Less (5.157163599292344e-130),
soa and middlewares-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999998412505),Equal (0.13367458978868635),Greater (0.9999999999693674),Less (0.0004289264610652906),Greater (1.0),Equal (0.25936259387010996),Greater (1.0),Less (0.0022869193354725557),Equal (0.22626179223518517),Equal (0.9503004449607091),Greater (1.0),Equal (0.5841681972817575),Greater (0.9999999999999916),Greater (0.999993299371163),Greater (1.0),Equal (0.08030450597485836),Greater (0.9999995794719242),Equal (0.5797918571007603),Greater (0.9999999759284037),Equal (0.6062858433268745),Greater (1.0),
soa and middlewares-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (6.343162881064029e-07),Equal (0.28015478599774624),Less (3.49607324307665e-09),Greater (0.9999999999994068),Less (1.1184753706662552e-12),Greater (0.9999999999879546),Less (6.602057664002256e-14),Less (5.5392051888223625e-05),Less (2.101255541610957e-06),Greater (0.9999959084059055),Less (0.022989729150552075),Equal (0.31447921931425316),Less (7.7856412389631e-05),Greater (0.9999999911351739),Less (2.1551088378188424e-11),Equal (0.29182043564349247),Less (2.494068005451396e-07),Equal (0.21100907963882298),Less (0.0033932256515308316),Greater (0.9999008486600374),
soa and middlewares-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999998671806722),Less (0.00010003936134421641),Greater (1.0),Equal (0.40750277872519325),Greater (1.0),Less (8.920472249107339e-05),Equal (0.8505895797353837),Equal (0.41614488939547944),Greater (0.9999999999999996),Equal (0.4447341685036862),Greater (0.9999999995416985),Greater (0.9956471736764245),Greater (1.0),Less (0.0031933639189300825),Greater (0.9998357185125865),Equal (0.573331776659874),Greater (0.9999979746989458),Equal (0.39314637688998333),Greater (1.0),
soa and middlewares-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.7777921191604457e-10),Greater (0.999972871667593),Less (1.1438700157891368e-11),Greater (0.99993694764007),Less (8.96306522197384e-15),Less (1.2203750279384265e-05),Less (3.433024018528047e-07),Greater (0.9996093295504306),Less (0.009199038690397626),Equal (0.06191276525178372),Less (1.8112043734254552e-05),Greater (0.9979558977924925),Less (4.706935304442453e-12),Equal (0.06357209626631062),Less (9.838033421482084e-08),Equal (0.7590079085211028),Less (0.0011238096192320289),Equal (0.12103960091636183),
soa and middlewares-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (0.9999113331635767),Greater (0.9999999999999992),Equal (0.115709147065394),Greater (0.9996957776468347),Greater (0.9982775884581625),Greater (0.9999999999997861),Equal (0.24069786223850909),Greater (0.9999999908918038),Greater (0.9999987712602202),Greater (0.9999999999999997),Greater (0.9839071384181771),Greater (0.9999999042732122),Greater (0.9993043429402332),Greater (0.9999999913846169),Equal (0.08661674075688607),Greater (0.999999999999728),
soa and middlewares-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (4.2445875003231945e-274),Equal (0.5658589789293471),Less (1.7950345880163156e-43),Less (9.995565087242144e-26),Less (4.77193859637745e-26),Equal (0.24339626049339325),Less (0.00042318882160847474),Less (0.0),Less (2.0252684600021726e-195),Less (8.505972187141844e-14),Less (1.4988773047921612e-40),Less (5.717048790207907e-16),Less (4.3822000113296554e-41),Less (0.006773040340519218),Less (2.130193924024313e-06),Less (4.543309164739167e-202),
software development tools-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (3.247295820128823e-05),Equal (0.4339717473355761),Equal (0.6471671907348581),Greater (1.0),Equal (0.5287968134145264),Greater (1.0),Greater (0.999999999703561),Greater (1.0),Less (0.0029295416036126706),Greater (0.9999999170688068),Equal (0.9838959121997138),Greater (0.9999999933544615),Equal (0.48948015903704645),Greater (1.0),
software development tools-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (9.862999804238497e-39),Less (3.1667234221919034e-23),Less (3.1391435399287613e-23),Equal (0.2716727117339067),Less (0.0008306161554859049),Less (6.246589860318365e-221),Less (3.43346543280861e-134),Less (3.5157930472592187e-08),Less (7.790039677661952e-36),Less (2.168258590221106e-14),Less (3.550460435091917e-36),Less (0.009640003437046822),Less (6.68546809425934e-06),Less (4.280919537478707e-42),
software development tools-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9993956312078989),Greater (0.9913043680250438),Greater (1.0),Equal (0.6158627235286509),Greater (0.9999999999999998),Greater (0.9999999989278751),Greater (1.0),Equal (0.33253951136172755),Greater (0.9999999998232966),Greater (0.9984472049393461),Greater (0.9999999999713064),Equal (0.42760447237619326),Greater (1.0),
software development tools-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.42983015573638084),Greater (0.9999999999964965),Equal (0.5039778100212216),Greater (0.9999750757839563),Equal (0.08547239118612496),Greater (1.0),Less (0.01078495613706662),Greater (0.9973150096139247),Equal (0.608539853348244),Greater (0.9999735990346631),Equal (0.4727493537988451),Greater (0.9999999999999944),
software development tools-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999998289),Equal (0.6391154022109217),Greater (0.9999990102043003),Greater (0.9964565592844692),Greater (1.0),Equal (0.16550568998708692),Greater (0.9997877003300655),Equal (0.7286261259862283),Greater (0.9999977130205538),Equal (0.7203905068500784),Greater (0.9999999999999996),
software development tools-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0005466933349621574),Less (5.699179287834849e-10),Less (1.1429793417704479e-14),Less (0.0169576388840093),Less (1.4765396716800867e-18),Less (1.1684180014262559e-07),Less (2.4940846425574903e-15),Less (0.012738888527366373),Less (1.3960330778787641e-05),Less (0.0006634703431341352),
software development tools-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.0760172770758555),Equal (0.21956978892478418),Greater (0.999159035586782),Equal (0.9805027446196889),Equal (0.10392435570619607),Equal (0.5698839062022745),Greater (0.985576812418699),Equal (0.9310730933845737),Greater (0.9961197624069117),
software development tools-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.292462890176129e-16),Greater (1.0),Less (3.302338019689622e-13),Equal (0.6094638407091939),Less (5.939083620978271e-09),Greater (0.9882991069528775),Less (0.01243894541248603),Greater (1.0),
web development-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (2.6131026062002234e-07),Greater (0.9859233600559603),Less (0.0017475766063104942),Greater (0.9999023268173324),Equal (0.11348998301782041),Greater (1.0),
web development-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (9.388129546921764e-36),Less (2.2789604226837908e-11),Less (1.1342057779985128e-33),Equal (0.08246800997501373),Less (7.4663657648805535e-06),Less (1.6752360693651596e-15),
web development-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999721085303),Equal (0.057534915705932596),Greater (0.999999997872321),Equal (0.8104443234727171),Greater (1.0),
web development-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.00010890764043436998),Greater (0.9804141416827946),Less (0.017033876633317502),Greater (0.9999994119679266),
web development-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999992696736083),Equal (0.6029640045204605),Greater (1.0),
web development-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0013510219624551447),Equal (0.6135217362974015),
web development-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9998463309349315),
web development-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
