,existence-full,existence-content management,existence-data storage & processing,existence-devops and cloud,existence-soa and middlewares,existence-software development tools,existence-web development,executive-full,executive-content management,executive-data storage & processing,executive-devops and cloud,executive-soa and middlewares,executive-software development tools,executive-web development,existence-executive-full,existence-executive-content management,existence-executive-data storage & processing,existence-executive-devops and cloud,existence-executive-soa and middlewares,existence-executive-software development tools,existence-executive-web development,property-full,property-content management,property-data storage & processing,property-devops and cloud,property-soa and middlewares,property-software development tools,property-web development,existence-property-full,existence-property-content management,existence-property-data storage & processing,existence-property-devops and cloud,existence-property-soa and middlewares,existence-property-software development tools,existence-property-web development,executive-property-full,executive-property-content management,executive-property-data storage & processing,executive-property-devops and cloud,executive-property-soa and middlewares,executive-property-software development tools,executive-property-web development,existence-executive-property-full,existence-executive-property-content management,existence-executive-property-data storage & processing,existence-executive-property-devops and cloud,existence-executive-property-soa and middlewares,existence-executive-property-software development tools,existence-executive-property-web development,-full,-content management,-data storage & processing,-devops and cloud,-soa and middlewares,-software development tools,-web development,
property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9979626586232053),Equal (0.30382794260292445),Equal (0.07537028131324162),Less (9.452813505952543e-05),Less (1.7988916210013055e-12),Less (2.9447212806653614e-06),Equal (0.05225078251167015),Equal (0.1274073722018213),Equal (0.07874846242246193),Equal (0.0908693282848311),Greater (0.9999999999999444),Greater (0.999999699557541),Greater (0.9768409499727404),Greater (1.0),Greater (0.9996072851687732),Greater (0.999999999863348),Greater (0.9995736955066945),Equal (0.5849045995747109),Less (5.6704032017373146e-05),Less (1.686099164232697e-09),Greater (1.0),Less (2.6627196447134016e-05),Equal (0.33687339389002835),Equal (0.23272793272119752),Greater (0.9999999998629154),Less (1.7914203126703507e-09),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9986163597225547),Greater (0.9999999999997056),
property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.539205188822362e-05),Equal (0.29182043564349247),Less (9.989146734434215e-18),Less (1.323559788061103e-29),Less (7.439941078530736e-21),Equal (0.3543985436372473),Less (6.343162881064029e-07),Less (2.101255541610957e-06),Less (2.494068005451396e-07),Greater (0.9999938125243161),Greater (0.997106459108172),Equal (0.24518478167929014),Greater (1.0),Equal (0.28015478599774624),Greater (0.9999959084059055),Equal (0.21100907963882298),Less (0.00426648241064022),Less (7.283140165510396e-09),Less (2.300338242317034e-19),Greater (1.0),Less (3.49607324307665e-09),Less (0.022989729150552075),Less (0.0033932256515308316),Greater (0.9977324135499912),Less (2.014014931808232e-26),Greater (0.9999999999999889),Greater (1.0),Greater (0.9999999999994068),Equal (0.31447921931425316),Greater (0.9999008486600374),
property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9973150096139247),Equal (0.07043787287200685),Less (3.881679823123488e-08),Less (0.006743092263221881),Greater (0.9979669063697575),Equal (0.8505895797353837),Equal (0.42983015573638084),Equal (0.608539853348244),Greater (0.999999999999999),Greater (0.9999999916140735),Greater (0.9991916060187227),Greater (1.0),Greater (0.9999878122485861),Greater (0.9999999999964965),Greater (0.9999735990346631),Equal (0.10768958549707046),Less (0.0005425313331032331),Less (7.522231599303677e-07),Greater (1.0),Less (0.0003050725077045827),Equal (0.5039778100212216),Equal (0.4727493537988451),Greater (0.9999999999973817),Less (3.605226017405634e-05),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999750757839563),Greater (0.9999999999999944),
property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (4.1370591652439355e-11),Less (2.792477336327062e-21),Less (1.0129872544792237e-13),Equal (0.8720963752526347),Less (0.00016436037527947086),Less (0.00021249144713845225),Less (0.00010890764043436998),Greater (0.9999999640405514),Greater (0.9998048503367316),Equal (0.959389556454633),Greater (1.0),Equal (0.06357209626631062),Greater (0.9999998833224215),Greater (0.9804141416827946),Equal (0.18482906638743402),Less (3.082976537251209e-07),Less (2.292507865069228e-15),Greater (1.0),Less (9.60399216854609e-08),Equal (0.10392435570619607),Less (0.017033876633317502),Greater (0.9999735503863346),Less (3.251998780255094e-17),Greater (1.0),Greater (1.0),Greater (0.9999999999999994),Equal (0.6094638407091939),Greater (0.9999994119679266),
existence-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (4.433578631766483e-13),Equal (0.15514059010883485),Greater (0.9999999999991064),Greater (0.9904403654204489),Equal (0.6373016589706796),Equal (0.22630511899497696),Greater (1.0),Greater (1.0),Greater (0.9999999999999997),Greater (1.0),Greater (0.9999999999999911),Greater (1.0),Greater (0.9999999999575421),Greater (0.9999979644586113),Less (0.0014193732987409567),Less (4.0089181572687196e-07),Greater (1.0),Less (0.0007640237291229156),Equal (0.7108908942015931),Equal (0.7742442327273007),Greater (1.0),Less (2.1284729108353106e-23),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999704735),Greater (1.0),Greater (0.9999999999907326),Greater (0.9999899301568058),Greater (0.9999999869791527),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999999),Equal (0.4969573083207631),Equal (0.7685246200493778),Greater (1.0),Equal (0.5418274202765652),Equal (0.3430096698834276),Equal (0.06964069617000629),Greater (1.0),Greater (0.9815548415428329),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999999962),Greater (0.9993582082276347),Equal (0.338437468565877),Equal (0.06186224809760275),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999988273),Greater (0.9999998825585849),Less (0.0024346358886916043),Less (6.336678240996368e-07),Greater (1.0),Less (0.0008779530824855672),Equal (0.7733789881256222),Equal (0.8331866481389013),Greater (1.0),Less (2.159332415306435e-08),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (7.241098184546233e-05),Less (0.00022504572360199836),Less (6.194533980187192e-05),Greater (0.9999999352035471),Greater (0.9995882511050496),Equal (0.753797133800127),Greater (1.0),Equal (0.08915132686155612),Greater (0.9999993355079327),Equal (0.051299725412342914),Equal (0.13750838097957938),Less (6.794278002803916e-07),Less (6.654384036551844e-14),Greater (1.0),Less (5.365218229098016e-07),Equal (0.1366469166765424),Less (0.023606413193670194),Greater (0.9999262326656136),Less (8.345104534241146e-22),Greater (1.0),Greater (1.0),Greater (0.9999999999999999),Equal (0.9168395661528373),Greater (0.999999257107721),
existence-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.41614488939547944),Equal (0.573331776659874),Greater (1.0),Greater (0.9999999999991902),Greater (0.9999820054580304),Greater (1.0),Greater (0.9999998671806722),Greater (0.9999999999999996),Greater (0.9999979746989458),Greater (0.9768887545336193),Less (0.0002684929266828496),Less (1.0976286955399105e-08),Greater (1.0),Less (0.00010003936134421641),Equal (0.4447341685036862),Equal (0.39314637688998333),Greater (1.0),Less (1.8229286015589763e-07),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999995416985),Greater (1.0),
existence-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.7286261259862283),Greater (0.9999999999999999),Greater (0.999999999426525),Greater (0.9999733174859137),Greater (1.0),Greater (0.999999657346498),Greater (0.9999999999998289),Greater (0.9999977130205538),Greater (0.9892855333388851),Less (0.0023528436178444946),Less (4.4069966119804384e-05),Greater (1.0),Less (0.0017278465678966556),Equal (0.6391154022109217),Equal (0.7203905068500784),Greater (0.9999999999997923),Less (0.0024681475535247017),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999990102043003),Greater (0.9999999999999996),
existence-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (0.9999999999929111),Greater (0.9999895447964989),Greater (1.0),Greater (0.9999999017414817),Greater (0.9999999999999976),Greater (0.9999992696736083),Greater (0.9918622872314858),Less (0.0008345546139657911),Less (1.9261749349192525e-06),Greater (1.0),Less (0.000697024669414261),Equal (0.5698839062022745),Equal (0.6029640045204605),Greater (1.0),Less (1.3454743531494043e-05),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999940609547),Greater (1.0),
executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.7053607881379043),Less (3.907890137909096e-11),Greater (1.0),Less (0.010859442706877736),Greater (0.9889586491392502),Equal (0.25953226071262636),Less (4.916655083954731e-13),Less (1.209597395519118e-13),Less (7.972409801547185e-35),Greater (1.0),Less (9.363686415757137e-14),Less (0.0024298444623725066),Less (6.762851504675077e-05),Less (2.0792923567277316e-05),Less (6.2518825866684414e-183),Greater (0.9999924401522682),Greater (1.0),Greater (0.9999727283886093),Less (4.690922349943789e-32),Less (0.005553467966163617),
executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.735601053511309e-05),Greater (0.9999999999900422),Equal (0.13438680123116656),Greater (0.9838435980798587),Equal (0.5053959143225232),Less (1.969745058671416e-06),Less (8.505487740034271e-11),Less (6.08318187514897e-23),Greater (0.9999999999998556),Less (5.2890612762127616e-11),Less (0.007447173052081204),Less (0.0004739065180395869),Equal (0.19009992284829713),Less (3.220543440052361e-31),Greater (0.984427494934118),Greater (0.9999993424011839),Greater (0.9810459876624559),Less (4.299261247973672e-06),Equal (0.5144934043185456),
executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Equal (0.051626865630073245),Greater (0.9999999960851279),Greater (0.9884918781624618),Equal (0.15252976079972402),Less (4.556669411084344e-08),Less (1.4568818408781433e-18),Greater (1.0),Less (1.0904802739633772e-08),Equal (0.06413764001574314),Less (0.012553665720686674),Greater (0.9999998537732656),Less (1.076327046117443e-24),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.5202309221742616),Greater (0.9999999992988508),
executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.831786303444822e-17),Less (0.00024134386798334913),Less (7.032442280220418e-10),Less (1.4359690708674853e-32),Less (4.787159793947056e-24),Less (4.0603897176846316e-55),Greater (0.9974000673241085),Less (8.7542539466732e-24),Less (2.523737247957862e-06),Less (1.690481833908222e-10),Less (6.87252034786727e-32),Less (1.5709014875448336e-95),Less (3.173595715198837e-20),Less (2.473589943249341e-06),Less (7.837830419656843e-18),Less (5.433734641247084e-52),Less (1.3430536672555538e-29),
executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9996093295504306),Equal (0.7590079085211028),Less (0.0008639234596676035),Less (7.827072755960285e-10),Less (2.6915097135985582e-20),Greater (1.0),Less (1.7777921191604457e-10),Less (0.009199038690397626),Less (0.0011238096192320289),Equal (0.31124347547505116),Less (2.5211419369273885e-18),Greater (0.999996938230297),Greater (0.9999999999286348),Greater (0.999972871667593),Equal (0.06191276525178372),Equal (0.12103960091636183),
executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.012738888527366373),Less (2.8895569184327298e-09),Less (2.543127283256612e-13),Less (2.4459757626839436e-25),Greater (0.9999996600035858),Less (2.1565784509208957e-13),Less (0.0005466933349621574),Less (1.3960330778787641e-05),Less (9.24499400047536e-05),Less (8.036283600389698e-30),Equal (0.19595344793256286),Equal (0.3538695818895091),Equal (0.24339626049339325),Less (5.699179287834849e-10),Less (0.0006634703431341352),
executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0009615533730739839),Less (6.055495426360867e-09),Less (2.4444072493012108e-15),Greater (0.9999999999723206),Less (8.678675157855858e-09),Less (0.01450767934040023),Less (0.0013510219624551447),Equal (0.9034468500407553),Less (1.1346681248156786e-15),Greater (0.9942786241096542),Greater (0.9999840524383183),Greater (0.9932269964046931),Less (0.011700944990925255),Equal (0.6135217362974015),
existence-executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.2116026580724501e-05),Less (2.963700094240123e-10),Greater (1.0),Less (1.5012508712797964e-05),Equal (0.2628610499098175),Equal (0.1400623277123753),Greater (0.9999999962720593),Less (2.556841057855926e-15),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9885750199630936),Greater (0.9999999999981783),
existence-executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8493966570331289),Greater (1.0),Equal (0.8598116988219182),Equal (0.2534683986159759),Equal (0.09136723681907132),Greater (0.9999999999876393),Equal (0.12483090823640486),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999806411397),Greater (0.9999999999995132),
existence-executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Equal (0.6779072122626109),Equal (0.2641890243435897),Equal (0.09978425445142824),Greater (1.0),Greater (0.9793696756639403),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (4.971455331989274e-23),Less (3.758279165846635e-07),Less (7.524165741427059e-12),Less (5.16807752021994e-26),Less (3.1833118015287287e-57),Less (1.2150396195575113e-20),Less (1.3521470400209678e-09),Less (2.0933384022090147e-17),Less (4.058412854604514e-36),Less (4.459437852785688e-24),
existence-executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.24069786223850909),Equal (0.08661674075688607),Greater (0.9999999999929166),Equal (0.11853744327872265),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999908918038),Greater (0.999999999999728),
existence-executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.9310730933845737),Greater (0.9920697593325214),Equal (0.6366719886642409),Greater (0.9997694626316692),Greater (0.9998574862134603),Greater (0.9995768204357969),Equal (0.0760172770758555),Greater (0.9961197624069117),
existence-executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9992776351103645),Equal (0.2959308337250349),Greater (0.9999986997201298),Greater (0.9999997892652565),Greater (0.9999978698488835),Greater (0.9875611727237866),Greater (0.9998463309349315),
-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Greater (1.0),Greater (1.0),Greater (1.0),Less (0.0),Greater (1.0),
-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Equal (0.24610270846609106),Less (0.0),Less (0.0),
-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.327181536661588e-252),Less (0.0),Less (0.0),
-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Less (4.543309164739167e-202),
-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),
-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
