,existence-full,existence-content management,existence-data storage & processing,existence-devops and cloud,existence-soa and middlewares,existence-software development tools,existence-web development,executive-full,executive-content management,executive-data storage & processing,executive-devops and cloud,executive-soa and middlewares,executive-software development tools,executive-web development,existence-executive-full,existence-executive-content management,existence-executive-data storage & processing,existence-executive-devops and cloud,existence-executive-soa and middlewares,existence-executive-software development tools,existence-executive-web development,property-full,property-content management,property-data storage & processing,property-devops and cloud,property-soa and middlewares,property-software development tools,property-web development,existence-property-full,existence-property-content management,existence-property-data storage & processing,existence-property-devops and cloud,existence-property-soa and middlewares,existence-property-software development tools,existence-property-web development,executive-property-full,executive-property-content management,executive-property-data storage & processing,executive-property-devops and cloud,executive-property-soa and middlewares,executive-property-software development tools,executive-property-web development,existence-executive-property-full,existence-executive-property-content management,existence-executive-property-data storage & processing,existence-executive-property-devops and cloud,existence-executive-property-soa and middlewares,existence-executive-property-software development tools,existence-executive-property-web development,-full,-content management,-data storage & processing,-devops and cloud,-soa and middlewares,-software development tools,-web development,
property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999997),Greater (0.9999998290784101),Less (7.123076929781346e-13),Greater (1.0),Greater (1.0),Greater (0.9999999999999999),Greater (1.0),Greater (1.0),Less (0.003989454730297434),Greater (0.9799405831818764),Greater (1.0),Greater (1.0),Greater (0.9999999999999981),Greater (1.0),Greater (0.9999637243039791),Equal (0.29635787570339445),Less (3.5364823477182944e-11),Greater (0.9999999999999999),Greater (0.9999999999999063),Equal (0.5225436115719306),Greater (0.9999999982934177),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Equal (0.3339163246785143),Greater (1.0),Less (8.682659465774172e-11),Less (1.8589278542663813e-07),Less (3.213358074803858e-51),Equal (0.3277362389559775),Greater (1.0),Equal (0.9650779025892503),Greater (1.0),Less (1.761726950644774e-05),Less (3.981161957997245e-22),Less (4.506590202337068e-17),Equal (0.05814408099119832),Equal (0.06816433817500248),Equal (0.45246819997988585),Greater (0.9987328027589266),Less (1.0341315501270216e-08),Less (4.979396247756781e-07),Less (5.240406278477046e-31),Equal (0.7816702362681142),Greater (0.9994594341946135),Less (0.016471608100749713),Greater (0.998837400375996),Greater (0.9999999605845062),Equal (0.8597592434917847),Less (0.000712934711249442),Greater (0.9999999999999987),Greater (1.0),Greater (1.0),Greater (1.0),
property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (4.816302846110913e-14),Equal (0.8895085985612101),Less (7.252160535594106e-65),Less (1.7312627261069974e-44),Less (1.7552725861911686e-125),Less (1.0568666757936134e-30),Equal (0.21464027666302998),Less (2.522992066585181e-15),Equal (0.19448835392730934),Less (2.4062365736763936e-53),Less (9.205426830677654e-61),Less (5.685174309621251e-68),Less (1.4490218696882085e-15),Less (1.0709769761552496e-10),Less (1.2571538210469125e-11),Less (1.4041717539253278e-05),Less (1.157104184933481e-46),Less (5.830653619963588e-19),Less (2.2271026291564325e-62),Less (5.6325574319176297e-14),Equal (0.10209116632402299),Less (1.6165560548294838e-07),Equal (0.584425055650734),Less (1.1278995274222454e-16),Less (1.5114187904464455e-33),Less (2.545031278586925e-60),Less (2.2885552378774837e-13),Greater (0.9952831851273943),Less (0.0009606113480377901),Greater (0.999150272825465),
property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999990303),Less (2.3087312537928916e-10),Less (1.0558130082116628e-07),Less (8.295279015215082e-40),Equal (0.05669779743576829),Greater (1.0),Equal (0.43046072747947717),Greater (0.9999999999999991),Less (4.472173095341205e-06),Less (4.662112177009113e-20),Less (1.2944620123647646e-15),Equal (0.44008884597099185),Equal (0.39293880212159094),Equal (0.8454780705846032),Greater (0.9787461983347123),Less (5.729040214077476e-09),Less (3.6904513184573885e-07),Less (3.934865662824288e-28),Equal (0.6655088597643455),Greater (0.9931835003514895),Less (0.010084742075278721),Greater (0.9927697826053218),Greater (0.9988624346063627),Equal (0.2135181021426793),Less (0.00020971139585749675),Greater (0.9999991833111528),Greater (1.0),Greater (0.9999999999999515),Greater (1.0),
property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.389220858256526e-54),Less (1.5102378287687367e-38),Less (2.749843218757048e-104),Less (7.450274291694859e-27),Equal (0.3312591227086551),Less (7.173823187108007e-14),Equal (0.2988470413974794),Less (9.180651244782568e-45),Less (9.866614112830169e-54),Less (1.836482011940802e-58),Less (9.634734652643664e-14),Less (9.004217031097069e-10),Less (6.079756528332989e-11),Less (3.054064655466855e-05),Less (9.089248534182259e-41),Less (8.574294384201266e-18),Less (1.53264464099992e-56),Less (1.257584717092938e-12),Equal (0.09901762456687298),Less (3.2050638732840603e-07),Equal (0.5635774839434287),Less (4.719135431208319e-14),Less (8.087480385888705e-28),Less (1.5307882962470836e-48),Less (1.236520152656371e-11),Greater (0.9835225662603091),Less (0.0016221193045382189),Greater (0.9955973135200262),
existence-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8611349380282693),Less (1.791695476025481e-65),Greater (0.9999999994522303),Greater (1.0),Greater (0.999997836717821),Greater (1.0),Greater (0.9999843900848205),Less (1.9385064167324148e-10),Less (0.0002961156443608859),Greater (1.0),Greater (0.9999999999410547),Greater (0.9999975146918721),Greater (0.999999999998411),Equal (0.3856988244690366),Less (0.005254087293809218),Less (1.694876915795065e-19),Greater (0.9999972342674183),Greater (0.9999999361140098),Equal (0.590074112407265),Greater (0.9999966766036683),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (9.510978349825088e-23),Greater (0.9999972498300477),Greater (1.0),Greater (0.9999579996290281),Greater (1.0),Greater (0.9929254823979046),Less (3.875863533728199e-08),Less (0.0028898613648708337),Greater (0.9999999999977807),Greater (0.9999999952184414),Greater (0.9999742234908683),Greater (0.9999999998645871),Equal (0.4436591804541391),Less (0.0057170159527866115),Less (2.1001205333584224e-16),Greater (0.9999825052988501),Greater (0.9999997948840077),Equal (0.5827230675827701),Greater (0.9999928663006481),Greater (1.0),Greater (0.9999999999995953),Greater (0.9999999817207204),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.36160773222169884),Greater (0.9999999999733465),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999993),Equal (0.54376387152288),Less (6.952781934737279e-05),Greater (1.0),Greater (1.0),Equal (0.1057859028724438),Greater (0.9999999999935986),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Equal (0.45258932047049605),Greater (1.0),Less (0.0002772424400700653),Less (1.8051231687989882e-21),Less (3.2160710169643507e-16),Greater (0.998341017949684),Greater (0.9960843958661901),Equal (0.13217570127656383),Greater (0.9999343801630242),Less (1.2011765385357453e-07),Less (2.749675461897732e-06),Less (1.1586231403860148e-30),Equal (0.3360521616893364),Greater (0.9999093877531765),Equal (0.06050352912473974),Greater (0.9996985571009389),Greater (0.999999999999999),Equal (0.2087154869677379),Less (0.012337967689555201),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (4.450068124168038e-20),Equal (0.7959950265961343),Less (2.691813823469259e-75),Less (2.9931760815693245e-73),Less (2.0831922695565556e-86),Less (5.14086638980335e-22),Less (1.5656136154978873e-14),Less (2.0465241529403607e-15),Less (1.019944658809778e-07),Less (2.3945818455053808e-60),Less (3.6487494802887375e-21),Less (2.841975928095614e-71),Less (3.597876964261801e-18),Less (0.011012947192928085),Less (2.071312550892068e-08),Equal (0.3313937123115116),Less (1.6509981805515252e-28),Less (1.4935545565378187e-51),Less (3.401837428296468e-90),Less (7.139792457058516e-25),Equal (0.3018237763641445),Less (4.67041721231323e-08),Equal (0.08570124706191082),
existence-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999999999),Less (0.0015669012113975764),Less (2.650889036236807e-15),Less (7.010763671855857e-11),Equal (0.08565619768528833),Equal (0.1029640917095304),Equal (0.5756223426385669),Greater (0.9958976588011375),Less (5.319955609424852e-06),Less (4.320197976826841e-06),Less (3.844573269300196e-23),Equal (0.6862679286738571),Greater (0.9983257461761011),Less (0.023588403013237186),Greater (0.9970313716303668),Greater (0.9999374897838188),Equal (0.929058747779672),Less (0.023376826673832368),Greater (0.9999999864081681),Greater (1.0),Greater (0.9999999999999956),Greater (1.0),
existence-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (4.759845325712511e-54),Less (3.519982693757937e-58),Less (1.4147887820229926e-65),Less (1.0601279090181118e-17),Less (2.3988401194257114e-12),Less (1.3876784845587694e-13),Less (9.125145295350509e-07),Less (5.075866731852041e-47),Less (1.0554198671729526e-18),Less (1.5458047635412069e-59),Less (2.525244763850903e-15),Less (0.012182189728365043),Less (9.133035969549001e-08),Equal (0.3292015725045926),Less (4.3523965847792175e-20),Less (1.5922358737638374e-35),Less (8.991663490433176e-60),Less (1.9328806009785186e-18),Equal (0.6015551488336751),Less (1.963828636198719e-06),Equal (0.2679415838533614),
executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (4.215375028177562e-17),Less (3.663149085271684e-10),Greater (0.9999999998343414),Greater (0.999999771100604),Greater (0.9997470924707962),Greater (0.9999999972557381),Less (0.000986175259832252),Less (0.00015087395577087365),Less (1.9508325976358368e-26),Greater (0.999272392230215),Greater (0.9999994757559322),Equal (0.25919376784910975),Greater (0.9999844585596933),Greater (1.0),Greater (0.9999999999999963),Greater (0.9997516224651928),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9997603942714367),Greater (1.0),Greater (1.0),Greater (0.9999999999999852),Greater (1.0),Greater (0.9999978380354615),Equal (0.8665500019990815),Less (0.0001428454214415567),Greater (0.9999999999999994),Greater (0.9999999999998875),Equal (0.20787541952193478),Greater (0.9999999992540387),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (0.9999999999838538),Greater (1.0),Greater (0.9799444793095413),Equal (0.1084890845084888),Less (2.6206557499353452e-12),Greater (0.9999999999895544),Greater (0.9999999999977198),Equal (0.7873006305147938),Greater (0.9999999921881243),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8258631694737176),Equal (0.5898998258305505),Equal (0.11159997124407087),Less (1.5251252960046587e-13),Less (1.436339794798671e-09),Less (1.4896658002754973e-37),Equal (0.21005350338817774),Greater (0.9946336232851407),Less (0.0024280590041449537),Greater (0.9912455374862251),Greater (0.990724942327722),Less (0.0035423899344352956),Less (8.934723301092294e-10),Greater (0.9999995791081183),Greater (1.0),Greater (0.9999999999999976),Greater (1.0),
executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.4612426771645488),Equal (0.21019619341523188),Less (3.5361275071054973e-10),Less (5.281621170876342e-09),Less (2.2348576496600628e-30),Equal (0.19786193164983046),Greater (0.9869529585285232),Less (0.0021877559178082877),Greater (0.9866787591657864),Equal (0.13561891942496707),Less (0.01543847628559937),Less (2.3877529656460614e-06),Greater (0.9993580649643695),Greater (1.0),Greater (0.9999999773754527),Greater (1.0),
executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.05304354094532126),Less (1.6239149656543963e-06),Less (2.513646519342538e-06),Less (4.585742865273406e-22),Equal (0.5778048948012948),Greater (0.9935393510990999),Less (0.012913445459530938),Greater (0.9951324002776668),Greater (0.993569931369286),Equal (0.4686397350170248),Less (0.0022778547185656863),Greater (0.9999128422003098),Greater (1.0),Greater (0.9999999989362234),Greater (1.0),
executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (8.197926750859709e-12),Less (7.913002913222563e-10),Less (1.2640897651133988e-29),Less (0.00929433780989038),Equal (0.24512091411085302),Less (0.000601297839772089),Equal (0.15855298594175715),Equal (0.7483273904063494),Less (0.00046060113433272457),Less (3.267279074276217e-08),Equal (0.35810403041693517),Greater (0.999999999987357),Greater (0.9986515286781267),Greater (0.9999999999962101),
existence-executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.01487882882872346),Less (4.0336313926126536e-14),Greater (0.9999967889698241),Greater (0.999999980213079),Equal (0.7417947396880535),Greater (0.9999985084630844),Greater (1.0),Greater (0.9999999999999013),Greater (0.9999999886705736),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.007089365396882409),Greater (0.9999996240097295),Greater (0.999999991830058),Equal (0.33681658818459514),Greater (0.99999960351681),Greater (0.9999999999971998),Greater (0.9999989850592266),Greater (0.9999987415195779),Greater (0.9999999999999984),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (0.9971120566301783),Greater (0.9999999999997942),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9991870376517803),Less (0.010917577712884366),Greater (0.9975073165729184),Greater (0.99851087485029),Equal (0.5630946453058413),Less (0.0037777336836825933),Greater (0.999999454349627),Greater (1.0),Greater (0.9999999999894474),Greater (1.0),
existence-executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.00015808488989926524),Equal (0.5571102641717232),Equal (0.132374846496057),Less (0.0008717023144589244),Less (1.2664243331201784e-06),Equal (0.3516729806098884),Greater (0.9972185160449872),Equal (0.5980354754204393),Greater (0.9984029378916188),
existence-executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9996045017277655),Greater (0.9996013181601476),Greater (0.9767436629476507),Equal (0.10191411634972158),Greater (0.9999697891097575),Greater (0.9999999984620652),Greater (0.9999974848139976),Greater (0.9999999986028417),
existence-executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.08784513605077715),Less (0.002034639744626657),Less (4.554689686545146e-05),Equal (0.15329004408943075),Equal (0.1863877148940053),Equal (0.7696063120479535),Equal (0.14531074792171583),
-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Less (0.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.2202528955091493e-176),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),
-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Greater (0.9999999641781813),
-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),
-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
