,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
devops and cloud-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.3277362389559775),Equal (0.05814408099119832),Equal (0.7816702362681142),Greater (0.9999999999999987),Greater (1.0),Greater (1.0),Greater (0.9999999980269464),Greater (1.0),Greater (1.0),Equal (0.06816433817500248),Greater (0.9994594341946135),Greater (1.0),Greater (0.9999999935660239),Greater (1.0),Equal (0.932447912294754),Equal (0.3339163246785143),Equal (0.9650779025892503),Equal (0.45246819997988585),Less (0.016471608100749713),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999993777496),Greater (1.0),Greater (1.0),Greater (0.9987328027589266),Greater (0.998837400375996),Greater (1.0),
devops and cloud-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.998341017949684),Equal (0.3360521616893364),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999998954),Greater (1.0),Greater (1.0),Greater (0.9960843958661901),Greater (0.9999093877531765),Greater (1.0),Greater (0.9999999999999991),Greater (1.0),Equal (0.49418782486125534),Equal (0.0566977974357683),Equal (0.45258932047049605),Equal (0.13217570127656383),Equal (0.06050352912473974),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999996811),Greater (1.0),Greater (1.0),Greater (0.9999343801630242),Greater (0.9996985571009389),Greater (1.0),
devops and cloud-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.21005350338817774),Greater (0.9999995791081183),Greater (1.0),Greater (1.0),Greater (0.9999576424193742),Greater (0.9999999999999986),Greater (1.0),Equal (0.8258631694737176),Greater (0.9946336232851407),Greater (1.0),Greater (0.9992809430793324),Greater (0.9999999999999937),Equal (0.10977597305667952),Equal (0.44008884597099185),Equal (0.08565619768528833),Equal (0.5898998258305505),Less (0.0024280590041449537),Greater (0.9999999999999976),Greater (1.0),Greater (1.0),Greater (0.9999961874518769),Greater (0.9999999999999037),Greater (1.0),Equal (0.11159997124407087),Greater (0.9912455374862251),Greater (1.0),
devops and cloud-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.999999454349627),Greater (1.0),Greater (1.0),Greater (0.9999903797164265),Greater (0.9999999999999437),Greater (1.0),Equal (0.19786193164983046),Greater (0.9991870376517803),Greater (1.0),Greater (0.9998258923853904),Greater (0.9999999999928257),Equal (0.7578175940729438),Equal (0.6655088597643455),Equal (0.6862679286738571),Equal (0.5778048948012948),Less (0.010917577712884366),Greater (0.9999999999894474),Greater (1.0),Greater (1.0),Greater (0.9999986791271205),Greater (0.9999999999987444),Greater (0.9999999999999974),Greater (0.9907161228934291),Greater (0.9975073165729184),Greater (1.0),
devops and cloud-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Equal (0.17456834484334138),Greater (0.9999999999997712),Greater (1.0),Less (0.0006419376493975457),Equal (0.3516729806098884),Greater (1.0),Less (0.015596927080949088),Greater (1.0),Less (4.176449017537747e-08),Less (8.166925648005199e-07),Less (1.3591911986599681e-08),Less (8.715821837780436e-05),Less (3.021130038166417e-05),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9983421510886314),Greater (0.9999999999876349),Greater (1.0),Equal (0.35810403041693517),Equal (0.15329004408943075),Greater (1.0),
soa and middlewares-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.0157708505790075e-30),Less (1.1477906301761034e-22),Less (7.958976899748197e-06),Less (0.0013702855044097238),Less (1.9129754334295695e-28),Less (0.00019431524061824158),Less (1.8379554072527858e-08),Less (3.742901192159049e-117),Less (1.701072945162537e-100),Less (2.5137008033280264e-38),Less (6.518142931301857e-41),Less (3.054356048106441e-39),Less (3.59667567174776e-28),Less (1.1386430049271786e-10),Less (6.810497672272954e-102),Less (0.003426506674253821),Less (1.1267158344178437e-26),Less (1.4756294562629856e-07),Less (0.00012921618126022686),Less (0.018261501819965963),Less (5.182122961671764e-15),Equal (0.0678501086796445),Less (0.0001865732577084224),
soa and middlewares-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (8.138341866373599e-10),Equal (0.8537696043869923),Equal (0.06195562090673255),Less (2.1349933860047273e-18),Less (0.021585809369810076),Greater (1.0),Less (1.486192911652178e-73),Less (5.820128795125576e-44),Less (2.694802448587887e-26),Less (5.3877561362086984e-27),Less (2.317988063529308e-27),Less (2.6360336514934567e-18),Less (8.513787721175428e-09),Less (3.748229892376093e-50),Greater (0.9999999999999681),Equal (0.48688932113206773),Less (0.0137978997601995),Equal (0.8783149964788629),Greater (0.9805695022902284),Less (1.6520176793288086e-08),Equal (0.560816976315931),Greater (1.0),
soa and middlewares-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999530692822228),Greater (0.9999999578751763),Less (0.0012130855127717628),Equal (0.7323649389868796),Greater (1.0),Less (0.018908104779055832),Equal (0.12045855951332116),Less (8.691886123580631e-07),Less (2.1278672398470922e-05),Less (1.3848277315439038e-06),Less (9.631714141955744e-05),Less (4.563081465261947e-05),Greater (0.9920357623953506),Greater (0.9999999999999994),Greater (0.9999999959217667),Equal (0.13789714274037448),Greater (0.9999120262778465),Greater (0.9999994255630796),Equal (0.20738424398575428),Equal (0.35688434286681947),Greater (1.0),
soa and middlewares-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.21464027666302998),Less (1.0709769761552496e-10),Equal (0.10209116632402299),Greater (0.9952831851273943),Less (1.3447635625791077e-12),Less (2.981632965349824e-05),Less (1.4961710338259107e-15),Less (4.816302846110913e-14),Less (2.522992066585181e-15),Less (1.2571538210469125e-11),Less (1.6165560548294838e-07),Less (0.0009606113480377901),Greater (0.9977233604276826),Equal (0.8205043839433948),Equal (0.10183548052034769),Equal (0.8895085985612101),Equal (0.19448835392730934),Less (1.4041717539253278e-05),Equal (0.584425055650734),Greater (0.999150272825465),
soa and middlewares-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.5656136154978876e-14),Less (0.011012947192928085),Equal (0.3018237763641445),Less (2.1639872938456976e-21),Less (4.519196256256455e-11),Less (2.235061554844189e-20),Less (4.291782542274931e-19),Less (4.450068124168038e-20),Less (2.0465241529403607e-15),Less (2.071312550892068e-08),Less (4.670417212313231e-08),Equal (0.1457218125791028),Equal (0.10337912663894155),Less (0.004307874853559482),Equal (0.3312591227086551),Equal (0.7959950265961343),Less (1.0199446588097779e-07),Equal (0.3313937123115116),Equal (0.08570124706191079),
soa and middlewares-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9869529585285232),Greater (1.0),Greater (0.9807591556062789),Greater (0.9999999316840249),Equal (0.10297999365482262),Equal (0.39293880212159094),Equal (0.1029640917095304),Equal (0.4612426771645488),Less (0.0021877559178082877),Greater (0.9999999773754527),Greater (1.0),Greater (0.9999999999999997),Greater (0.9999113598422),Greater (0.9999999991007003),Greater (0.9999999999976042),Equal (0.21019619341523188),Greater (0.9866787591657864),Greater (1.0),
soa and middlewares-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9972185160449872),Equal (0.2538023038722981),Equal (0.7492239740582108),Less (0.0013350002232355746),Less (0.006825447939893562),Less (0.0016774125681088873),Less (0.006474849911189401),Less (0.00015808488989926524),Equal (0.5980354754204393),Greater (0.9981797685199555),Equal (0.053204336043492464),Equal (0.6012071679866813),Equal (0.09901762456687298),Greater (0.9878309242815654),Equal (0.24512091411085302),Equal (0.5571102641717232),Greater (0.9984029378916188),
soa and middlewares-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.1092709119703166e-144),Less (4.041027582648767e-167),Less (4.9675445595475e-33),Less (1.6037730842059234e-35),Less (3.5107502074498733e-34),Less (1.914392489998797e-23),Less (1.5379728290113219e-09),Less (0.0),Equal (0.18234772021303847),Less (4.099529716675361e-25),Less (3.653360031636322e-05),Less (0.01647748013663599),Equal (0.6015551488336751),Less (1.2643164183407365e-11),Equal (0.1863877148940053),Greater (0.9999999641781813),
software development tools-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999999999),Less (2.362665715959857e-05),Less (0.0005018498055761069),Less (2.6795238750770798e-05),Less (0.0020474633108555707),Less (0.00029220256273580466),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9995405948934212),Greater (0.9999999999688773),Greater (0.9999999999999998),Equal (0.8994915762182162),Equal (0.11070120800547437),Greater (1.0),
software development tools-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.657748526953732e-13),Less (4.816944297493739e-12),Less (1.675000538418084e-13),Less (1.0208459330149035e-08),Less (3.2116677026283935e-06),Greater (0.999434537584748),Greater (1.0),Greater (1.0),Equal (0.3431284509367336),Greater (0.9999569443128804),Greater (0.9999999972484116),Less (0.003933148308431828),Equal (0.5052639941102152),Greater (1.0),
software development tools-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.35518454123276966),Equal (0.8964324747410157),Equal (0.5198762044908969),Less (0.024197514491202332),Greater (0.9999999999999887),Greater (1.0),Greater (1.0),Greater (0.9999999234487181),Greater (0.9999999999999767),Greater (1.0),Greater (0.9965937312249135),Greater (0.9984187347252392),Greater (1.0),
software development tools-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.43046072747947717),Equal (0.8454780705846032),Less (0.010084742075278721),Greater (0.9999999999999515),Greater (1.0),Greater (1.0),Greater (0.9999979978144449),Greater (0.9999999999990303),Greater (0.9999999999999991),Greater (0.9787461983347123),Greater (0.9927697826053218),Greater (1.0),
software development tools-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5756223426385669),Less (0.02358840301323718),Greater (0.9999999999999956),Greater (1.0),Greater (1.0),Greater (0.9999997962425885),Greater (0.9999999999999284),Greater (0.9999999999999999),Greater (0.9958976588011375),Greater (0.9970313716303668),Greater (1.0),
software development tools-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.012913445459530938),Greater (0.9999999989362234),Greater (1.0),Greater (1.0),Greater (0.9999938476768228),Greater (0.9999999999392867),Greater (0.9999999999998614),Equal (0.05304354094532126),Greater (0.9951324002776668),Greater (1.0),
software development tools-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999974848139976),Greater (0.9999999975926044),Greater (0.9999999655253423),Greater (0.9999802928745335),Greater (0.9999996806065635),Greater (0.9999999089702333),Greater (0.9994015916048543),Greater (0.9996045017277655),Greater (0.9999999986028417),
software development tools-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Equal (0.878702978876541),Greater (0.9983778855921641),Greater (0.9999980361797437),Less (0.0013484773798550275),Equal (0.7696063120479535),Greater (1.0),
web development-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.430057000403882e-12),Less (3.8390792941523935e-05),Less (0.009781196452038203),Equal (0.39165455015260786),Less (2.5483981832671818e-11),Equal (0.16985878126451426),Equal (0.7003208191026498),
web development-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.017296312445204364),Equal (0.9401265361200909),Equal (0.07990579607979385),Less (1.2174130492732177e-07),Equal (0.5646378580940781),Greater (1.0),
web development-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.10521740862759234),Greater (0.9931120663388052),Less (0.014885756900111723),Equal (0.858336410891051),Greater (0.9999908207062828),
web development-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.2988470413974794),Less (3.054064655466855e-05),Equal (0.5635774839434287),Greater (0.9955973135200262),
web development-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (9.125145295350509e-07),Equal (0.3292015725045926),Equal (0.2679415838533614),
web development-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.15855298594175715),Greater (0.9999999999962101),
web development-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.14531074792171586),
web development-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
