,existence-full,existence-content management,existence-data storage & processing,existence-devops and cloud,existence-soa and middlewares,existence-software development tools,existence-web development,executive-full,executive-content management,executive-data storage & processing,executive-devops and cloud,executive-soa and middlewares,executive-software development tools,executive-web development,existence-executive-full,existence-executive-content management,existence-executive-data storage & processing,existence-executive-devops and cloud,existence-executive-soa and middlewares,existence-executive-software development tools,existence-executive-web development,property-full,property-content management,property-data storage & processing,property-devops and cloud,property-soa and middlewares,property-software development tools,property-web development,existence-property-full,existence-property-content management,existence-property-data storage & processing,existence-property-devops and cloud,existence-property-soa and middlewares,existence-property-software development tools,existence-property-web development,executive-property-full,executive-property-content management,executive-property-data storage & processing,executive-property-devops and cloud,executive-property-soa and middlewares,executive-property-software development tools,executive-property-web development,existence-executive-property-full,existence-executive-property-content management,existence-executive-property-data storage & processing,existence-executive-property-devops and cloud,existence-executive-property-soa and middlewares,existence-executive-property-software development tools,existence-executive-property-web development,-full,-content management,-data storage & processing,-devops and cloud,-soa and middlewares,-software development tools,-web development,
property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.7552514720421596e-50),Equal (0.9933178966309503),Less (2.6961503205706415e-70),Less (0.00032784422460351085),Less (1.2948288957018428e-69),Less (2.2567657284955726e-215),Less (3.4377135244151627e-15),Less (4.0548666621822996e-72),Less (4.827374264975643e-06),Less (1.4967804560153764e-68),Less (1.7978506652509396e-19),Less (8.018292822428896e-20),Less (3.865029578086301e-61),Less (0.004663105368677257),Equal (0.14278836466284364),Equal (0.6141304841097948),Less (3.6173614493955106e-16),Equal (0.25250383748829164),Less (1.593852917736704e-31),Less (4.529860255596552e-40),Less (2.2805145422453852e-18),Equal (0.49995597279352655),Less (0.007261880462447944),Less (5.93032215428866e-14),Less (1.0312122695555728e-09),Less (1.8808479135824732e-21),Less (5.480934549085717e-269),Greater (1.0),Less (2.299804427583379e-05),Greater (0.9999999999997243),Less (1.6028466267733218e-36),Equal (0.08130075680081965),
property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (0.001620766402318679),Greater (0.9999999999836476),Greater (0.9989972418624897),Less (1.0536360643214223e-24),Greater (1.0),Equal (0.2524034225980337),Greater (0.9999999999999647),Less (0.0001875601572464398),Greater (0.9994478758589425),Greater (0.999999999999982),Less (0.011439952889408102),Greater (1.0),Greater (0.9999999999999997),Greater (0.9999999999974502),Equal (0.08170689953162114),Greater (0.9999999931312136),Greater (0.9943056162632073),Less (1.2726987645573704e-05),Equal (0.10638523616637889),Greater (0.9999999995953851),Greater (0.9944141606650352),Less (0.022612752629588475),Equal (0.8464094107637736),Greater (1.0),Less (3.1430316965082345e-14),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999998),Greater (1.0),
property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.578148284542843e-31),Less (0.00536487508067461),Less (1.2031482981539171e-18),Less (1.1223929312621484e-72),Less (1.546149903674161e-05),Less (5.5926773192947424e-27),Less (0.001102118602199953),Less (2.752971860011313e-32),Less (3.8582084914254673e-10),Less (2.8268199734183664e-07),Less (2.116763201730987e-27),Equal (0.06882927743281789),Equal (0.2637555156480761),Equal (0.6731386191554618),Less (3.6647023989961854e-10),Equal (0.3284443183709078),Less (5.782467845924891e-14),Less (3.419108082580431e-27),Less (2.7936543769391982e-11),Equal (0.5637327671019403),Less (0.012651662452416404),Less (8.450465179481301e-12),Less (3.730988190749006e-08),Less (5.124295383424555e-06),Less (5.345089755719706e-61),Greater (0.9999999981557811),Equal (0.056111768274365925),Greater (0.9997144769659498),Less (1.7673928329548226e-09),Equal (0.4033129472893363),
property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (0.9999999999870803),Less (7.21442491736274e-10),Greater (1.0),Greater (0.9827233891674115),Greater (1.0),Equal (0.4284865557179953),Greater (0.9999999959682226),Greater (1.0),Equal (0.5769916954574776),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999334880312796),Greater (0.9999999999998567),Greater (0.9999999505703888),Less (0.007142324288575939),Greater (0.9999288209590158),Greater (0.9999999999999964),Greater (0.9999018965501436),Equal (0.35655645378443457),Equal (0.29022050354036244),Greater (1.0),Less (0.0026829789095332694),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (9.993373020525951e-09),Less (2.2131021153944517e-51),Equal (0.35876924876762906),Less (2.6741046586131847e-15),Equal (0.8072426547146785),Less (4.8618108101196496e-20),Less (0.0002688179274997626),Equal (0.0560787816883206),Less (2.6642993427189996e-16),Equal (0.3225245937754193),Equal (0.16368411033849217),Equal (0.09285762066932539),Less (8.828484593281644e-05),Equal (0.3288172367116562),Less (2.0428617927806047e-06),Less (1.7566392630352483e-17),Less (2.4200447370088615e-05),Equal (0.1677026332986813),Equal (0.47373452510324376),Less (2.370679236338372e-07),Less (0.0001511229839675282),Equal (0.28487500717951564),Less (3.755878076470089e-40),Greater (1.0),Equal (0.09796393222681898),Greater (0.9999999999999971),Less (0.004244037066532632),Greater (0.9999990474341912),
existence-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.372150581524455e-99),Greater (1.0),Less (3.9592653128191344e-08),Greater (0.9999999999853745),Less (9.43564362130963e-13),Equal (0.12438468150979326),Greater (0.9999999999999993),Less (6.166856522566353e-09),Greater (1.0),Greater (0.9999999999998224),Greater (0.9999999987014703),Equal (0.8931317877354199),Greater (0.9999988143839561),Equal (0.7344307655307887),Less (9.720527274159396e-10),Equal (0.9288478955268684),Greater (0.999999902121515),Equal (0.08895954899875311),Less (0.0017388285300360495),Equal (0.23770711804963585),Greater (1.0),Less (6.340342910754452e-238),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999980346002975),Greater (1.0),Greater (1.0),Greater (0.9999999999745606),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.5959169825745787),Greater (1.0),Greater (1.0),Greater (0.9999999998036252),Equal (0.3175672722095896),Greater (0.999719667684577),Greater (1.0),Greater (0.9999999999984392),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.277014722446686e-37),Equal (0.4403938714750806),Less (6.1234681101515765e-37),Less (2.7257866308104446e-05),Less (0.017938395115247637),Less (2.5054595146315775e-31),Greater (0.9943851667804642),Greater (0.9966847543846555),Greater (0.9957252596447367),Less (2.6749695298032847e-05),Equal (0.0866589076196043),Less (2.217373166727701e-10),Less (1.1343230395621637e-21),Less (3.883813197144456e-06),Greater (0.9854925946424203),Equal (0.721951407102616),Less (2.4348288272536596e-07),Less (0.00023483158989666305),Equal (0.7526728595923595),Less (6.982433524439081e-268),Greater (1.0),Greater (0.9999999999999692),Greater (1.0),Less (8.36241131593318e-07),Greater (1.0),
existence-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (0.0023105410945865826),Greater (0.9999961534866078),Greater (1.0),Equal (0.15617124993411532),Greater (1.0),Greater (1.0),Greater (0.9999999999999949),Greater (0.9949959299347672),Greater (0.9999999999222012),Greater (0.9999486448088044),Less (9.82285131915782e-05),Greater (0.9937053223649743),Greater (0.9999999999971282),Greater (0.9984803129372064),Equal (0.09373353874625058),Equal (0.8179705608726849),Greater (1.0),Less (1.0317434435507217e-13),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.0369930558776577e-24),Less (0.00010278109680269291),Less (0.023724839857969686),Less (3.248524500634094e-20),Equal (0.16029853008343542),Equal (0.07284444627597096),Greater (0.9770262837781867),Less (4.6027989108932784e-05),Equal (0.2282975124661778),Less (1.666196015171262e-07),Less (2.398143097277742e-19),Less (9.021174041862057e-06),Equal (0.10088029172963604),Equal (0.5384273339529289),Less (1.6759272740728698e-07),Less (0.00013305526881734868),Equal (0.3358469488451151),Less (7.957020408530602e-60),Greater (1.0),Greater (0.9934784607383266),Greater (1.0),Less (0.0016178721549897134),Greater (0.9999999999402047),
existence-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999997141011),Greater (1.0),Equal (0.19595432461386453),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999896445938458),Greater (0.9999999999999853),Greater (0.9999999965437482),Equal (0.05698506413609065),Greater (0.9999905743625223),Greater (0.9999999999999997),Greater (0.999969204065284),Equal (0.5536895158426323),Equal (0.16227166787900993),Greater (1.0),Equal (0.15031191711552963),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.995412525918327),Less (1.7693390676093217e-07),Greater (0.9999997495532804),Greater (0.9999994858392677),Greater (0.9999961056241485),Equal (0.4105185949972169),Greater (0.9997676244556329),Equal (0.3120305084748254),Less (6.507425957459165e-10),Equal (0.3031690771407124),Greater (0.9999593074268824),Equal (0.27948096474174833),Less (0.0004953192276724416),Equal (0.09450232947155475),Greater (0.9999867059236369),Less (2.3993653307538362e-25),Greater (1.0),Greater (0.9999999999999961),Greater (1.0),Greater (0.987461151021711),Greater (1.0),
executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.081051095442681e-22),Greater (0.9998659676763892),Greater (0.9998419040107517),Greater (0.9995028587773469),Less (0.001503637684784718),Greater (0.9906927960731415),Less (4.520520849654973e-06),Less (2.4577020535865778e-17),Less (0.00047302908858783246),Greater (0.9975007788277819),Equal (0.9071046120026388),Less (4.506343636476965e-06),Less (0.002034291139861285),Greater (0.9932044253915826),Less (2.711650529674387e-158),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.1683637275792511),Greater (1.0),
executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (0.9999999999999996),Greater (0.9994627358981597),Greater (0.9999999999940018),Greater (0.9999977904577351),Less (0.0031164099694867236),Greater (0.9994492526061347),Greater (0.9999999999997782),Greater (0.999624762655499),Equal (0.2539270280557715),Equal (0.4337749817987616),Greater (1.0),Less (0.00021569085979165076),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5678415855739148),Equal (0.31027965172591376),Less (2.1951512475388565e-07),Equal (0.7519755226280948),Less (3.40296008813777e-11),Less (1.6355247910569136e-23),Less (2.5718710374791486e-08),Equal (0.4548562792494383),Equal (0.2012948928168593),Less (3.0680687818683385e-09),Less (5.979063133027006e-06),Less (0.0022052468339691387),Less (1.8579892628966728e-72),Greater (1.0),Equal (0.6477507551308618),Greater (0.9999999999999959),Less (9.557617177093202e-07),Greater (0.9999849222679844),
executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.60776343214643),Less (2.5574017716141387e-07),Equal (0.9314694900001436),Less (5.39078786533465e-10),Less (6.068243037540722e-22),Less (4.109482183939715e-08),Equal (0.7584852707287815),Equal (0.12513760363814885),Less (1.8853497815980933e-09),Less (3.2781496911752087e-06),Less (0.0017301993191339354),Less (5.476411589603219e-50),Greater (0.9999999999999984),Equal (0.7208381432596065),Greater (0.9999999230522817),Less (4.924620333433051e-06),Greater (0.9937170953868738),
executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.2818174544145307e-06),Equal (0.6023214844025875),Less (4.8555809193500465e-08),Less (5.3051135045103085e-19),Less (2.710397066039434e-07),Equal (0.867647380560185),Equal (0.07449711497812007),Less (2.2787089131246096e-09),Less (2.2893487336754816e-06),Less (0.0030960866209128273),Less (9.987258415074824e-31),Greater (0.9999996224069684),Equal (0.3689398974496656),Greater (0.9990358006957822),Less (6.351718315435466e-05),Equal (0.2524136400217697),
executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999332950872706),Equal (0.9479227822313809),Less (7.541950860239601e-07),Equal (0.8589068548204111),Greater (0.9999876579517735),Equal (0.14215447757392305),Less (0.004120864712320884),Equal (0.2655504598923619),Greater (0.9999802616476191),Less (6.604598420760791e-11),Greater (1.0),Greater (0.9999999999934864),Greater (1.0),Greater (0.9960397852448445),Greater (1.0),
executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.0481568304455858e-05),Less (4.396834389518228e-15),Less (2.6130900901646607e-05),Equal (0.7346212497921032),Equal (0.19205052843406978),Less (9.521629326909947e-08),Less (4.773072952482017e-05),Equal (0.07009446716282518),Less (3.2147996888476426e-22),Greater (0.9999999507184038),Equal (0.9032644000133075),Greater (0.999836466896978),Less (0.0026253398436472193),Equal (0.07699963783500673),
existence-executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (8.300864566737733e-09),Equal (0.7876257564517034),Greater (0.9999987378838427),Equal (0.12261070625157199),Less (0.0018565096676698147),Equal (0.2157356005390253),Greater (0.9999999999962195),Less (9.541636866708446e-29),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999941128110008),Greater (1.0),
existence-executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999994347690148),Greater (0.9999999999999999),Greater (0.9999987650121663),Equal (0.584630720818405),Greater (0.9927574954328818),Greater (1.0),Equal (0.1599858292809686),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999961852655592),Equal (0.10362092652528632),Less (0.0041978509815562524),Equal (0.30284637284736615),Greater (0.9999971854333388),Less (4.4149436600502934e-11),Greater (1.0),Greater (0.9999999999998814),Greater (1.0),Greater (0.9987501029688397),Greater (1.0),
existence-executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.11039281579579348),Less (1.5212221026762057e-08),Less (1.100554284530845e-05),Less (0.01132815917003041),Less (1.24658484438705e-24),Greater (0.9999989995408948),Equal (0.5486243505871369),Greater (0.9988924380453726),Less (0.0005447584610292374),Equal (0.20476125846070414),
existence-executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0005707925303784605),Less (0.017700821460706527),Equal (0.7547007662165719),Less (5.68928742665222e-07),Greater (0.9999999943079848),Equal (0.128384849527902),Greater (0.9999926528123805),Equal (0.7107002177943545),Greater (0.9982927503134509),
existence-executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.1629080257147001),Greater (0.9999997032131633),Equal (0.8714877624351083),Greater (1.0),Greater (0.999999999930382),Greater (1.0),Greater (0.9999905986005152),Greater (0.9999999999999999),
existence-executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9997164827770479),Less (0.020478681032143745),Greater (1.0),Greater (0.9999995510754155),Greater (1.0),Greater (0.996242211358968),Greater (0.9999999999910674),
-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Greater (1.0),Greater (1.0),Greater (1.0),Less (1.159569542342425e-121),Greater (1.0),
-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Less (1.6182609497257585e-84),Less (0.0),Less (0.0),
-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (0.0),Greater (1.0),
-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Less (3.98149129103598e-91),
-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),
-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
