,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
devops and cloud-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.002387071413026636),Less (1.3000857822145247e-199),Less (0.0),Less (7.057545988592427e-13),Less (9.470768763029646e-06),Less (1.1868351016046177e-283),Less (6.710250699917728e-45),Less (6.959716295321623e-05),Less (3.4563053138430214e-33),Less (9.983493386357749e-08),Less (2.17783230876103e-37),Less (4.526130260337022e-06),Less (5.139116716254537e-08),Less (6.568556116370018e-17),Less (0.0),Less (8.180472055183501e-289),Less (1.3256654232948235e-111),Less (2.6627601626477535e-243),Less (1.7349451629911388e-220),Less (1.3312590507664478e-53),Less (1.1519577842724517e-30),Less (0.0),Less (1.2177888538382742e-161),Less (2.6123563016627663e-21),Less (1.701792918744424e-63),Less (5.856004683544233e-23),Less (2.5055233787537733e-79),Less (6.903277048118421e-07),Less (1.798885624660378e-23),Less (5.56618051096286e-100),
devops and cloud-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.590221422741523e-76),Less (4.126522632619665e-102),Less (3.5026229643152233e-06),Less (0.00225928417599207),Less (1.1617644391451013e-20),Less (2.2808364502498675e-08),Equal (0.5062945324155894),Less (3.952764151859413e-15),Less (0.0013513909702583642),Less (6.213310667481393e-16),Less (0.002144762216508015),Less (1.64104713073556e-05),Equal (0.945659928300387),Less (1.60829515701836e-126),Less (1.1040362843243518e-37),Less (1.4169306723438003e-55),Less (1.414356485130834e-100),Less (1.7736694780939812e-98),Less (2.3442656618820768e-29),Less (4.344776382881054e-22),Less (3.532975678925462e-62),Less (2.0425340790525205e-31),Equal (0.05680124299397655),Less (1.0849333051086679e-32),Less (3.0671552599524895e-11),Less (9.583664436683384e-36),Less (0.0004540049356906399),Less (2.316873055707015e-16),Less (4.17544991300873e-06),
devops and cloud-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.2524034225980337),Greater (0.9999999999999997),Greater (0.9999999995953851),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999937241),Greater (1.0),Greater (0.9999999999999647),Greater (0.9999999999974502),Greater (0.9944141606650352),Greater (1.0),Equal (0.9257807715238157),Greater (1.0),Equal (0.6480057907321595),Less (0.001620766402318679),Less (0.00018756015724643977),Equal (0.08170689953162114),Less (0.022612752629588475),Greater (0.9999999999999998),Greater (1.0),Greater (1.0),Greater (0.9810603962064777),Greater (0.9999999999836476),Greater (0.9994478758589425),Greater (0.9999999931312136),Equal (0.8464094107637736),Greater (1.0),
devops and cloud-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (0.9999999999971282),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999998),Greater (1.0),Greater (1.0),Greater (0.9999999999999949),Greater (0.9984803129372064),Greater (1.0),Equal (0.14255951138944606),Greater (1.0),Equal (0.7071882531748039),Less (0.017281064529594926),Less (0.0023105410945865826),Greater (0.9949959299347672),Equal (0.09373353874625058),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9987351442412468),Greater (0.9999999999999973),Greater (0.9999961534866078),Greater (0.9999999999222012),Equal (0.8179705608726849),Greater (1.0),
devops and cloud-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.7584852707287815),Equal (0.7208381432596065),Equal (0.19129887535938994),Greater (0.9999999850422826),Equal (0.05738092882204282),Equal (0.2637555156480761),Equal (0.07284444627597096),Equal (0.60776343214643),Equal (0.12513760363814885),Greater (0.9999999230522817),Less (1.5772582855512827e-20),Less (0.003631389019181038),Less (3.6786435699757266e-14),Less (1.122494735884302e-24),Less (8.790919890986725e-26),Less (2.5574017716141387e-07),Less (1.8853497815980933e-09),Less (4.924620333433052e-06),Less (0.008684778055492098),Greater (0.9999423671008815),Less (1.4607071091924874e-07),Equal (0.16368411033849217),Less (5.146753624240171e-07),Equal (0.9314694900001436),Less (3.2781496911752087e-06),Greater (0.9937170953868738),
devops and cloud-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5486243505871369),Equal (0.5951422287884915),Greater (0.9995691293826549),Equal (0.0816760323083298),Equal (0.5637327671019403),Equal (0.10088029172963604),Equal (0.867647380560185),Equal (0.11039281579579348),Greater (0.9988924380453726),Less (2.7498024273703872e-11),Less (0.016257726762538758),Less (1.1253621809881075e-09),Less (3.537462132865185e-15),Less (3.5124210716862796e-16),Less (1.2374690667380118e-05),Less (1.5212221026762057e-08),Less (0.0005447584610292374),Equal (0.050135289615125075),Greater (0.9859791901057637),Less (1.1054964919371531e-05),Equal (0.1677026332986813),Less (4.074915474723006e-05),Equal (0.7346212497921032),Less (1.1005542845308447e-05),Equal (0.20476125846070414),
devops and cloud-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999992679679539),Greater (1.0),Less (0.00530009594881813),Equal (0.056111768274365925),Less (0.00652156477078206),Equal (0.3689398974496656),Equal (0.128384849527902),Greater (1.0),Less (8.371726504047246e-276),Less (1.608164560546137e-30),Less (1.722801388322598e-30),Less (2.089878796452347e-77),Less (7.568200534570167e-72),Less (6.5136415106474694e-12),Less (6.962077601037833e-11),Less (0.0),Less (9.819564238982615e-12),Greater (1.0),Less (1.0857818090452397e-13),Equal (0.09796393222681898),Less (3.8749284282061464e-15),Equal (0.9032644000133075),Less (4.4893620691902757e-07),Greater (1.0),
soa and middlewares-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (5.684766467963433e-06),Equal (0.827486841584988),Less (4.481373180390466e-06),Equal (0.732529601507409),Less (0.009473424604687562),Greater (1.0),Less (1.0027883667560535e-140),Less (1.8754780243557725e-24),Less (1.8399774432252972e-37),Less (1.3921491408405921e-81),Less (6.780895854133757e-78),Less (1.2371805411714508e-16),Less (8.664539219302777e-14),Less (1.0274384772049105e-59),Less (6.365901800450253e-17),Greater (0.99999999720631),Less (5.588554423549425e-19),Less (0.00043383667494934885),Less (5.261106502418863e-21),Equal (0.3121421097912679),Less (1.677537102474423e-09),Greater (0.9987400936113185),
soa and middlewares-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.681268042785193e-23),Less (7.520049381770374e-05),Less (3.0066073893784303e-25),Less (0.00034515261192365903),Less (2.6271990737546898e-06),Equal (0.1184138658056627),Less (0.0),Less (9.728936620035499e-131),Less (3.0439563919758615e-84),Less (1.1349864894166213e-177),Less (1.6529269661799783e-164),Less (1.3331110358072922e-40),Less (2.3107119921822598e-25),Less (4.941233540491215e-273),Less (1.275677804208506e-86),Less (6.789813253190453e-06),Less (1.476774811697253e-47),Less (5.518865786063887e-16),Less (2.684588187252976e-57),Less (5.6453752050849306e-05),Less (4.425592157040435e-19),Less (1.70443197331031e-25),
soa and middlewares-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9991552146003382),Equal (0.8103767579880792),Greater (0.9822617224481129),Equal (0.6207199762355645),Greater (1.0),Less (4.44372038411227e-16),Equal (0.7190529009228206),Less (3.2238115652890786e-10),Less (3.1625813034193386e-20),Less (2.302714473337549e-21),Less (0.00017848805111620223),Less (4.211331146525343e-07),Less (0.008814569491824716),Equal (0.9567801357442001),Greater (0.9999999999999933),Less (0.00012142800378735227),Equal (0.6645119462251399),Less (0.0004874562417941258),Equal (0.18935225071945505),Less (0.0002889942676353519),Greater (0.9999999996678772),
soa and middlewares-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.001102118602199953),Equal (0.6731386191554618),Less (0.012651662452416404),Greater (0.9997144769659498),Less (7.019452780654637e-27),Less (1.7459320058226677e-05),Less (1.3253710194934758e-18),Less (3.578148284542843e-31),Less (2.752971860011313e-32),Less (3.6647023989961854e-10),Less (8.450465179481301e-12),Less (1.7673928329548226e-09),Less (6.303288066904275e-05),Greater (0.9855310361080004),Less (1.2598062788840094e-10),Less (0.00536487508067461),Less (3.8582084914254673e-10),Equal (0.3284443183709078),Less (3.730988190749006e-08),Equal (0.4033129472893363),
soa and middlewares-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9770262837781867),Equal (0.5384273339529289),Greater (1.0),Less (4.912683176387685e-20),Equal (0.48877572593703433),Less (1.0175393782117301e-11),Less (1.1735874447573745e-23),Less (1.036993055877658e-24),Less (4.6027989108932784e-05),Less (1.67592727407287e-07),Less (0.0016178721549897134),Equal (0.7156457033876966),Greater (0.9999999999999997),Less (2.641569049826715e-05),Equal (0.8072426547146785),Less (0.00010278109680269293),Equal (0.2282975124661778),Less (0.00013305526881734865),Greater (0.9999999999402047),
soa and middlewares-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.07449711497812005),Greater (0.9990358006957822),Less (5.426598141330228e-14),Less (0.005124448230474753),Less (1.6249563026511703e-11),Less (2.398316814316107e-18),Less (2.0082121838141496e-19),Less (1.2818174544145307e-06),Less (2.2787089131246096e-09),Less (6.351718315435466e-05),Less (0.008646955356449534),Greater (0.9847193581555949),Less (9.835356539879094e-07),Equal (0.09285762066932539),Less (3.899814501507077e-06),Equal (0.6023214844025875),Less (2.2893487336754816e-06),Equal (0.2524136400217697),
soa and middlewares-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999926528123805),Less (0.0043562046837804565),Equal (0.6946903155557318),Less (0.0042858023492043035),Less (9.833166241668081e-05),Less (3.089037679872198e-05),Equal (0.14215447757392305),Less (0.0005707925303784605),Equal (0.7107002177943545),Equal (0.6108056487792346),Greater (0.9998661117658048),Equal (0.15817414202567415),Equal (0.47373452510324376),Equal (0.27948096474174833),Equal (0.19205052843406978),Less (0.017700821460706527),Greater (0.9982927503134509),
soa and middlewares-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Less (7.133083809008213e-296),Less (1.1179838967328127e-87),Less (1.0166715186720977e-201),Less (2.2537666325855468e-181),Less (3.1098148214488595e-40),Less (3.3446760189053845e-24),Less (0.0),Less (8.206151642816033e-132),Less (5.79227346884808e-06),Less (5.68622865819717e-48),Less (2.932939348352281e-15),Less (5.794351968380856e-60),Less (0.0001635358005562671),Less (3.946576823797692e-18),Less (3.98149129103598e-91),
software development tools-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Equal (0.6360693040321949),Less (0.0001633622799938431),Less (1.1252098303692906e-05),Greater (0.9767428139962656),Less (0.02181904357728538),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9927411870291297),Greater (0.9999999999999882),Greater (0.9999706276352119),Greater (0.9999999993548551),Equal (0.8596424851350438),Greater (1.0),
software development tools-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (7.054360094689763e-16),Less (5.976628373457572e-42),Less (1.2880839515004337e-40),Less (1.4101419997371672e-05),Less (2.494145792842883e-07),Less (1.5725846659164814e-15),Equal (0.47357240073127893),Greater (1.0),Less (4.861453592882852e-06),Equal (0.38831888606029874),Less (1.0539017471708478e-05),Equal (0.09276381101622529),Less (0.00022920436130737507),Greater (1.0),
software development tools-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.05313720671816103),Less (0.006038252226551807),Equal (0.06173483993711725),Equal (0.09001064767525503),Greater (0.9999999997873037),Greater (0.9999999999999997),Greater (1.0),Greater (0.9854439256737708),Greater (0.9999999996234596),Greater (0.9992345495880536),Greater (0.9999999858170466),Equal (0.9747618149964367),Greater (1.0),
software development tools-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.4284865557179953),Greater (0.9999334880312796),Equal (0.35655645378443457),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999921428766138),Greater (1.0),Greater (0.9999999959682226),Greater (0.9999999999998567),Equal (0.29022050354036244),Greater (1.0),
software development tools-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999896445938458),Equal (0.5536895158426323),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999991007987756),Greater (1.0),Greater (0.9999999997141011),Greater (0.9999999999999853),Equal (0.16227166787900993),Greater (1.0),
software development tools-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.004120864712320884),Greater (0.9960397852448445),Greater (0.9999934578449813),Greater (1.0),Equal (0.8747394407354756),Greater (0.9999118350958912),Equal (0.4105185949972169),Greater (0.9999332950872706),Equal (0.2655504598923619),Greater (1.0),
software development tools-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999905986005152),Greater (0.9999998968195112),Greater (1.0),Greater (0.9977546671272765),Greater (0.9999997643288555),Greater (0.9995062238483593),Greater (0.9999999059806289),Equal (0.1629080257147001),Greater (0.9999999999999999),
software development tools-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999989888662),Greater (1.0),Less (0.002922354978028899),Greater (0.9957559814507292),Less (0.012538894553119706),Greater (0.9973746777623785),Less (0.0037578378958487554),Greater (1.0),
web development-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (1.940934591093926e-06),Equal (0.5611653420019327),Less (4.426308942332514e-06),Equal (0.1355462978250387),Less (0.0001300068203904716),Greater (1.0),
web development-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (4.827664762483355e-35),Less (3.4128787725110753e-10),Less (9.198203086291223e-42),Less (0.003436189148363361),Less (1.2288212652343206e-14),Less (4.269114390322566e-08),
web development-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999323874620446),Equal (0.47356783249910583),Greater (0.9999355961010231),Equal (0.22003123776299982),Greater (1.0),
web development-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.00026881792749976257),Equal (0.3288172367116562),Less (0.0001511229839675282),Greater (0.9999990474341912),
web development-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9997676244556329),Equal (0.09450232947155475),Greater (1.0),
web development-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (4.773072952482017e-05),Equal (0.07699963783500673),
web development-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999910674),
web development-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
