,existence-full,existence-content management,existence-data storage & processing,existence-devops and cloud,existence-soa and middlewares,existence-software development tools,existence-web development,executive-full,executive-content management,executive-data storage & processing,executive-devops and cloud,executive-soa and middlewares,executive-software development tools,executive-web development,existence-executive-full,existence-executive-content management,existence-executive-data storage & processing,existence-executive-devops and cloud,existence-executive-soa and middlewares,existence-executive-software development tools,existence-executive-web development,property-full,property-content management,property-data storage & processing,property-devops and cloud,property-soa and middlewares,property-software development tools,property-web development,existence-property-full,existence-property-content management,existence-property-data storage & processing,existence-property-devops and cloud,existence-property-soa and middlewares,existence-property-software development tools,existence-property-web development,executive-property-full,executive-property-content management,executive-property-data storage & processing,executive-property-devops and cloud,executive-property-soa and middlewares,executive-property-software development tools,executive-property-web development,existence-executive-property-full,existence-executive-property-content management,existence-executive-property-data storage & processing,existence-executive-property-devops and cloud,existence-executive-property-soa and middlewares,existence-executive-property-software development tools,existence-executive-property-web development,-full,-content management,-data storage & processing,-devops and cloud,-soa and middlewares,-software development tools,-web development,
property-content management,,,,,,,,,,,,,,,,,,,,,,,,Less (3.067401657917266e-08),Greater (1.0),Greater (0.9999999999996305),Greater (1.0),Greater (0.9999999999935238),Greater (0.9820091971618002),Greater (0.9999211918596302),Less (8.903437159589983e-12),Greater (1.0),Greater (0.9999999999999999),Greater (1.0),Greater (0.9999964064703846),Greater (0.999999999933294),Equal (0.16980539070471146),Equal (0.8196323724809664),Greater (0.9999999999999979),Greater (0.9999999927772234),Greater (1.0),Greater (0.9999999845569979),Equal (0.09193807149934374),Less (0.0007452451317087005),Less (1.3766535665845717e-06),Equal (0.43625323838506436),Greater (0.9999634493860449),Greater (0.9983675644940228),Equal (0.05785548099715301),Greater (1.0),Greater (1.0),Equal (0.8611609559947383),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.06870748357865539),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999679228587),Greater (0.9999958429154144),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9986977987834653),Equal (0.18071674707448826),Less (0.02178507429406558),Greater (0.9969791196586031),Greater (0.9999999814222772),Greater (0.9999540494702915),Greater (0.9994964801455142),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,Less (6.085522448903237e-08),Equal (0.052198241600939374),Less (4.737841780890748e-08),Less (9.335725856747361e-38),Less (7.852830943321485e-18),Less (5.086759455848809e-77),Equal (0.5463363710605638),Less (2.0836201176360032e-07),Equal (0.08751691308746537),Less (5.352137890615891e-15),Less (2.6610134773999785e-21),Less (1.4693753239571408e-21),Less (3.3143617035892445e-32),Less (4.725786882826159e-06),Less (4.5170449587194496e-05),Equal (0.3983036765010505),Less (0.0001272884321504903),Less (1.7417746454627126e-39),Less (5.967128248430712e-16),Less (8.684572213091979e-34),Less (4.1396999983170206e-24),Equal (0.13934631281399507),Equal (0.4414570953782546),Less (0.00337813478423341),Less (4.261596219680659e-25),Less (2.234463382097699e-15),Less (1.3210178149106594e-60),Less (3.214094126699878e-13),Less (7.138663149555348e-09),Less (1.0358385806545069e-11),Less (1.6504473334884584e-21),
property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9993754280507312),Equal (0.9282478835368653),Less (4.714651099984902e-10),Less (0.0018239823714290033),Less (8.957171541703145e-37),Greater (0.9999999995708841),Equal (0.5541590123599854),Greater (0.9992875609649781),Less (0.005746105216189833),Less (0.0039068416874244),Less (1.6998941857638952e-06),Less (1.0067039360199338e-11),Equal (0.44267128837589),Equal (0.7683556343250098),Greater (0.9999584553680742),Equal (0.7186732627221736),Less (7.551745769174878e-17),Less (6.520223946198414e-10),Less (2.5664696169731237e-19),Less (1.5165221839574607e-11),Equal (0.3344158971283582),Equal (0.33021851800994617),Equal (0.5061501957173011),Less (0.006264658209229893),Equal (0.6588370459697439),Less (2.5436242896958186e-20),Equal (0.7200774207472898),Greater (0.9914020618709111),Equal (0.172893997672373),Equal (0.20147933901613058),
property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0005302064575225817),Less (2.0210383032983176e-19),Less (7.598755509268599e-09),Less (3.0256584397520155e-47),Greater (0.9962579490159831),Less (0.002479777952779236),Equal (0.8611275511206228),Less (1.1779901075546657e-08),Less (5.390623030137617e-10),Less (3.977753757268186e-13),Less (2.854810811269098e-20),Less (0.008809204712500011),Less (0.012450870886907231),Equal (0.24435714372137485),Less (0.013962393736968988),Less (1.6964444906812806e-26),Less (3.935718962046459e-13),Less (5.58338886714671e-26),Less (4.220358140517406e-19),Equal (0.5638995037642249),Equal (0.9315415410817435),Equal (0.05189923275122273),Less (3.1743465559767365e-11),Less (2.1110521887209378e-05),Less (7.528508629459051e-34),Less (3.205384409966993e-05),Less (0.007982668051154433),Less (0.0005064442931215713),Less (2.8688858279991724e-09),
property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.2150282626786987e-08),Less (0.004344105441223037),Less (2.365855252368828e-32),Greater (0.9999999997357215),Equal (0.4896800911680037),Greater (0.99946005975709),Less (0.00868689119462781),Less (0.009473820966483828),Less (5.390848130751452e-06),Less (1.0240049016622962e-10),Equal (0.3508333054866464),Equal (0.6742566884546808),Greater (0.9999731556998573),Equal (0.6676906667975426),Less (2.2083862959542044e-15),Less (7.532582629902533e-10),Less (1.6274357200434352e-18),Less (5.6492022803039754e-11),Equal (0.2892425650075545),Equal (0.29233064842672696),Equal (0.5292777658972343),Less (0.014045263864171834),Equal (0.5820715203833031),Less (1.6697491496807156e-17),Equal (0.5868660644527554),Greater (0.9910142124921403),Equal (0.15914525483178188),Equal (0.2657409307168924),
existence-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9956006268115185),Less (2.5190097619443266e-44),Greater (1.0),Greater (0.999999999999977),Greater (0.9999999999999998),Greater (0.9989788679378726),Greater (0.9999999999087978),Equal (0.9444715018387955),Less (0.0179758899071965),Greater (0.9999999999984662),Greater (0.9999982329323307),Greater (0.9999999999999959),Greater (0.9999933256764785),Less (9.093935266132108e-05),Less (0.00018172749258460894),Less (2.164466933580175e-09),Equal (0.05340132138372483),Greater (0.9993520419065857),Greater (0.9915601911283513),Equal (0.18784425063873977),Greater (1.0),Greater (1.0),Less (4.348827470287752e-08),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.844961434752495e-24),Greater (1.0),Greater (0.9999145558286691),Greater (0.9999999549933821),Equal (0.6755745265234241),Equal (0.23664809321725555),Equal (0.06263473418341302),Less (0.00014274502494430015),Greater (0.9999478803313043),Greater (0.9959376330228525),Greater (0.9999999834727596),Greater (0.9921268324955556),Less (4.4616885304830856e-07),Less (1.6899183180639065e-05),Less (3.5414701100890945e-11),Less (0.0004943409460907936),Greater (0.9883793621884256),Equal (0.07386882145222373),Equal (0.5586185816960033),Greater (0.9815353838712425),Greater (0.9999995065100618),Less (1.175753307352461e-07),Greater (0.9999999979495282),Greater (0.9999999999999484),Greater (0.999999999724479),Greater (0.999450440195602),
existence-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999997392253),Greater (0.999999987749856),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999832286450041),Equal (0.41000516794919617),Equal (0.19449064948977324),Greater (0.9996765372170061),Greater (0.9999999932089005),Greater (0.9999706409920183),Greater (0.9997633563062528),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (8.96266250959533e-10),Less (0.007749552971968729),Less (2.1455275330616755e-18),Less (2.6699422653177935e-30),Less (2.2947230373996262e-26),Less (9.621310691860352e-40),Less (1.0966362885128484e-07),Less (3.1558090779044712e-06),Equal (0.10353495761977222),Less (1.6354061878940058e-05),Less (2.3534061250176827e-47),Less (8.592708565940993e-17),Less (1.835416082032935e-37),Less (2.9909734590740224e-25),Equal (0.08201344826830374),Equal (0.32357038011447814),Less (0.0016543056791327045),Less (3.189371165080812e-38),Less (3.0402910804692917e-25),Less (1.8539712672182586e-87),Less (8.914648455641618e-20),Less (1.449701071660583e-14),Less (5.316801782941254e-19),Less (4.707522135213423e-33),
existence-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9972337847560867),Less (0.0005638560823628283),Less (0.00011702554285767567),Less (2.921854382743952e-08),Less (6.625954003274965e-15),Equal (0.7919834890081987),Equal (0.8752508806880501),Greater (0.9997646099752912),Equal (0.9403826641542267),Less (8.014882918111474e-21),Less (9.946979381398193e-11),Less (6.846415150507021e-22),Less (4.097745571810423e-13),Equal (0.4672952430453402),Equal (0.4218320645084426),Equal (0.3641590177272229),Less (0.00011112047700490837),Equal (0.6141030748677186),Less (8.388263200973343e-29),Equal (0.6912629109816316),Equal (0.08309735456996982),Equal (0.5602182663099645),Less (0.008283201065435798),
existence-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.313010825771092e-08),Less (7.11451248530921e-09),Less (3.3115534152989824e-12),Less (4.6907234529753305e-18),Less (0.009856396882962635),Less (0.011872602806565885),Equal (0.34453851936441804),Less (0.01201805347950058),Less (2.2900985192561932e-23),Less (8.608106298524739e-13),Less (3.8440856735635286e-24),Less (7.698799770065417e-18),Equal (0.5238432814360201),Equal (0.8874017048957884),Less (0.02285858140647795),Less (8.95889158937187e-10),Less (4.705045312626443e-05),Less (7.836936215197373e-28),Less (0.00010927539129044698),Less (0.008357732299560109),Less (0.0007525777848445702),Less (2.459994442308936e-08),
existence-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.6704163361450914),Less (0.0087740405416198),Less (1.093050495851992e-05),Greater (0.9994829458673107),Greater (0.9891778445431619),Greater (0.9999999987200068),Greater (0.9895308339458776),Less (4.049369023728357e-09),Less (2.0653320508780774e-07),Less (1.5982474625961936e-13),Less (2.0622765517584916e-06),Greater (0.984537505438787),Equal (0.072271023673753),Equal (0.7391919502109358),Equal (0.2793999025530305),Greater (0.9999741953068229),Less (5.966864167162466e-09),Greater (0.9999635607479471),Greater (0.9999999989732166),Greater (0.9999996596492662),Greater (0.9932219253375805),
executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0005646908787237107),Less (2.0254417978910593e-09),Greater (0.999876000778488),Greater (0.9883711238803324),Greater (0.9999999983143387),Greater (0.9852220947773492),Less (1.1969554257396181e-14),Less (1.2084429213023427e-07),Less (6.662407854149851e-17),Less (5.244036531670429e-07),Greater (0.9792950548175644),Equal (0.10021289808022846),Equal (0.8274196500637342),Equal (0.19434525262053182),Greater (0.9999999999947223),Less (3.004679035063788e-34),Greater (0.9999999999999861),Greater (1.0),Greater (1.0),Greater (0.99993486095768),
executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.14722790220525162),Greater (0.9999999789014081),Greater (0.9999768850810694),Greater (0.9999999999993164),Greater (0.9999565992510182),Less (0.0043375909458995485),Less (0.00018266775988092667),Less (1.7919851591781065e-07),Equal (0.07956093151451615),Greater (0.9993770671720678),Greater (0.9935453807347203),Equal (0.1852651966189267),Greater (0.9999900421126027),Greater (0.9999999999825631),Equal (0.1071886826845807),Greater (0.9999999999994803),Greater (1.0),Greater (0.9999999999999812),Greater (0.9999999780869264),
executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999999181),Greater (0.9999999751745461),Greater (1.0),Greater (0.9999999340489761),Equal (0.18256740092313206),Less (0.002019388869365688),Less (8.976328902758112e-06),Equal (0.5465208874009638),Greater (0.9999475879208851),Greater (0.9980413848059928),Equal (0.05422189491082112),Greater (0.9999999999999982),Greater (1.0),Equal (0.6183873063155207),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.6767877365741971),Greater (0.9984117329821722),Equal (0.8043075964340534),Less (7.318818671219151e-19),Less (6.170154242636355e-11),Less (4.4155146980965665e-21),Less (2.127068523031656e-12),Equal (0.5725723236665302),Equal (0.5049500384784567),Equal (0.29364097465562333),Less (0.0002136788077485142),Equal (0.37739796993364894),Less (2.2670096910141737e-23),Equal (0.5787187961982669),Equal (0.24710755464496192),Equal (0.8842452044740368),Less (0.009312921886646732),
executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9979437857861277),Equal (0.9541896521289704),Less (2.98737451666275e-11),Less (5.854603034161893e-09),Less (3.961872619616299e-15),Less (1.58745720349131e-08),Equal (0.45552087874624114),Equal (0.4356496449099533),Equal (0.4401085303307044),Less (0.020334379446633292),Equal (0.8377346478899421),Less (3.6771485256999656e-11),Equal (0.9272047946161296),Equal (0.2182186023887106),Equal (0.6076362543968217),Equal (0.20543826863034143),
executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0012564803919450005),Less (7.075843320726363e-22),Less (3.255925654777596e-13),Less (2.1865612421747883e-23),Less (3.613170382787225e-18),Equal (0.2782938450750181),Equal (0.6503276425353879),Less (0.009324003258846055),Less (1.0618241240900096e-10),Less (1.1110845220372906e-06),Less (6.839266144844197e-25),Less (1.1767938318380762e-05),Less (0.00032307705681769547),Less (2.279450807709955e-05),Less (3.692918229391653e-10),
executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.081273546654669e-11),Less (3.896351946117353e-09),Less (1.0468909991661638e-14),Less (1.5291419186924448e-09),Equal (0.488785089084126),Equal (0.4263917991422549),Equal (0.4143326798567991),Less (0.021386459970221674),Equal (0.8923625937839837),Less (1.6494825673390422e-10),Equal (0.8371196314875362),Equal (0.274494307753646),Equal (0.6580159230971729),Equal (0.20234369845652544),
existence-executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.006812065741544845),Less (0.00026356032865679593),Equal (0.6036995448209793),Greater (0.9999969347688065),Greater (0.9995604930584975),Greater (0.9922181919742398),Greater (1.0),Greater (1.0),Greater (0.9929711677321108),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.9594877785747308),Greater (0.9986403263822332),Greater (0.9999996118407939),Greater (0.9999539389779352),Greater (0.9996995497905141),Greater (0.9999999970566587),Greater (0.9999999999838686),Greater (0.9998194436857032),Greater (0.9999999999980599),Greater (0.999999999999953),Greater (0.9999999999992004),Greater (0.9999999999554077),
existence-executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9997084858111901),Greater (0.9999999941972119),Greater (0.9999903299036722),Greater (0.9999235610644889),Greater (1.0),Greater (1.0),Greater (0.9999999866852981),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999948360795775),Greater (0.999652787539542),Greater (0.9883704829246636),Greater (0.9999999996225596),Greater (1.0),Equal (0.386792055637335),Greater (0.9999999999999999),Greater (1.0),Greater (1.0),Greater (0.9999999999999974),
existence-executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8387055775526656),Equal (0.2332515454254328),Equal (0.056940921515125316),Equal (0.33077698407518963),Less (1.4485749527533515e-05),Equal (0.41611676471949566),Equal (0.8198391408072858),Equal (0.5517836302830678),Equal (0.13070182493223367),
existence-executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.2596840279258579),Equal (0.11379604462849374),Equal (0.316290164846473),Less (0.00122261058747794),Equal (0.39816608526915453),Equal (0.6154789269881251),Equal (0.4562639609411544),Equal (0.16756340585317964),
existence-executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.9955628134426319),Equal (0.4408575972193862),Equal (0.05053500611965828),Equal (0.34444622317653106),Equal (0.1551785241436082),Equal (0.26994453009044317),Equal (0.7032463762012293),
-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (0.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Equal (0.768179181405161),Greater (1.0),Greater (1.0),Less (1.7181736065878819e-87),
-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Less (2.2905970530943573e-48),
-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.025932444042884e-20),Less (3.81572659068876e-261),
-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.903107202317956e-152),
-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
