,existence-full,existence-content management,existence-data storage & processing,existence-devops and cloud,existence-soa and middlewares,existence-software development tools,existence-web development,executive-full,executive-content management,executive-data storage & processing,executive-devops and cloud,executive-soa and middlewares,executive-software development tools,executive-web development,existence-executive-full,existence-executive-content management,existence-executive-data storage & processing,existence-executive-devops and cloud,existence-executive-soa and middlewares,existence-executive-software development tools,existence-executive-web development,property-full,property-content management,property-data storage & processing,property-devops and cloud,property-soa and middlewares,property-software development tools,property-web development,existence-property-full,existence-property-content management,existence-property-data storage & processing,existence-property-devops and cloud,existence-property-soa and middlewares,existence-property-software development tools,existence-property-web development,executive-property-full,executive-property-content management,executive-property-data storage & processing,executive-property-devops and cloud,executive-property-soa and middlewares,executive-property-software development tools,executive-property-web development,existence-executive-property-full,existence-executive-property-content management,existence-executive-property-data storage & processing,existence-executive-property-devops and cloud,existence-executive-property-soa and middlewares,existence-executive-property-software development tools,existence-executive-property-web development,-full,-content management,-data storage & processing,-devops and cloud,-soa and middlewares,-software development tools,-web development,
property-content management,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.49328800338762036),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.43439913281958353),Greater (0.9999999999865239),Greater (1.0),Greater (1.0),Greater (0.9999999999998483),Greater (0.9999999999975582),Greater (1.0),Less (0.01393619447125236),Greater (0.9999999999999919),Greater (0.9999999999999962),Greater (0.999999999685234),Greater (0.9992245360986709),Greater (0.9999985465401761),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.426682715463126e-05),Greater (0.9999999907526594),Equal (0.26389706978397964),Greater (0.9999819962101201),Less (7.482119167121934e-07),Less (7.584428015296435e-69),Equal (0.6559691287090796),Less (4.782109237114088e-12),Greater (0.9996494283950603),Equal (0.38397411268850123),Greater (0.999996509812404),Less (2.4584461754931926e-29),Less (2.3159769762447046e-61),Less (6.254086571782489e-23),Less (0.0024131786322431517),Equal (0.4665032228475162),Less (0.006492704342501454),Less (0.011805620456208192),Less (0.00021545784565611543),Less (8.266348892628941e-23),Equal (0.2545750457540059),Equal (0.3207161878283775),Equal (0.07517348954811903),Equal (0.7372127425433521),Equal (0.5115625209964125),Equal (0.17372426707005706),Less (7.015591805401551e-25),Greater (0.9999999749540809),Less (4.1633803041943894e-26),Greater (1.0),Greater (1.0),Greater (1.0),
property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999999986),Greater (0.9999254915535432),Greater (0.9999999999362862),Equal (0.14330950268672019),Less (8.105132692830879e-20),Greater (0.9999701727687247),Equal (0.13243904894177422),Greater (0.9999999995338293),Greater (0.975575583522895),Greater (0.999999999994994),Less (0.0004917085465788481),Less (4.446438291626318e-22),Less (4.314117936330977e-05),Equal (0.4217824178527666),Greater (0.9990014908407933),Equal (0.7313668201217736),Equal (0.7405259604157888),Equal (0.5941927857624324),Less (1.4812030138514484e-12),Equal (0.17338463457119746),Equal (0.1551693887340616),Greater (0.9986057362242299),Equal (0.5314469740417602),Equal (0.07575395547913846),Greater (0.9999999942883667),Equal (0.16453271137666314),Greater (0.9999999999999999),Equal (0.1275858054013929),Greater (1.0),Greater (1.0),Greater (1.0),
property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (9.06316580890413e-05),Equal (0.2722029113075429),Less (1.9555511742755005e-15),Less (1.3282541223514862e-51),Less (2.171895618202175e-09),Less (1.8846675034393795e-21),Less (0.005661152484342807),Less (8.284157420000749e-08),Equal (0.3432699545654069),Less (2.8220532089148913e-29),Less (4.30739717887871e-55),Less (1.4827742803601818e-29),Less (1.6238053295406586e-12),Less (0.000187723551064427),Less (8.324250657521848e-11),Less (4.039409427074469e-10),Less (1.1196787376363907e-13),Less (3.3939646865638707e-35),Less (2.1383037424706936e-07),Less (3.1263049872531005e-07),Equal (0.5841689023802035),Less (0.008309631553187263),Equal (0.1156785284986384),Less (1.796384036872557e-08),Less (1.0971800268546507e-23),Less (3.1443747483637524e-05),Less (7.24387747655894e-25),Equal (0.1642566168375732),Equal (0.05723681543406496),Less (0.015887679796477577),
property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9944518614395277),Less (0.0003818914839022192),Less (1.1361556327691581e-28),Equal (0.17479190407987377),Less (9.208670051210158e-08),Equal (0.11958684669675129),Equal (0.12646122979589633),Greater (0.9971871054634549),Less (5.246251784917598e-12),Less (1.8657734005407033e-31),Less (6.613096740020654e-13),Less (0.001538565509533961),Equal (0.8843561158068437),Less (0.0026095355026780416),Less (0.0038211853030171656),Less (0.0004689818365898137),Less (1.2841958476324343e-19),Equal (0.09168493541449452),Equal (0.10978790982003306),Equal (0.1891388108043689),Equal (0.4841203442229224),Equal (0.8035372373556767),Equal (0.5027281386252108),Less (2.087759475607448e-08),Equal (0.3072499299447482),Less (7.64801172659463e-09),Greater (0.9999999999999826),Greater (0.9997637840829768),Greater (0.9993544155300353),
property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.9594828787159453e-10),Less (8.474677347758632e-41),Less (6.317395663251731e-06),Less (1.8737619387468983e-15),Equal (0.20138870863647584),Less (3.202216304815553e-05),Equal (0.8666980150829672),Less (1.7779432587780324e-21),Less (4.653277770259255e-44),Less (4.01601456688335e-22),Less (1.343256803993316e-08),Less (0.007056546047426773),Less (1.269937031776006e-07),Less (4.0766909568508183e-07),Less (1.701936512728604e-09),Less (1.8233935804621138e-28),Less (4.4504333309055363e-05),Less (6.26116902651363e-05),Equal (0.9753700343231877),Equal (0.06728627661693946),Equal (0.32259937488584267),Less (4.413633786633486e-05),Less (8.90295564579166e-17),Less (0.0071868638969313165),Less (1.5714493184025376e-17),Greater (0.998503339440113),Equal (0.7166599391137896),Equal (0.5482678847829209),
existence-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.776669914937819e-61),Greater (0.9999994994778387),Less (3.722822789123705e-05),Greater (0.9999999996540231),Equal (0.21115438969604283),Greater (0.9999999999909339),Less (2.0775917399709728e-19),Less (2.908012450196728e-50),Less (8.617840700265134e-14),Equal (0.7855674621545583),Greater (0.9943914794626213),Equal (0.5757882770412528),Equal (0.6370271275223109),Equal (0.4551427414262955),Less (6.353045181015405e-17),Equal (0.5264319009231604),Equal (0.45377155350631826),Greater (0.9952568605161367),Equal (0.7285517722170596),Equal (0.15651328306688778),Greater (1.0),Less (8.438884917148438e-18),Greater (1.0),Less (5.102308205794117e-19),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.16102720178877306),Greater (0.9999999939502756),Greater (1.0),Greater (1.0),Greater (0.99999999998696),Greater (0.999999999845117),Greater (1.0),Less (0.009471189180950298),Greater (0.9999999999995608),Greater (0.9999999999997164),Greater (0.9999999976211144),Greater (0.9985776163358764),Greater (0.9999948833885813),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.86260972377992e-12),Greater (0.999894642637374),Equal (0.5071611475534783),Greater (0.9999989620815959),Less (2.039281787031274e-32),Less (8.71254939799488e-64),Less (2.2570601926538843e-23),Less (0.004501278728117642),Equal (0.3622390567716651),Less (0.010690687166982644),Less (0.018638988787279015),Less (0.00043206114678496105),Less (3.810713660011454e-22),Equal (0.33127665797236505),Equal (0.41496768589144384),Equal (0.06418566226663583),Equal (0.8039624356986784),Equal (0.4641620834502159),Greater (0.9901509620142952),Less (1.2131091727668133e-30),Greater (0.9999999999996909),Less (3.451876979098895e-32),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.999999999999999),Greater (0.9994058170350787),Greater (1.0),Equal (0.061620161332688675),Less (3.076723157530879e-20),Less (0.002913900084258456),Greater (0.9883335994836774),Greater (0.9999880376145465),Equal (0.15149211850413558),Equal (0.17222605085598952),Greater (0.9809770852823043),Less (6.432314581059695e-11),Greater (0.9920720571904683),Greater (0.9931700089052935),Greater (0.9997818633071117),Equal (0.30675218123125825),Greater (0.9877205736318786),Greater (1.0),Equal (0.5478395418238058),Greater (1.0),Equal (0.6024188822285417),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0006563666366365538),Equal (0.13546412769045718),Less (1.8702997270395523e-24),Less (2.2518797057515743e-51),Less (4.359749322147435e-24),Less (2.0836185857225523e-07),Equal (0.12670303007293404),Less (3.0540153481167102e-06),Less (8.742531948250973e-06),Less (1.5813681140099527e-08),Less (5.759883068804762e-28),Less (0.0007658369437564392),Less (0.0010359691503947653),Equal (0.5166181829964679),Equal (0.18567188236058185),Equal (0.6757689250217311),Less (0.0008386443467898021),Less (6.292256158195783e-19),Equal (0.24175450538882515),Less (5.1889128770915084e-20),Greater (0.9999999997571853),Equal (0.0980120561912954),Equal (0.1849415134490433),
existence-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999892931321209),Less (1.956577988099126e-06),Less (5.417470659638922e-22),Less (1.7592498582769895e-07),Equal (0.21928798929917626),Equal (0.22357855887928202),Equal (0.1859689492311899),Equal (0.21236909984006058),Equal (0.1305880738799445),Less (9.788455900157399e-15),Equal (0.7593885461716973),Equal (0.817113114573921),Greater (0.9800934172817326),Equal (0.942286651163094),Equal (0.3481082346638883),Equal (0.13841064427356065),Less (0.0005607566315442531),Greater (0.9992450776530275),Less (0.0003543851673489659),Greater (1.0),Greater (0.999999993703092),Greater (0.9999999684817809),
existence-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (7.0576542745235e-24),Less (7.911534732200181e-48),Less (2.6222438430163305e-24),Less (1.8515487584962495e-09),Less (0.003956270368135083),Less (3.0226231555830444e-08),Less (1.0934898060862073e-07),Less (1.605636226065895e-10),Less (2.5798041110080606e-30),Less (1.5509205946135305e-05),Less (2.4261450132733798e-05),Equal (0.9588299669092663),Equal (0.05604347879653505),Equal (0.2843567425677116),Less (8.431116399677558e-06),Less (7.567925402033449e-19),Less (0.0027527905053479),Less (1.1081633411880622e-19),Greater (0.9976124274073751),Equal (0.536927006283507),Equal (0.38983597900086076),
executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (6.135021910752535e-20),Equal (0.1377558684252107),Greater (0.9999604459739062),Greater (0.9999999650995964),Greater (0.9949017216442663),Greater (0.9921555119681494),Greater (0.9999606490796327),Less (1.6071934639996294e-09),Greater (0.9997408552739127),Greater (0.9997840899038007),Greater (0.9999680249876102),Equal (0.16246395910545752),Greater (0.9963011287723029),Greater (1.0),Greater (0.999998154072183),Greater (1.0),Greater (0.9999976534580235),Greater (1.0),Greater (1.0),Greater (1.0),
executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999532686),Greater (1.0),Greater (1.0),Greater (0.9999999999999475),Greater (0.9999999999992166),Greater (1.0),Equal (0.08483987826018853),Greater (0.9999999999999981),Greater (0.999999999999999),Greater (0.9999999999492218),Greater (0.9996663712515781),Greater (0.999999628384728),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999964931255275),Greater (0.9999999969888879),Greater (0.9992813761967599),Greater (0.9987026616247989),Greater (0.9999953586737711),Less (1.855800412378814e-07),Greater (0.999965109556666),Greater (0.9999724226782805),Greater (0.9999925936772989),Equal (0.09517817956232803),Greater (0.9986306863777749),Greater (1.0),Greater (0.9999927077283448),Greater (1.0),Greater (0.9999933486327173),Greater (1.0),Greater (1.0),Greater (1.0),
executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9919659000962235),Equal (0.7699753021438394),Equal (0.7914002038863148),Equal (0.7541914323248946),Less (1.0575462478927542e-13),Equal (0.4627605615977083),Equal (0.42358220875693375),Greater (0.9962544792906619),Equal (0.7149980158102698),Equal (0.1363757244726965),Greater (0.9999519787055782),Less (0.01107846367848755),Greater (0.9999999995366203),Less (0.008171831604061737),Greater (1.0),Greater (1.0),Greater (1.0),
executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.008537142731617296),Less (0.011235771450931078),Less (0.00408526025600334),Less (2.486164438808809e-16),Equal (0.16956897247368496),Equal (0.18966457583639817),Equal (0.17648551427732673),Equal (0.5333244362788965),Equal (0.7553829124800401),Equal (0.7356889433469913),Less (1.2333926054434735e-05),Equal (0.3033329847778984),Less (6.770581280543132e-06),Greater (0.9999999998948149),Greater (0.9987790221818845),Greater (0.9974570983015852),
executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.9952338098571092),Equal (0.9487129413527093),Less (1.0461072995088979e-10),Equal (0.37334886718333016),Equal (0.3375010543641529),Greater (0.9966518012643779),Equal (0.6236229613940705),Equal (0.1172398152828319),Greater (0.9992403958638749),Equal (0.20990483140522975),Greater (0.9999990972423304),Equal (0.17767209471685774),Greater (1.0),Greater (0.9999999999996932),Greater (0.9999999999978455),
executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.9876936473253625),Less (2.1499426173680273e-10),Equal (0.40637609651593587),Equal (0.37100682457636913),Greater (0.9965101504155014),Equal (0.6567049749266891),Equal (0.12256394491205518),Greater (0.9980127422031004),Equal (0.22091553466716085),Greater (0.999993379551931),Equal (0.19721904907811805),Greater (1.0),Greater (0.999999999981014),Greater (0.9999999999060393),
existence-executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (4.575137690675256e-13),Equal (0.34494600760230565),Equal (0.29399888868826163),Greater (0.9967249726460466),Equal (0.6213762712401188),Equal (0.11797406514413528),Greater (0.9999996857918019),Less (0.019648631731893268),Greater (0.9999999999999719),Less (0.015281077693732607),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999857344),Greater (0.9999999999967537),Greater (0.999999999847997),Greater (0.9999112473992702),Greater (0.9999997692194659),Greater (1.0),Greater (0.9999999999993716),Greater (1.0),Greater (0.9999999999997717),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.9406481891198367),Greater (0.9826309830890185),Equal (0.9256864578367091),Equal (0.2898734729513771),Equal (0.0971347834834229),Less (0.012003665898963423),Greater (0.9989170410437681),Less (0.009083467869097578),Greater (1.0),Greater (0.9999998747988642),Greater (0.9999995768096256),
existence-executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9831699181649293),Equal (0.9845361178411215),Equal (0.302040422671808),Equal (0.13397432350555252),Less (0.008944511658734645),Greater (0.9979668007221261),Less (0.007424853948525843),Greater (1.0),Greater (0.9999996117844168),Greater (0.9999988195033886),
existence-executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.13926650690980763),Equal (0.4332986456675102),Equal (0.10437632279191135),Less (0.000371759625395615),Equal (0.30655279662594836),Less (0.0002476966295178356),Equal (0.23994577247810422),Equal (0.8618857809732097),Equal (0.7809885361844422),
existence-executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.48455187904755836),Equal (0.5990016809945242),Equal (0.3535254008750077),Equal (0.30107574680599714),Equal (0.3571090001790205),Greater (0.9990865426987469),Equal (0.07073361887729368),Equal (0.08294972842740443),
existence-executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.6294303138445824),Less (0.017235982239456354),Equal (0.9303100047461232),Less (0.014662260855489322),Greater (0.9888320858526706),Equal (0.3586277927506788),Equal (0.40988216988082693),
-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Greater (1.0),Less (0.0),Greater (1.0),Greater (1.0),Greater (1.0),
-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Equal (0.9246698121545898),Greater (1.0),Greater (1.0),Greater (1.0),
-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Greater (1.0),Greater (1.0),Greater (1.0),
-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),
-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.561725620898938e-193),Less (6.335934487212953e-222),
-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.00608227271045059),
-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
