,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
devops and cloud-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8989707244384436),Less (2.0394994787479945e-05),Less (2.768612804430726e-14),Less (0.005748366548923468),Equal (0.49029021923892846),Less (9.029496466362508e-197),Greater (1.0),Greater (1.0),Greater (0.9999999968036896),Greater (0.9999999999212414),Greater (0.9999916639794922),Equal (0.2604864690678521),Greater (0.9772717807521485),Greater (1.0),Greater (0.9997457308490657),Greater (1.0),Less (0.0079345234520109),Equal (0.09301687318518526),Equal (0.632232320140027),Less (0.013623804250576537),Equal (0.7982389291418389),Greater (1.0),Greater (1.0),Greater (0.9922947648433494),Equal (0.3863076117208132),Greater (0.9999990293935811),Greater (0.9999998872926714),Equal (0.050304411447251646),Equal (0.41040997474583496),Greater (1.0),
devops and cloud-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.00012322301465915746),Less (1.7250525468555552e-10),Less (0.009501605800173535),Equal (0.4870830436196655),Less (6.534540887808756e-23),Greater (1.0),Greater (1.0),Greater (0.9999999732109147),Greater (0.9999999992555751),Greater (0.9999524135907867),Equal (0.2916010012084145),Greater (0.9754428937872529),Greater (1.0),Greater (0.9899978147036915),Greater (0.9999999991737062),Less (0.010831003107723582),Equal (0.1265694233380338),Equal (0.6252396208777629),Less (0.016668279804602018),Equal (0.793146689773527),Greater (1.0),Greater (1.0),Equal (0.27688694268929614),Equal (0.438969805478042),Greater (0.9999965861517688),Greater (0.9999994485375509),Equal (0.054761911392690925),Equal (0.42224364886458476),Greater (1.0),
devops and cloud-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.13243904894177422),Equal (0.4217824178527666),Equal (0.1551693887340616),Equal (0.1275858054013929),Greater (1.0),Greater (1.0),Greater (0.9999999999999206),Greater (0.9999999999999986),Greater (0.9999999995338293),Greater (0.9990014908407933),Greater (0.9986057362242299),Greater (1.0),Greater (0.9999999805287249),Greater (0.9999999999999996),Equal (0.7315593167304268),Greater (0.9999254915535432),Greater (0.975575583522895),Equal (0.7313668201217736),Equal (0.5314469740417602),Greater (1.0),Greater (1.0),Greater (0.9999993023569625),Greater (0.9982608999684167),Greater (0.9999999999362862),Greater (0.999999999994994),Equal (0.7405259604157888),Equal (0.07575395547913846),Greater (1.0),
devops and cloud-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9883335994836774),Greater (0.9931700089052935),Equal (0.6024188822285417),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999999999999),Greater (0.9999880376145465),Greater (0.9997818633071117),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.13414408369521807),Greater (0.9999999079724518),Greater (0.9994058170350787),Equal (0.15149211850413558),Equal (0.30675218123125825),Greater (1.0),Greater (1.0),Greater (0.9999999999999999),Greater (0.9999841720666837),Greater (0.9999999999999981),Greater (1.0),Equal (0.17222605085598952),Greater (0.9877205736318786),Greater (1.0),
devops and cloud-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.42358220875693375),Less (0.008171831604061737),Greater (1.0),Greater (1.0),Greater (0.9999999999286411),Greater (0.9999999999983784),Greater (0.9999997918065984),Greater (0.9919659000962235),Greater (0.9962544792906619),Greater (1.0),Greater (0.9999573521613794),Greater (0.9999999992877249),Equal (0.7378457056773688),Greater (0.9984624580313446),Equal (0.21928798929917626),Equal (0.7699753021438394),Equal (0.7149980158102698),Greater (1.0),Greater (1.0),Greater (0.9993315708273883),Greater (0.986085547898422),Greater (0.9999999865836436),Greater (0.9999999981506649),Equal (0.7914002038863148),Equal (0.1363757244726965),Greater (1.0),
devops and cloud-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.007424853948525843),Greater (1.0),Greater (0.9999987935192015),Greater (0.9999948925539214),Greater (0.9999996879928278),Greater (0.9989650212514545),Equal (0.18966457583639817),Greater (0.9831699181649293),Greater (1.0),Equal (0.0964110923532832),Greater (0.9982612943808611),Equal (0.3237497991120245),Equal (0.10978790982003306),Equal (0.817113114573921),Equal (0.3375010543641529),Equal (0.9845361178411215),Greater (0.9999996117844168),Greater (0.9999998180244384),Equal (0.27628734472152716),Equal (0.27901475354015837),Greater (0.9999374943323042),Greater (0.9999757787896049),Equal (0.37100682457636913),Equal (0.302040422671808),Greater (0.9999988195033886),
devops and cloud-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999932294672351),Greater (0.9997523061650675),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.1712925943204734),Greater (0.9999999923520431),Greater (0.9996456166210907),Equal (0.17767209471685774),Equal (0.3571090001790205),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999941030827513),Greater (1.0),Greater (1.0),Equal (0.19721904907811805),Greater (0.985337871495518),Greater (1.0),
soa and middlewares-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.033848148127893e-21),Less (0.0013249477989044588),Equal (0.06521462572061217),Less (2.0419769845270616e-10),Less (3.2708597721184164e-11),Equal (0.16021063356072207),Equal (0.15367802334915845),Less (2.4900505508131056e-52),Less (3.5961762237121656e-43),Less (8.482163328371117e-32),Less (1.9593770816364166e-14),Less (1.0333835916081884e-22),Less (4.9113834080489807e-29),Less (0.00044739405237461327),Less (6.785554623087074e-23),Less (4.2132001134692565e-12),Less (2.2257976897723967e-85),Less (1.3523445654498169e-14),Less (0.0004481639714922639),Less (0.0007248121996153338),Less (1.6369034266285138e-25),Less (0.0061202091850346505),Less (8.199194665019094e-26),
soa and middlewares-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.2448687754127179),Greater (0.9803265547890991),Equal (0.17513757178708456),Less (0.0024396754884825015),Equal (0.7946646964169979),Greater (1.0),Less (1.8959915699643456e-19),Less (1.811478555806948e-11),Less (1.4366089261051938e-13),Less (0.0006665330014224225),Less (4.272624524003545e-08),Less (3.6131971443458796e-12),Equal (0.07900903192400154),Equal (0.3762207663990329),Equal (0.15145041705264167),Less (6.787500990570311e-53),Less (0.00017370931144562816),Equal (0.591479864272365),Equal (0.4313849655297851),Less (1.2047496049521276e-10),Equal (0.39795753654523947),Equal (0.7952188153676563),
soa and middlewares-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.45860464512752785),Equal (0.07007210720284444),Less (0.0015424134388318908),Equal (0.863110888911216),Greater (0.9955513870272895),Less (4.54391419027109e-06),Less (0.0009259839678061338),Less (1.1026913371618852e-09),Less (0.000941412927460925),Less (1.714196397320008e-06),Less (2.6025231888686454e-09),Less (0.02025179950249659),Equal (0.3250871997647363),Equal (0.586815717395174),Less (3.274685293985639e-08),Less (0.00027265147313386255),Equal (0.6873755772060771),Equal (0.8128022670477272),Less (1.1902467366236684e-08),Equal (0.22656490731990986),Equal (0.21275290671596825),
soa and middlewares-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.005661152484342807),Less (0.000187723551064427),Equal (0.5841689023802035),Equal (0.1642566168375732),Less (1.702999738275794e-07),Less (5.585892930358672e-05),Less (3.303349967495226e-11),Less (9.06316580890413e-05),Less (8.284157420000749e-08),Less (8.324250657521848e-11),Less (0.008309631553187263),Equal (0.05723681543406496),Equal (0.1458201395483746),Less (8.622356865304673e-10),Less (2.3614838655380783e-05),Equal (0.2722029113075429),Equal (0.3432699545654069),Less (4.039409427074469e-10),Equal (0.1156785284986384),Less (0.015887679796477577),
soa and middlewares-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.12670303007293404),Equal (0.5166181829964679),Greater (0.9999999997571853),Less (0.003905321847537924),Equal (0.30220553336180156),Less (1.4586692679620612e-06),Equal (0.11958684669675129),Less (0.0006563666366365538),Less (3.0540153481167102e-06),Equal (0.18567188236058185),Equal (0.0980120561912954),Greater (0.9759056461665231),Less (8.61903786121759e-05),Less (0.022322198079783313),Equal (0.20138870863647584),Equal (0.13546412769045718),Less (8.742531948250973e-06),Equal (0.6757689250217311),Equal (0.1849415134490433),
soa and middlewares-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.17648551427732673),Greater (0.9999999998948149),Equal (0.894710406915421),Equal (0.27730777153212627),Less (0.007919468450315397),Equal (0.8843561158068437),Equal (0.22357855887928202),Less (0.008537142731617296),Equal (0.5333244362788965),Greater (0.9987790221818845),Greater (0.9994106798923731),Equal (0.42835263942744495),Equal (0.7563926336041419),Greater (0.9929509330243919),Greater (0.9960478877688691),Less (0.011235771450931078),Equal (0.7553829124800401),Greater (0.9974570983015852),
soa and middlewares-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.23994577247810422),Equal (0.12729821935297145),Equal (0.3232628125748934),Less (0.0034476086351130897),Equal (0.1891388108043689),Less (0.019952239096917856),Less (0.0033601246243178803),Equal (0.13926650690980763),Equal (0.8618857809732097),Equal (0.9776997900352019),Equal (0.06542187240840197),Equal (0.11808155988303272),Equal (0.9753700343231877),Equal (0.9588299669092663),Less (0.0035042829826098555),Equal (0.4332986456675102),Equal (0.7809885361844422),
soa and middlewares-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.0651540827778476e-113),Less (6.95874780559473e-149),Less (8.082250646407668e-34),Less (1.748280646121989e-14),Less (1.5602339211013426e-23),Less (4.222292861199948e-30),Less (0.0009134878899388312),Less (1.561725620898938e-193),Less (1.0451584992465502e-17),Less (0.0),Less (2.3008329283655252e-14),Less (0.0014966739323381177),Less (0.002387591980369403),Less (8.372540397563269e-26),Less (0.011168153633224516),Less (6.335934487212953e-222),
software development tools-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999226262931986),Less (0.00026357746372571595),Equal (0.696996264534305),Equal (0.09701282680997263),Less (0.0005165088103609305),Equal (0.5458806025705081),Greater (1.0),Greater (1.0),Less (0.017720255748105897),Equal (0.7662340315922951),Greater (0.9998247370701191),Greater (0.9999567260223623),Less (0.0012165757868749546),Equal (0.6919528522402917),Greater (1.0),
software development tools-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.9488983449145505e-07),Equal (0.2721466124423517),Less (0.0006724526834632256),Less (8.59067700326229e-07),Equal (0.2861179377647467),Greater (1.0),Greater (0.9999999996739132),Less (9.710436471812338e-17),Equal (0.09888868746270987),Greater (0.9902614033981976),Greater (0.9959982713859303),Less (5.352771624588134e-06),Equal (0.9051601428708396),Greater (1.0),
software development tools-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9980409181263787),Equal (0.1753975920245694),Equal (0.9986591595027092),Equal (0.6319008054727565),Greater (0.9999999999999902),Greater (0.9999999999999845),Greater (0.9979401562647883),Greater (0.9875972089631201),Greater (0.9999999250562065),Greater (0.9999999850134068),Equal (0.9598201038514841),Equal (0.11909394330349576),Greater (0.999999999999926),
software development tools-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.12646122979589633),Less (0.0026095355026780416),Equal (0.4841203442229224),Greater (0.9997637840829768),Greater (0.9998839497699713),Equal (0.23042169989155148),Equal (0.615377740504883),Greater (0.9944518614395277),Greater (0.9971871054634549),Less (0.0038211853030171656),Equal (0.8035372373556767),Greater (0.9993544155300353),
software development tools-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.1859689492311899),Equal (0.942286651163094),Greater (0.999999993703092),Greater (0.9999999954382405),Equal (0.3443856821173561),Equal (0.34652196505403066),Greater (0.9999680184913404),Greater (0.9999892931321209),Equal (0.21236909984006058),Equal (0.3481082346638883),Greater (0.9999999684817809),
software development tools-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.6236229613940705),Greater (0.9999999999996932),Greater (0.9999999999996819),Greater (0.9962160346731611),Greater (0.9848394986086895),Greater (0.9999998732533915),Greater (0.9999999698312018),Equal (0.9952338098571092),Equal (0.1172398152828319),Greater (0.9999999999978455),
software development tools-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.07073361887729368),Equal (0.05137744030001577),Equal (0.7026715923692817),Equal (0.6236815551689932),Equal (0.06728627661693946),Equal (0.05604347879653505),Equal (0.6567049749266891),Equal (0.48455187904755836),Equal (0.08294972842740443),
software development tools-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.27535438183459116),Less (2.7287476248673225e-127),Less (6.577054258675145e-05),Equal (0.7166599391137896),Equal (0.536927006283507),Less (1.8986362154577953e-11),Equal (0.3586277927506788),Less (0.00608227271045059),
web development-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.1417930387349909e-33),Less (3.101815049679627e-05),Equal (0.988431713474959),Equal (0.8322722857654157),Less (1.244931856323223e-11),Equal (0.2883420846833312),Equal (0.07289089004748799),
web development-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.6975976024467927),Greater (0.9999950559193407),Greater (0.9999992468312514),Less (0.006568887284917345),Equal (0.5002618271113898),Greater (1.0),
web development-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9981454825093417),Greater (0.999084907106406),Less (0.019344021954494358),Equal (0.6321911980339109),Greater (0.9998262581236692),
web development-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8666980150829672),Less (4.0766909568508183e-07),Equal (0.32259937488584267),Equal (0.5482678847829209),
web development-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.0934898060862073e-07),Equal (0.2843567425677116),Equal (0.38983597900086076),
web development-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.12256394491205518),Greater (0.9999999999060393),
web development-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.40988216988082693),
web development-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
