,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
devops and cloud-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (6.859148036521743e-05),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.3225257042284625),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999998),Greater (0.9999997953035854),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999992459),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9998949274514136),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999997020562771),Greater (1.0),Greater (0.9999999999999991),Greater (0.9999999999999999),Greater (0.9930196781833117),Greater (1.0),
devops and cloud-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.8863592088435824),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999739792346),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999831),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999626655467291),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999954053997),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9974963495239598),Greater (1.0),
devops and cloud-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5463363710605638),Less (4.725786882826159e-06),Less (4.1396999983170206e-24),Less (3.214094126699878e-13),Less (7.264457770681825e-08),Equal (0.810089572626279),Less (1.3129742746517556e-10),Less (6.085522448903237e-08),Less (2.0836201176360032e-07),Less (4.5170449587194496e-05),Equal (0.13934631281399507),Less (7.138663149555348e-09),Equal (0.09869698137836731),Less (0.0003113420679557096),Less (2.0902549462635047e-06),Equal (0.052198241600939374),Equal (0.08751691308746537),Equal (0.3983036765010505),Equal (0.4414570953782546),Less (1.0358385806545069e-11),Less (6.885541844179843e-18),Less (0.010376604049189149),Less (2.5001607435049243e-14),Less (4.737841780890748e-08),Less (5.352137890615891e-15),Less (0.0001272884321504903),Less (0.00337813478423341),Less (1.6504473334884584e-21),
devops and cloud-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.0966362885128484e-07),Less (2.9909734590740224e-25),Less (8.914648455641618e-20),Less (2.376905665999562e-12),Equal (0.3520548118064232),Less (1.7300863462258003e-13),Less (4.2931185800765443e-10),Less (8.96266250959533e-10),Less (3.1558090779044712e-06),Equal (0.08201344826830374),Less (1.449701071660583e-14),Less (0.0022991970447863753),Less (1.5435861238308876e-07),Less (1.1001999494380934e-07),Less (0.003742983784039532),Less (0.007749552971968729),Equal (0.10353495761977222),Equal (0.32357038011447814),Less (5.316801782941254e-19),Less (2.4824181501463192e-26),Less (6.600983632945145e-05),Less (1.1387139100480545e-16),Less (2.644144881441486e-10),Less (2.1455275330616755e-18),Less (1.6354061878940058e-05),Less (0.0016543056791327045),Less (4.707522135213423e-33),
devops and cloud-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.127068523031656e-12),Equal (0.5787187961982669),Equal (0.2992505935744436),Greater (0.999999999976214),Less (0.023782225222342964),Equal (0.44267128837589),Equal (0.7919834890081987),Equal (0.6767877365741971),Equal (0.5725723236665302),Equal (0.24710755464496192),Greater (0.9999878078906722),Greater (0.9984389855638803),Equal (0.2643323004149327),Greater (0.9911939270048712),Greater (0.990147707446741),Greater (0.9984117329821722),Equal (0.5049500384784567),Equal (0.8842452044740368),Less (0.01522632695797372),Greater (0.9999875861990606),Less (8.628312005513203e-05),Equal (0.3508333054866464),Less (0.0005172686989253673),Equal (0.8043075964340534),Equal (0.29364097465562333),Less (0.009312921886646732),
devops and cloud-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999999999),Greater (1.0),Greater (1.0),Greater (0.9999998203595751),Greater (0.9999999999848551),Greater (0.9999999999995907),Greater (0.9999999841567788),Greater (0.9999948360795775),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999987787939012),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999652787539542),Greater (1.0),Greater (0.9999999999995419),Greater (1.0),Greater (0.9997240194732178),Greater (0.9999999999435921),Greater (0.9999979397672929),Greater (0.9999999984746828),Greater (0.9883704829246636),Greater (0.9999999999999974),
devops and cloud-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999819301677),Greater (1.0),Less (0.010823940122419),Equal (0.7200774207472898),Equal (0.6912629109816316),Equal (0.9272047946161296),Equal (0.41611676471949566),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.272693146847374),Greater (0.9999679462766484),Greater (0.9998907250414413),Greater (0.999988232123195),Equal (0.39816608526915453),Greater (1.0),Less (1.2301309031969227e-05),Greater (1.0),Less (7.935684264927036e-06),Equal (0.5868660644527554),Less (3.643937850221065e-05),Equal (0.8371196314875362),Equal (0.34444622317653106),Less (2.2905970530943573e-48),
soa and middlewares-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (0.00011491832009356503),Less (0.014372832432618795),Equal (0.11916699602697936),Equal (0.2594629515855422),Equal (0.7967182813893748),Equal (0.9877533562614638),Greater (0.9999999999994547),Greater (0.9999999754973486),Less (0.01947695326543052),Greater (0.9879148347745332),Greater (0.9880221449228095),Greater (0.9993404895188562),Equal (0.6114522990806375),Less (0.002471483778099248),Less (1.1003680787853348e-12),Greater (1.0),Less (9.417858914966584e-09),Less (0.014382362646932672),Less (1.5225671731360134e-08),Equal (0.30291228911841817),Equal (0.17511336846743464),Less (1.6210980864916596e-26),
soa and middlewares-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.873091257892076e-21),Less (2.7136130058290865e-16),Less (2.4181319814568284e-16),Less (1.3021233694734566e-07),Equal (0.0718005971087165),Less (1.0580893102116554e-146),Less (2.37117637506964e-06),Less (1.7625251354217022e-30),Less (7.280737394528144e-10),Less (0.0012190215630440782),Less (0.006365670643244732),Equal (0.32976914990539663),Equal (0.3762054319813328),Less (9.906200692991625e-199),Less (4.915454058059735e-112),Less (1.6215195834536663e-18),Less (5.571621400634905e-25),Less (2.3398507077087967e-15),Less (1.2946613292634396e-30),Less (5.448010196458497e-07),Less (0.0011093970229792876),Less (0.0),
soa and middlewares-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.23356527173660102),Equal (0.06913922351277636),Equal (0.21751940161989025),Equal (0.13029327885051337),Greater (0.9999728927557078),Greater (0.9999999999942164),Greater (0.9999999949976877),Equal (0.5791936178974908),Greater (0.9999824829176881),Greater (0.9999678961752568),Greater (0.9999960233633738),Equal (0.19226041649453096),Greater (0.9986796345144495),Equal (0.5916435959299388),Greater (0.9999999999990302),Equal (0.05320787581262238),Equal (0.30404452406135407),Equal (0.21177731290349555),Equal (0.21213250094717206),Equal (0.8652247862219388),Equal (0.5916974306070095),
soa and middlewares-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5541590123599854),Equal (0.7683556343250098),Equal (0.3344158971283582),Greater (0.9914020618709111),Greater (0.9999999750212099),Greater (0.9999936716195199),Equal (0.6366340913575566),Greater (0.9993754280507312),Greater (0.9992875609649781),Greater (0.9999584553680742),Equal (0.33021851800994617),Equal (0.172893997672373),Equal (0.2705271275437048),Greater (0.9999999914268307),Less (0.0008717512867006341),Equal (0.9282478835368653),Less (0.005746105216189833),Equal (0.7186732627221736),Equal (0.5061501957173011),Equal (0.20147933901613058),
soa and middlewares-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8752508806880501),Equal (0.4672952430453402),Equal (0.08309735456996982),Greater (0.9999999126105739),Greater (0.999961103903208),Equal (0.3595830990232388),Greater (0.9975210149796899),Greater (0.9972337847560867),Greater (0.9997646099752912),Equal (0.4218320645084426),Equal (0.5602182663099645),Less (0.01868135402004169),Greater (0.9999999570926305),Less (8.919692077942428e-05),Equal (0.4896800911680037),Less (0.0005638560823628283),Equal (0.9403826641542267),Equal (0.3641590177272229),Less (0.008283201065435798),
soa and middlewares-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.45552087874624114),Equal (0.2182186023887106),Greater (0.9997570219818407),Greater (0.9945989503271248),Equal (0.5668693445009592),Greater (0.9875558412738306),Greater (0.9881351925965502),Greater (0.9979437857861277),Equal (0.4356496449099533),Equal (0.6076362543968217),Equal (0.24482921081728704),Greater (0.999701958656112),Less (0.0023679682692616232),Equal (0.6742566884546808),Less (0.01082738537701877),Equal (0.9541896521289704),Equal (0.4401085303307044),Equal (0.20543826863034143),
soa and middlewares-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8198391408072858),Equal (0.3181548863759227),Equal (0.6436075355755848),Equal (0.26535780058679037),Equal (0.5638995037642249),Equal (0.5238432814360201),Equal (0.2782938450750181),Equal (0.8387055775526656),Equal (0.5517836302830678),Equal (0.1437902141556872),Equal (0.3601230318314075),Less (0.005566426978636378),Equal (0.2892425650075545),Less (0.015478299166058203),Equal (0.488785089084126),Equal (0.2332515454254328),Equal (0.13070182493223367),
soa and middlewares-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Less (0.012687462036034774),Greater (0.9920173568126622),Greater (0.9916422968925597),Greater (0.9996769247195877),Equal (0.6154789269881251),Less (1.025932444042884e-20),Less (9.729976844190518e-23),Greater (1.0),Less (1.0884224886018534e-09),Less (0.008985814486065839),Less (1.0267900467297064e-09),Equal (0.274494307753646),Equal (0.1551785241436082),Less (3.81572659068876e-261),
software development tools-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.00029892464641166324),Less (6.815863369410134e-06),Equal (0.3091313500877778),Equal (0.45972849130097215),Equal (0.6971792883058986),Equal (0.7050348839588043),Less (2.2097205999572846e-33),Less (6.647092379057545e-41),Equal (0.2645295103383546),Less (5.702740685825518e-16),Less (4.173822960365255e-08),Less (4.291918010244463e-18),Less (0.0005679472232388371),Less (0.009245561200387026),Less (3.458212592279449e-79),
software development tools-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0003467148883725352),Equal (0.7920302620172375),Equal (0.6470275229711486),Equal (0.11415404591738033),Equal (0.9959218690100684),Less (4.828521601111037e-42),Less (1.1225879068376976e-40),Greater (0.999562462769013),Less (1.8037192716666408e-13),Less (8.720262430903615e-06),Less (6.165225692278366e-15),Less (0.007187158688931497),Equal (0.053800847044071995),Less (4.035011513806293e-137),
software development tools-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9981989171087725),Greater (0.9977779436665164),Greater (0.9994274382541678),Equal (0.3144788659199219),Equal (0.13912055845669316),Equal (0.8049474218047086),Greater (0.9999936276178424),Less (0.018296039468021368),Equal (0.7571354747129759),Equal (0.12312047139055829),Equal (0.49585858733667876),Equal (0.6628032069837646),Equal (0.8099940751983504),
software development tools-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8611275511206228),Equal (0.24435714372137485),Equal (0.9315415410817435),Less (0.0005064442931215713),Less (8.117618113537654e-08),Equal (0.49073361661943893),Less (3.2128332802198874e-09),Less (0.0005302064575225817),Less (1.1779901075546657e-08),Less (0.013962393736968988),Equal (0.05189923275122273),Less (2.8688858279991724e-09),
software development tools-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.34453851936441804),Equal (0.8874017048957884),Less (0.0007525777848445702),Less (3.823825024293549e-07),Equal (0.709257888115262),Less (7.397818479478504e-09),Less (0.0005402618619579183),Less (3.313010825771092e-08),Less (0.01201805347950058),Less (0.02285858140647795),Less (2.459994442308936e-08),
software development tools-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.6503276425353879),Less (2.279450807709955e-05),Less (1.2160349374866706e-08),Equal (0.32954771911890346),Less (3.627215202079355e-10),Less (2.6868386106241476e-05),Less (1.2814970961102552e-09),Less (0.0012564803919450005),Less (0.009324003258846055),Less (3.692918229391653e-10),
software development tools-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.4562639609411544),Equal (0.1886117008827879),Equal (0.7850761631255372),Less (0.018894486719348205),Equal (0.29233064842672696),Equal (0.072271023673753),Equal (0.4263917991422549),Equal (0.2596840279258579),Equal (0.16756340585317964),
software development tools-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.4162290577830958e-12),Greater (1.0),Less (1.252104544797653e-07),Equal (0.15914525483178188),Less (3.4035227553697616e-07),Equal (0.6580159230971729),Equal (0.26994453009044317),Less (5.903107202317956e-152),
web development-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (0.0011919085447624623),Equal (0.3512317765894968),Less (0.010439559754106043),Equal (0.24694340990689445),Equal (0.7125662592719895),Equal (0.8212726548161217),
web development-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.9994103257939616e-17),Less (2.2072143830529715e-08),Less (5.648053480622586e-20),Less (0.0005695038672280521),Less (0.00959933001899749),Less (3.427888478054993e-229),
web development-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9987249315452557),Equal (0.35318094465640437),Greater (0.9979963121846531),Equal (0.47984423737672),Greater (0.9994223734758364),
web development-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.00868689119462781),Equal (0.6676906667975426),Equal (0.5292777658972343),Equal (0.2657409307168924),
web development-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9895308339458776),Equal (0.7391919502109358),Greater (0.9932219253375805),
web development-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.4143326798567991),Equal (0.20234369845652544),
web development-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.7032463762012293),
web development-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
